provider,p_error,date,s_error,p_predicted,catalogued,p_detected,event_id,long,s_detected,s_confidence,plot_path,unique_id,depth,network,s_predicted,lat,p_confidence,time,mag_type,epi_distance,detected,code,mag
Detection,,2024-08-26,,,False,2024-08-26T02:57:55,,,,,,2024-08-26_147,,AM,,,0.1085771918296814,2024-08-26T02:57:55,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T02:59:08.140000,,,,,,2024-08-26_148,,AM,,,0.14885304868221283,2024-08-26T02:59:08.140000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:01:01.080000,,,,,,2024-08-26_149,,AM,,,0.19024476408958435,2024-08-26T03:01:01.080000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:01:42.120000,,,,,,2024-08-26_150,,AM,,,0.5907149314880371,2024-08-26T03:01:42.120000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:04:20.300000,,,,,,2024-08-26_151,,AM,,,0.18180476129055023,2024-08-26T03:04:20.300000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:05:04.090000,,,,,,2024-08-26_152,,AM,,,0.20906396210193634,2024-08-26T03:05:04.090000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:05:05.010000,,,,,,2024-08-26_153,,AM,,,0.17776542901992798,2024-08-26T03:05:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:05:37,,,,,,2024-08-26_154,,AM,,,0.54937344789505,2024-08-26T03:05:37,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:06:17.460000,,,,,,2024-08-26_155,,AM,,,0.22154976427555084,2024-08-26T03:06:17.460000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:07:18.950000,,,,,,2024-08-26_156,,AM,,,0.2349918633699417,2024-08-26T03:07:18.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:07:50.030000,,,,,,2024-08-26_157,,AM,,,0.2174452543258667,2024-08-26T03:07:50.030000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:07:51.060000,,,,,,2024-08-26_158,,AM,,,0.2147780805826187,2024-08-26T03:07:51.060000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:07:52.070000,,,,,,2024-08-26_159,,AM,,,0.20161263644695282,2024-08-26T03:07:52.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:08:43.240000,,,,,,2024-08-26_160,,AM,,,0.3024422228336334,2024-08-26T03:08:43.240000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:09:11.740000,,,,,,2024-08-26_161,,AM,,,0.41079747676849365,2024-08-26T03:09:11.740000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:09:33.730000,,,,,,2024-08-26_162,,AM,,,0.33331137895584106,2024-08-26T03:09:33.730000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:10:13.160000,,,,,,2024-08-26_163,,AM,,,0.3107008635997772,2024-08-26T03:10:13.160000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:10:37.960000,,,,,,2024-08-26_164,,AM,,,0.1912483125925064,2024-08-26T03:10:37.960000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:11:04.800000,,,,,,2024-08-26_165,,AM,,,0.10438068211078644,2024-08-26T03:11:04.800000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:11:56.410000,,,,,,2024-08-26_166,,AM,,,0.19734281301498413,2024-08-26T03:11:56.410000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:13:45.430000,,,,,,2024-08-26_167,,AM,,,0.7220442295074463,2024-08-26T03:13:45.430000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:14:13.880000,,,,,,2024-08-26_168,,AM,,,0.11537162214517593,2024-08-26T03:14:13.880000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:15:22.300000,,,,,,2024-08-26_169,,AM,,,0.2096075862646103,2024-08-26T03:15:22.300000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:16:49.710000,,,,,,2024-08-26_170,,AM,,,0.14666852355003357,2024-08-26T03:16:49.710000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:18:36.020000,,,,,,2024-08-26_171,,AM,,,0.7516065239906311,2024-08-26T03:18:36.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:20:13.930000,,,,,,2024-08-26_172,,AM,,,0.11261744052171707,2024-08-26T03:20:13.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:20:44.440000,,,,,,2024-08-26_173,,AM,,,0.34733206033706665,2024-08-26T03:20:44.440000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:21:06.240000,,,,,,2024-08-26_174,,AM,,,0.12308570742607117,2024-08-26T03:21:06.240000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:23:05.110000,,,,,,2024-08-26_175,,AM,,,0.6610034108161926,2024-08-26T03:23:05.110000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:27:43.300000,,,,,,2024-08-26_176,,AM,,,0.11179956793785095,2024-08-26T03:27:43.300000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:28:37.010000,,,,,,2024-08-26_177,,AM,,,0.4386275112628937,2024-08-26T03:28:37.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:30:25.240000,,,,,,2024-08-26_178,,AM,,,0.7238661646842957,2024-08-26T03:30:25.240000,,,True,R1F0E,
Detection,,2024-08-26,,,False,,,,,,,2024-08-26_179,,AM,,,,2024-08-26T03:30:26.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:30:43.490000,,,,,,2024-08-26_180,,AM,,,0.45185714960098267,2024-08-26T03:30:43.490000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:34:42.940000,,,,,,2024-08-26_181,,AM,,,0.18834589421749115,2024-08-26T03:34:42.940000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:36:23.790000,,,,,,2024-08-26_182,,AM,,,0.19520609080791473,2024-08-26T03:36:23.790000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:40:18.900000,,,,,,2024-08-26_183,,AM,,,0.1561933159828186,2024-08-26T03:40:18.900000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:41:08.930000,,,,,,2024-08-26_184,,AM,,,0.42512986063957214,2024-08-26T03:41:08.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:41:29.660000,,,,,,2024-08-26_185,,AM,,,0.2628008723258972,2024-08-26T03:41:29.660000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:41:41.420000,,,,,,2024-08-26_186,,AM,,,0.5019129514694214,2024-08-26T03:41:41.420000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:42:06.930000,,,,,,2024-08-26_187,,AM,,,0.7073918581008911,2024-08-26T03:42:06.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:43:36.980000,,,,,,2024-08-26_188,,AM,,,0.5969468951225281,2024-08-26T03:43:36.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:43:50.340000,,,,,,2024-08-26_189,,AM,,,0.13016195595264435,2024-08-26T03:43:50.340000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:44:20.180000,,,,,,2024-08-26_190,,AM,,,0.44101396203041077,2024-08-26T03:44:20.180000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:45:01.640000,,,,,,2024-08-26_191,,AM,,,0.44773781299591064,2024-08-26T03:45:01.640000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:46:47.970000,,,,,,2024-08-26_192,,AM,,,0.11352202296257019,2024-08-26T03:46:47.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:46:48.980000,,,,,,2024-08-26_193,,AM,,,0.10925385355949402,2024-08-26T03:46:48.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:48:01.380000,,,,,,2024-08-26_194,,AM,,,0.7781199812889099,2024-08-26T03:48:01.380000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:48:50.050000,,,,,,2024-08-26_195,,AM,,,0.14978384971618652,2024-08-26T03:48:50.050000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:48:51.050000,,,,,,2024-08-26_196,,AM,,,0.29334545135498047,2024-08-26T03:48:51.050000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:49:32.130000,,,,,,2024-08-26_197,,AM,,,0.1599026471376419,2024-08-26T03:49:32.130000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:49:35.010000,,,,,,2024-08-26_198,,AM,,,0.14939142763614655,2024-08-26T03:49:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:49:37.020000,,,,,,2024-08-26_199,,AM,,,0.11150480061769485,2024-08-26T03:49:37.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:49:37.970000,,,,,,2024-08-26_200,,AM,,,0.12221638113260269,2024-08-26T03:49:37.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:50:15.370000,,,,,,2024-08-26_201,,AM,,,0.45765581727027893,2024-08-26T03:50:15.370000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:50:50.070000,,,,,,2024-08-26_202,,AM,,,0.10582473129034042,2024-08-26T03:50:50.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:51:18.920000,,,,,,2024-08-26_203,,AM,,,0.214031383395195,2024-08-26T03:51:18.920000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:51:19.900000,,,,,,2024-08-26_204,,AM,,,0.22023487091064453,2024-08-26T03:51:19.900000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:51:20.900000,,,,,,2024-08-26_205,,AM,,,0.11827385425567627,2024-08-26T03:51:20.900000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:51:42.830000,,,,,,2024-08-26_206,,AM,,,0.15202918648719788,2024-08-26T03:51:42.830000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:52:38,,,,,,2024-08-26_207,,AM,,,0.5402576327323914,2024-08-26T03:52:38,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:53:46.830000,,,,,,2024-08-26_208,,AM,,,0.37681421637535095,2024-08-26T03:53:46.830000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:54:20.590000,,,,,,2024-08-26_209,,AM,,,0.10535793751478195,2024-08-26T03:54:20.590000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:54:39.110000,,,,,,2024-08-26_210,,AM,,,0.2427978366613388,2024-08-26T03:54:39.110000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:54:51.750000,,,,,,2024-08-26_211,,AM,,,0.26166287064552307,2024-08-26T03:54:51.750000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:58:48.990000,,,,,,2024-08-26_212,,AM,,,0.2805663049221039,2024-08-26T03:58:48.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:59:11.380000,,,,,,2024-08-26_213,,AM,,,0.20831376314163208,2024-08-26T03:59:11.380000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T03:59:52.050000,,,,,,2024-08-26_214,,AM,,,0.6815755367279053,2024-08-26T03:59:52.050000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:02:08.010000,,,,,,2024-08-26_215,,AM,,,0.3947370648384094,2024-08-26T04:02:08.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:06:48.950000,,,,,,2024-08-26_216,,AM,,,0.11244230717420578,2024-08-26T04:06:48.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:08:33.740000,,,,,,2024-08-26_217,,AM,,,0.1306852400302887,2024-08-26T04:08:33.740000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:08:36.970000,,,,,,2024-08-26_218,,AM,,,0.13111118972301483,2024-08-26T04:08:36.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:09:46.040000,,,,,,2024-08-26_219,,AM,,,0.1724824756383896,2024-08-26T04:09:46.040000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:11:05.010000,,,,,,2024-08-26_220,,AM,,,0.22036942839622498,2024-08-26T04:11:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:11:50.080000,,,,,,2024-08-26_221,,AM,,,0.47324466705322266,2024-08-26T04:11:50.080000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:13:03.950000,,,,,,2024-08-26_222,,AM,,,0.39112159609794617,2024-08-26T04:13:03.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:13:05.010000,,,,,,2024-08-26_223,,AM,,,0.15002839267253876,2024-08-26T04:13:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:13:05.940000,,,,,,2024-08-26_224,,AM,,,0.16600929200649261,2024-08-26T04:13:05.940000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:14:05.020000,,,,,,2024-08-26_225,,AM,,,0.8002392649650574,2024-08-26T04:14:05.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:14:49.850000,,,,,,2024-08-26_226,,AM,,,0.18023665249347687,2024-08-26T04:14:49.850000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:15:38.020000,,,,,,2024-08-26_227,,AM,,,0.3595486581325531,2024-08-26T04:15:38.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:16:13.130000,,,,,,2024-08-26_228,,AM,,,0.10310805588960648,2024-08-26T04:16:13.130000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:17:05.010000,,,,,,2024-08-26_229,,AM,,,0.4229389429092407,2024-08-26T04:17:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:17:46.480000,,,,,,2024-08-26_230,,AM,,,0.21765102446079254,2024-08-26T04:17:46.480000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:18:38.980000,,,,,,2024-08-26_231,,AM,,,0.14546282589435577,2024-08-26T04:18:38.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:18:39.980000,,,,,,2024-08-26_232,,AM,,,0.21678411960601807,2024-08-26T04:18:39.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:19:34,,,,,,2024-08-26_233,,AM,,,0.5906304717063904,2024-08-26T04:19:34,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:21:38.020000,,,,,,2024-08-26_234,,AM,,,0.7841557264328003,2024-08-26T04:21:38.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:22:19.450000,,,,,,2024-08-26_235,,AM,,,0.11663877218961716,2024-08-26T04:22:19.450000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:23:05.010000,,,,,,2024-08-26_236,,AM,,,0.13065139949321747,2024-08-26T04:23:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:23:05.990000,,,,,,2024-08-26_237,,AM,,,0.21653515100479126,2024-08-26T04:23:05.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:23:07,,,,,,2024-08-26_238,,AM,,,0.1759207397699356,2024-08-26T04:23:07,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:24:39.920000,,,,,,2024-08-26_239,,AM,,,0.7561070322990417,2024-08-26T04:24:39.920000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:25:44.830000,,,,,,2024-08-26_240,,AM,,,0.2321535348892212,2024-08-26T04:25:44.830000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:26:23.300000,,,,,,2024-08-26_241,,AM,,,0.16810128092765808,2024-08-26T04:26:23.300000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:27:22.070000,,,,,,2024-08-26_242,,AM,,,0.7742012143135071,2024-08-26T04:27:22.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:27:23.070000,,,,,,2024-08-26_243,,AM,,,0.12154010683298111,2024-08-26T04:27:23.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:27:58.150000,,,,,,2024-08-26_244,,AM,,,0.6310619115829468,2024-08-26T04:27:58.150000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:28:18.010000,,,,,,2024-08-26_245,,AM,,,0.20080849528312683,2024-08-26T04:28:18.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:28:41.970000,,,,,,2024-08-26_246,,AM,,,0.4222409725189209,2024-08-26T04:28:41.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:29:33.930000,,,,,,2024-08-26_247,,AM,,,0.6422510743141174,2024-08-26T04:29:33.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:30:32.350000,,,,,,2024-08-26_248,,AM,,,0.21834318339824677,2024-08-26T04:30:32.350000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:31:56.850000,,,,,,2024-08-26_249,,AM,,,0.3755432069301605,2024-08-26T04:31:56.850000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:32:04,,,,,,2024-08-26_250,,AM,,,0.2598789632320404,2024-08-26T04:32:04,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:33:02.010000,,,,,,2024-08-26_251,,AM,,,0.2849552035331726,2024-08-26T04:33:02.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:35:35.010000,,,,,,2024-08-26_252,,AM,,,0.48417243361473083,2024-08-26T04:35:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:35:35.980000,,,,,,2024-08-26_253,,AM,,,0.17355363070964813,2024-08-26T04:35:35.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:36:36.910000,,,,,,2024-08-26_254,,AM,,,0.36542561650276184,2024-08-26T04:36:36.910000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:37:49.170000,,,,,,2024-08-26_255,,AM,,,0.5738281607627869,2024-08-26T04:37:49.170000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:38:34.070000,,,,,,2024-08-26_256,,AM,,,0.21076476573944092,2024-08-26T04:38:34.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:38:35.010000,,,,,,2024-08-26_257,,AM,,,0.3117135167121887,2024-08-26T04:38:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:38:36.080000,,,,,,2024-08-26_258,,AM,,,0.12594832479953766,2024-08-26T04:38:36.080000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:38:37.070000,,,,,,2024-08-26_259,,AM,,,0.1176087036728859,2024-08-26T04:38:37.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:39:53.070000,,,,,,2024-08-26_260,,AM,,,0.7409278750419617,2024-08-26T04:39:53.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:39:54.020000,,,,,,2024-08-26_261,,AM,,,0.16777558624744415,2024-08-26T04:39:54.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:41:07.010000,,,,,,2024-08-26_262,,AM,,,0.2718459665775299,2024-08-26T04:41:07.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:42:35.010000,,,,,,2024-08-26_263,,AM,,,0.1676018387079239,2024-08-26T04:42:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:44:23.300000,,,,,,2024-08-26_264,,AM,,,0.12556195259094238,2024-08-26T04:44:23.300000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:45:19.930000,,,,,,2024-08-26_265,,AM,,,0.32774022221565247,2024-08-26T04:45:19.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:46:10.650000,,,,,,2024-08-26_266,,AM,,,0.18729165196418762,2024-08-26T04:46:10.650000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:47:07.020000,,,,,,2024-08-26_267,,AM,,,0.2652184069156647,2024-08-26T04:47:07.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:47:08.010000,,,,,,2024-08-26_268,,AM,,,0.2296808809041977,2024-08-26T04:47:08.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:47:38.060000,,,,,,2024-08-26_269,,AM,,,0.6864268183708191,2024-08-26T04:47:38.060000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:48:13.940000,,,,,,2024-08-26_270,,AM,,,0.15906976163387299,2024-08-26T04:48:13.940000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:49:30.010000,,,,,,2024-08-26_271,,AM,,,0.15580937266349792,2024-08-26T04:49:30.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:49:57.570000,,,,,,2024-08-26_272,,AM,,,0.49985089898109436,2024-08-26T04:49:57.570000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:50:06.720000,,,,,,2024-08-26_273,,AM,,,0.13222621381282806,2024-08-26T04:50:06.720000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:52:05.030000,,,,,,2024-08-26_274,,AM,,,0.47204798460006714,2024-08-26T04:52:05.030000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:55:41.980000,,,,,,2024-08-26_275,,AM,,,0.23357875645160675,2024-08-26T04:55:41.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:57:03.090000,,,,,,2024-08-26_276,,AM,,,0.6388478875160217,2024-08-26T04:57:03.090000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:57:35.010000,,,,,,2024-08-26_277,,AM,,,0.49451813101768494,2024-08-26T04:57:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:57:35.990000,,,,,,2024-08-26_278,,AM,,,0.21715128421783447,2024-08-26T04:57:35.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:58:05.880000,,,,,,2024-08-26_279,,AM,,,0.21866297721862793,2024-08-26T04:58:05.880000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:58:40.990000,,,,,,2024-08-26_280,,AM,,,0.32390233874320984,2024-08-26T04:58:40.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:59:17.020000,,,,,,2024-08-26_281,,AM,,,0.13871653378009796,2024-08-26T04:59:17.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T04:59:24.690000,,,,,,2024-08-26_282,,AM,,,0.11146047711372375,2024-08-26T04:59:24.690000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:02:37.950000,,,,,,2024-08-26_283,,AM,,,0.14642831683158875,2024-08-26T05:02:37.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:03:39.950000,,,,,,2024-08-26_284,,AM,,,0.5228047370910645,2024-08-26T05:03:39.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:04:18.980000,,,,,,2024-08-26_285,,AM,,,0.47999337315559387,2024-08-26T05:04:18.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:05:34.520000,,,,,,2024-08-26_286,,AM,,,0.31213435530662537,2024-08-26T05:05:34.520000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:05:49.210000,,,,,,2024-08-26_287,,AM,,,0.10120059549808502,2024-08-26T05:05:49.210000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:08:35.030000,,,,,,2024-08-26_288,,AM,,,0.31741660833358765,2024-08-26T05:08:35.030000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:13:37.810000,,,,,,2024-08-26_289,,AM,,,0.24397079646587372,2024-08-26T05:13:37.810000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:13:53.320000,,,,,,2024-08-26_290,,AM,,,0.11877161264419556,2024-08-26T05:13:53.320000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:16:35.900000,,,,,,2024-08-26_291,,AM,,,0.32259121537208557,2024-08-26T05:16:35.900000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:17:19.120000,,,,,,2024-08-26_292,,AM,,,0.10188773274421692,2024-08-26T05:17:19.120000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:17:24.220000,,,,,,2024-08-26_293,,AM,,,0.202280193567276,2024-08-26T05:17:24.220000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:18:37.030000,,,,,,2024-08-26_294,,AM,,,0.6971306204795837,2024-08-26T05:18:37.030000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:19:23.280000,,,,,,2024-08-26_295,,AM,,,0.13882213830947876,2024-08-26T05:19:23.280000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:19:59.020000,,,,,,2024-08-26_296,,AM,,,0.10339120030403137,2024-08-26T05:19:59.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:21:12.970000,,,,,,2024-08-26_297,,AM,,,0.5541532039642334,2024-08-26T05:21:12.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:23:40.260000,,,,,,2024-08-26_298,,AM,,,0.12785108387470245,2024-08-26T05:23:40.260000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:24:35.990000,,,,,,2024-08-26_299,,AM,,,0.19733309745788574,2024-08-26T05:24:35.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:26:37.970000,,,,,,2024-08-26_300,,AM,,,0.11770115047693253,2024-08-26T05:26:37.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:26:52.320000,,,,,,2024-08-26_301,,AM,,,0.13751186430454254,2024-08-26T05:26:52.320000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:30:15.620000,,,,,,2024-08-26_302,,AM,,,0.6139613389968872,2024-08-26T05:30:15.620000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:32:35.010000,,,,,,2024-08-26_303,,AM,,,0.5453591346740723,2024-08-26T05:32:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:34:31.460000,,,,,,2024-08-26_304,,AM,,,0.1923341602087021,2024-08-26T05:34:31.460000,,,True,R1F0E,
