depth,plot_path,s_detected,provider,network,p_detected,epi_distance,code,s_confidence,date,time,s_predicted,catalogued,mag_type,s_error,mag,detected,lat,event_id,p_predicted,p_confidence,long,unique_id,p_error
,,,Detection,AM,2024-08-26T04:48:08,,RBE3F,,2024-08-26,2024-08-26T04:48:08,,False,,,,True,,,,0.8884530067443848,,2024-08-26_386,
,,,Detection,AM,2024-08-26T04:48:14.380000,,RBE3F,,2024-08-26,2024-08-26T04:48:14.380000,,False,,,,True,,,,0.6237128376960754,,2024-08-26_387,
,,,Detection,AM,2024-08-26T04:48:53.030000,,RBE3F,,2024-08-26,2024-08-26T04:48:53.030000,,False,,,,True,,,,0.17021779716014862,,2024-08-26_388,
,,,Detection,AM,2024-08-26T04:48:54.030000,,RBE3F,,2024-08-26,2024-08-26T04:48:54.030000,,False,,,,True,,,,0.3856668770313263,,2024-08-26_389,
,,,Detection,AM,2024-08-26T04:49:35.040000,,RBE3F,,2024-08-26,2024-08-26T04:49:35.040000,,False,,,,True,,,,0.7940314412117004,,2024-08-26_390,
,,,Detection,AM,2024-08-26T04:49:49.330000,,RBE3F,,2024-08-26,2024-08-26T04:49:49.330000,,False,,,,True,,,,0.11613984405994415,,2024-08-26_391,
,,,Detection,AM,2024-08-26T04:50:02.660000,,RBE3F,,2024-08-26,2024-08-26T04:50:02.660000,,False,,,,True,,,,0.4305965304374695,,2024-08-26_392,
,,,Detection,AM,2024-08-26T04:52:07.950000,,RBE3F,,2024-08-26,2024-08-26T04:52:07.950000,,False,,,,True,,,,0.2866278886795044,,2024-08-26_393,
,,,Detection,AM,2024-08-26T04:52:09,,RBE3F,,2024-08-26,2024-08-26T04:52:09,,False,,,,True,,,,0.6248474717140198,,2024-08-26_394,
,,,Detection,AM,2024-08-26T04:54:24.020000,,RBE3F,,2024-08-26,2024-08-26T04:54:24.020000,,False,,,,True,,,,0.8834604620933533,,2024-08-26_395,
,,,Detection,AM,2024-08-26T04:55:07.910000,,RBE3F,,2024-08-26,2024-08-26T04:55:07.910000,,False,,,,True,,,,0.5061464309692383,,2024-08-26_396,
,,,Detection,AM,2024-08-26T04:56:38.320000,,RBE3F,,2024-08-26,2024-08-26T04:56:38.320000,,False,,,,True,,,,0.2803511619567871,,2024-08-26_397,
,,,Detection,AM,2024-08-26T04:57:07.930000,,RBE3F,,2024-08-26,2024-08-26T04:57:07.930000,,False,,,,True,,,,0.14083920419216156,,2024-08-26_398,
,,,Detection,AM,2024-08-26T04:57:45.580000,,RBE3F,,2024-08-26,2024-08-26T04:57:45.580000,,False,,,,True,,,,0.6049760580062866,,2024-08-26_399,
,,,Detection,AM,2024-08-26T04:57:47.560000,,RBE3F,,2024-08-26,2024-08-26T04:57:47.560000,,False,,,,True,,,,0.11373329907655716,,2024-08-26_400,
,,,Detection,AM,2024-08-26T04:58:25.990000,,RBE3F,,2024-08-26,2024-08-26T04:58:25.990000,,False,,,,True,,,,0.8278935551643372,,2024-08-26_401,
,,,Detection,AM,2024-08-26T04:59:37.990000,,RBE3F,,2024-08-26,2024-08-26T04:59:37.990000,,False,,,,True,,,,0.709679901599884,,2024-08-26_402,
,,,Detection,AM,2024-08-26T05:00:23.050000,,RBE3F,,2024-08-26,2024-08-26T05:00:23.050000,,False,,,,True,,,,0.1581592708826065,,2024-08-26_403,
,,,Detection,AM,2024-08-26T05:00:51.080000,,RBE3F,,2024-08-26,2024-08-26T05:00:51.080000,,False,,,,True,,,,0.7978763580322266,,2024-08-26_404,
,,,Detection,AM,2024-08-26T05:01:56.980000,,RBE3F,,2024-08-26,2024-08-26T05:01:56.980000,,False,,,,True,,,,0.12582778930664062,,2024-08-26_405,
,,,Detection,AM,2024-08-26T05:02:05.020000,,RBE3F,,2024-08-26,2024-08-26T05:02:05.020000,,False,,,,True,,,,0.6429245471954346,,2024-08-26_406,
,,,Detection,AM,2024-08-26T05:02:05.970000,,RBE3F,,2024-08-26,2024-08-26T05:02:05.970000,,False,,,,True,,,,0.15254956483840942,,2024-08-26_407,
,,,Detection,AM,2024-08-26T05:02:36.990000,,RBE3F,,2024-08-26,2024-08-26T05:02:36.990000,,False,,,,True,,,,0.43467941880226135,,2024-08-26_408,
,,,Detection,AM,2024-08-26T05:02:37.960000,,RBE3F,,2024-08-26,2024-08-26T05:02:37.960000,,False,,,,True,,,,0.16174067556858063,,2024-08-26_409,
,,,Detection,AM,2024-08-26T05:02:41.480000,,RBE3F,,2024-08-26,2024-08-26T05:02:41.480000,,False,,,,True,,,,0.1532142013311386,,2024-08-26_410,
,,,Detection,AM,2024-08-26T05:03:43.780000,,RBE3F,,2024-08-26,2024-08-26T05:03:43.780000,,False,,,,True,,,,0.2684352397918701,,2024-08-26_411,
,,,Detection,AM,2024-08-26T05:04:38.920000,,RBE3F,,2024-08-26,2024-08-26T05:04:38.920000,,False,,,,True,,,,0.7027831077575684,,2024-08-26_412,
,,,Detection,AM,2024-08-26T05:04:39.920000,,RBE3F,,2024-08-26,2024-08-26T05:04:39.920000,,False,,,,True,,,,0.13200819492340088,,2024-08-26_413,
,,,Detection,AM,2024-08-26T05:04:48.270000,,RBE3F,,2024-08-26,2024-08-26T05:04:48.270000,,False,,,,True,,,,0.2708258032798767,,2024-08-26_414,
,,,Detection,AM,2024-08-26T05:05:07.940000,,RBE3F,,2024-08-26,2024-08-26T05:05:07.940000,,False,,,,True,,,,0.16079014539718628,,2024-08-26_415,
,,,Detection,AM,2024-08-26T05:05:18.990000,,RBE3F,,2024-08-26,2024-08-26T05:05:18.990000,,False,,,,True,,,,0.30451223254203796,,2024-08-26_416,
,,,Detection,AM,2024-08-26T05:06:08,,RBE3F,,2024-08-26,2024-08-26T05:06:08,,False,,,,True,,,,0.8674842119216919,,2024-08-26_417,
,,,Detection,AM,2024-08-26T05:06:23.780000,,RBE3F,,2024-08-26,2024-08-26T05:06:23.780000,,False,,,,True,,,,0.10351156443357468,,2024-08-26_418,
,,,Detection,AM,,,RBE3F,,2024-08-26,2024-08-26T05:07:35.170000,,False,,,,True,,,,,,2024-08-26_419,
,,,Detection,AM,2024-08-26T05:08:03.540000,,RBE3F,,2024-08-26,2024-08-26T05:08:03.540000,,False,,,,True,,,,0.14586730301380157,,2024-08-26_420,
,,,Detection,AM,2024-08-26T05:09:06.980000,,RBE3F,,2024-08-26,2024-08-26T05:09:06.980000,,False,,,,True,,,,0.2787199914455414,,2024-08-26_421,
,,,Detection,AM,2024-08-26T05:09:07.990000,,RBE3F,,2024-08-26,2024-08-26T05:09:07.990000,,False,,,,True,,,,0.2744237184524536,,2024-08-26_422,
,,,Detection,AM,2024-08-26T05:09:12.960000,,RBE3F,,2024-08-26,2024-08-26T05:09:12.960000,,False,,,,True,,,,0.441302090883255,,2024-08-26_423,
,,,Detection,AM,2024-08-26T05:09:48.990000,,RBE3F,,2024-08-26,2024-08-26T05:09:48.990000,,False,,,,True,,,,0.8471652269363403,,2024-08-26_424,
,,,Detection,AM,2024-08-26T05:10:24.090000,,RBE3F,,2024-08-26,2024-08-26T05:10:24.090000,,False,,,,True,,,,0.44258996844291687,,2024-08-26_425,
,,,Detection,AM,2024-08-26T05:10:35,,RBE3F,,2024-08-26,2024-08-26T05:10:35,,False,,,,True,,,,0.22887027263641357,,2024-08-26_426,
,,,Detection,AM,2024-08-26T05:10:36,,RBE3F,,2024-08-26,2024-08-26T05:10:36,,False,,,,True,,,,0.16009463369846344,,2024-08-26_427,
,,,Detection,AM,2024-08-26T05:11:23.390000,,RBE3F,,2024-08-26,2024-08-26T05:11:23.390000,,False,,,,True,,,,0.42231953144073486,,2024-08-26_428,
,,,Detection,AM,2024-08-26T05:13:19.090000,,RBE3F,,2024-08-26,2024-08-26T05:13:19.090000,,False,,,,True,,,,0.4620645344257355,,2024-08-26_429,
,,,Detection,AM,2024-08-26T05:16:20,,RBE3F,,2024-08-26,2024-08-26T05:16:20,,False,,,,True,,,,0.3035624623298645,,2024-08-26_430,
,,,Detection,AM,2024-08-26T05:16:57.070000,,RBE3F,,2024-08-26,2024-08-26T05:16:57.070000,,False,,,,True,,,,0.7631922960281372,,2024-08-26_431,
,,,Detection,AM,2024-08-26T05:17:54,,RBE3F,,2024-08-26,2024-08-26T05:17:54,,False,,,,True,,,,0.7208663821220398,,2024-08-26_432,
,,,Detection,AM,2024-08-26T05:19:41.970000,,RBE3F,,2024-08-26,2024-08-26T05:19:41.970000,,False,,,,True,,,,0.4585300385951996,,2024-08-26_433,
,,,Detection,AM,2024-08-26T05:20:21.990000,,RBE3F,,2024-08-26,2024-08-26T05:20:21.990000,,False,,,,True,,,,0.8899139165878296,,2024-08-26_434,
,,,Detection,AM,2024-08-26T05:22:25.640000,,RBE3F,,2024-08-26,2024-08-26T05:22:25.640000,,False,,,,True,,,,0.814579963684082,,2024-08-26_435,
,,,Detection,AM,2024-08-26T05:22:46.500000,,RBE3F,,2024-08-26,2024-08-26T05:22:46.500000,,False,,,,True,,,,0.40725576877593994,,2024-08-26_436,
,,,Detection,AM,2024-08-26T05:23:18.980000,,RBE3F,,2024-08-26,2024-08-26T05:23:18.980000,,False,,,,True,,,,0.15375114977359772,,2024-08-26_437,
,,,Detection,AM,2024-08-26T05:23:20.990000,,RBE3F,,2024-08-26,2024-08-26T05:23:20.990000,,False,,,,True,,,,0.23787371814250946,,2024-08-26_438,
,,,Detection,AM,2024-08-26T05:24:08.990000,,RBE3F,,2024-08-26,2024-08-26T05:24:08.990000,,False,,,,True,,,,0.6252965927124023,,2024-08-26_439,
,,,Detection,AM,2024-08-26T05:24:17.570000,,RBE3F,,2024-08-26,2024-08-26T05:24:17.570000,,False,,,,True,,,,0.14742253720760345,,2024-08-26_440,
,,,Detection,AM,2024-08-26T05:28:06.260000,,RBE3F,,2024-08-26,2024-08-26T05:28:06.260000,,False,,,,True,,,,0.11744384467601776,,2024-08-26_441,
,,,Detection,AM,2024-08-26T05:28:56.990000,,RBE3F,,2024-08-26,2024-08-26T05:28:56.990000,,False,,,,True,,,,0.17188984155654907,,2024-08-26_442,
,,,Detection,AM,2024-08-26T05:29:55.950000,,RBE3F,,2024-08-26,2024-08-26T05:29:55.950000,,False,,,,True,,,,0.4747544825077057,,2024-08-26_443,
,,,Detection,AM,2024-08-26T05:30:14.960000,,RBE3F,,2024-08-26,2024-08-26T05:30:14.960000,,False,,,,True,,,,0.17174740135669708,,2024-08-26_444,
,,,Detection,AM,2024-08-26T05:32:06.240000,,RBE3F,,2024-08-26,2024-08-26T05:32:06.240000,,False,,,,True,,,,0.782895028591156,,2024-08-26_445,
,,,Detection,AM,2024-08-26T05:36:11.500000,,RBE3F,,2024-08-26,2024-08-26T05:36:11.500000,,False,,,,True,,,,0.2739168703556061,,2024-08-26_446,
,,,Detection,AM,2024-08-26T05:37:26.960000,,RBE3F,,2024-08-26,2024-08-26T05:37:26.960000,,False,,,,True,,,,0.5111158490180969,,2024-08-26_447,
,,,Detection,AM,2024-08-26T05:37:41.690000,,RBE3F,,2024-08-26,2024-08-26T05:37:41.690000,,False,,,,True,,,,0.1749839037656784,,2024-08-26_448,
,,,Detection,AM,2024-08-26T05:38:39.980000,,RBE3F,,2024-08-26,2024-08-26T05:38:39.980000,,False,,,,True,,,,0.6632856130599976,,2024-08-26_449,
,,,Detection,AM,2024-08-26T05:40:08.010000,,RBE3F,,2024-08-26,2024-08-26T05:40:08.010000,,False,,,,True,,,,0.8804199695587158,,2024-08-26_450,
,,,Detection,AM,2024-08-26T05:40:32.380000,,RBE3F,,2024-08-26,2024-08-26T05:40:32.380000,,False,,,,True,,,,0.1374495029449463,,2024-08-26_451,
,,,Detection,AM,2024-08-26T05:41:12.270000,,RBE3F,,2024-08-26,2024-08-26T05:41:12.270000,,False,,,,True,,,,0.20894719660282135,,2024-08-26_452,
,,,Detection,AM,2024-08-26T05:41:54.990000,,RBE3F,,2024-08-26,2024-08-26T05:41:54.990000,,False,,,,True,,,,0.7324584722518921,,2024-08-26_453,
,,,Detection,AM,,,RBE3F,,2024-08-26,2024-08-26T05:41:56.740000,,False,,,,True,,,,,,2024-08-26_454,
,,,Detection,AM,2024-08-26T05:42:05.940000,,RBE3F,,2024-08-26,2024-08-26T05:42:05.940000,,False,,,,True,,,,0.10922019183635712,,2024-08-26_455,
,,,Detection,AM,2024-08-26T05:42:26.220000,,RBE3F,,2024-08-26,2024-08-26T05:42:26.220000,,False,,,,True,,,,0.6265239119529724,,2024-08-26_456,
,,,Detection,AM,2024-08-26T05:42:35.780000,,RBE3F,,2024-08-26,2024-08-26T05:42:35.780000,,False,,,,True,,,,0.28278467059135437,,2024-08-26_457,
,,,Detection,AM,2024-08-26T05:42:38.540000,,RBE3F,,2024-08-26,2024-08-26T05:42:38.540000,,False,,,,True,,,,0.18292629718780518,,2024-08-26_458,
,,,Detection,AM,2024-08-26T05:43:52.950000,,RBE3F,,2024-08-26,2024-08-26T05:43:52.950000,,False,,,,True,,,,0.11998804658651352,,2024-08-26_459,
,,,Detection,AM,2024-08-26T05:43:53.970000,,RBE3F,,2024-08-26,2024-08-26T05:43:53.970000,,False,,,,True,,,,0.322625994682312,,2024-08-26_460,
,,,Detection,AM,2024-08-26T05:45:01.630000,,RBE3F,,2024-08-26,2024-08-26T05:45:01.630000,,False,,,,True,,,,0.5472326874732971,,2024-08-26_461,
,,,Detection,AM,2024-08-26T05:45:38,,RBE3F,,2024-08-26,2024-08-26T05:45:38,,False,,,,True,,,,0.483559250831604,,2024-08-26_462,
,,,Detection,AM,2024-08-26T05:45:54.730000,,RBE3F,,2024-08-26,2024-08-26T05:45:54.730000,,False,,,,True,,,,0.3224126696586609,,2024-08-26_463,
,,,Detection,AM,2024-08-26T05:46:05,,RBE3F,,2024-08-26,2024-08-26T05:46:05,,False,,,,True,,,,0.1647527813911438,,2024-08-26_464,
,,,Detection,AM,2024-08-26T05:47:08,,RBE3F,,2024-08-26,2024-08-26T05:47:08,,False,,,,True,,,,0.8168178200721741,,2024-08-26_465,
,,,Detection,AM,2024-08-26T05:47:21.070000,,RBE3F,,2024-08-26,2024-08-26T05:47:21.070000,,False,,,,True,,,,0.1357240378856659,,2024-08-26_466,
,,,Detection,AM,2024-08-26T05:47:38.990000,,RBE3F,,2024-08-26,2024-08-26T05:47:38.990000,,False,,,,True,,,,0.6022508144378662,,2024-08-26_467,
,,,Detection,AM,2024-08-26T05:47:39.990000,,RBE3F,,2024-08-26,2024-08-26T05:47:39.990000,,False,,,,True,,,,0.3511272370815277,,2024-08-26_468,
,,,Detection,AM,2024-08-26T05:48:15.440000,,RBE3F,,2024-08-26,2024-08-26T05:48:15.440000,,False,,,,True,,,,0.21945592761039734,,2024-08-26_469,
,,,Detection,AM,2024-08-26T05:49:37.980000,,RBE3F,,2024-08-26,2024-08-26T05:49:37.980000,,False,,,,True,,,,0.347505658864975,,2024-08-26_470,
,,,Detection,AM,2024-08-26T05:49:38.940000,,RBE3F,,2024-08-26,2024-08-26T05:49:38.940000,,False,,,,True,,,,0.1354285627603531,,2024-08-26_471,
,,,Detection,AM,2024-08-26T05:49:40,,RBE3F,,2024-08-26,2024-08-26T05:49:40,,False,,,,True,,,,0.5490054488182068,,2024-08-26_472,
,,,Detection,AM,2024-08-26T05:49:40.970000,,RBE3F,,2024-08-26,2024-08-26T05:49:40.970000,,False,,,,True,,,,0.16849179565906525,,2024-08-26_473,
,,,Detection,AM,2024-08-26T05:50:17.990000,,RBE3F,,2024-08-26,2024-08-26T05:50:17.990000,,False,,,,True,,,,0.17240910232067108,,2024-08-26_474,
,,,Detection,AM,2024-08-26T05:50:21.930000,,RBE3F,,2024-08-26,2024-08-26T05:50:21.930000,,False,,,,True,,,,0.11820953339338303,,2024-08-26_475,
,,,Detection,AM,2024-08-26T05:50:22.950000,,RBE3F,,2024-08-26,2024-08-26T05:50:22.950000,,False,,,,True,,,,0.1201968863606453,,2024-08-26_476,
,,,Detection,AM,2024-08-26T05:52:08.010000,,RBE3F,,2024-08-26,2024-08-26T05:52:08.010000,,False,,,,True,,,,0.8606752157211304,,2024-08-26_477,
,,,Detection,AM,2024-08-26T05:52:26.920000,,RBE3F,,2024-08-26,2024-08-26T05:52:26.920000,,False,,,,True,,,,0.27576345205307007,,2024-08-26_478,
,,,Detection,AM,2024-08-26T05:52:51,,RBE3F,,2024-08-26,2024-08-26T05:52:51,,False,,,,True,,,,0.6465668678283691,,2024-08-26_479,
,,,Detection,AM,2024-08-26T05:53:54.050000,,RBE3F,,2024-08-26,2024-08-26T05:53:54.050000,,False,,,,True,,,,0.657178521156311,,2024-08-26_480,
,,,Detection,AM,2024-08-26T05:54:22.020000,,RBE3F,,2024-08-26,2024-08-26T05:54:22.020000,,False,,,,True,,,,0.2602517008781433,,2024-08-26_481,
,,,Detection,AM,2024-08-26T05:54:23.020000,,RBE3F,,2024-08-26,2024-08-26T05:54:23.020000,,False,,,,True,,,,0.1342311054468155,,2024-08-26_482,
,,,Detection,AM,2024-08-26T05:54:23.950000,,RBE3F,,2024-08-26,2024-08-26T05:54:23.950000,,False,,,,True,,,,0.12717533111572266,,2024-08-26_483,
,,,Detection,AM,2024-08-26T05:54:28.010000,,RBE3F,,2024-08-26,2024-08-26T05:54:28.010000,,False,,,,True,,,,0.12496080994606018,,2024-08-26_484,
,,,Detection,AM,2024-08-26T05:56:09.970000,,RBE3F,,2024-08-26,2024-08-26T05:56:09.970000,,False,,,,True,,,,0.38319721817970276,,2024-08-26_485,
,,,Detection,AM,2024-08-26T05:56:10.730000,,RBE3F,,2024-08-26,2024-08-26T05:56:10.730000,,False,,,,True,,,,0.7402723431587219,,2024-08-26_486,
,,,Detection,AM,2024-08-26T05:57:16.720000,,RBE3F,,2024-08-26,2024-08-26T05:57:16.720000,,False,,,,True,,,,0.7581982016563416,,2024-08-26_487,
,,,Detection,AM,2024-08-26T05:58:43.720000,,RBE3F,,2024-08-26,2024-08-26T05:58:43.720000,,False,,,,True,,,,0.7508946061134338,,2024-08-26_488,
,,,Detection,AM,2024-08-26T05:59:18.710000,,RBE3F,,2024-08-26,2024-08-26T05:59:18.710000,,False,,,,True,,,,0.2883513271808624,,2024-08-26_489,
,,,Detection,AM,2024-08-26T05:59:24.270000,,RBE3F,,2024-08-26,2024-08-26T05:59:24.270000,,False,,,,True,,,,0.15416911244392395,,2024-08-26_490,
,,,Detection,AM,2024-08-26T06:01:52.930000,,RBE3F,,2024-08-26,2024-08-26T06:01:52.930000,,False,,,,True,,,,0.1382257342338562,,2024-08-26_491,
,,,Detection,AM,2024-08-26T06:01:53.940000,,RBE3F,,2024-08-26,2024-08-26T06:01:53.940000,,False,,,,True,,,,0.13414810597896576,,2024-08-26_492,
,,,Detection,AM,2024-08-26T06:01:55.980000,,RBE3F,,2024-08-26,2024-08-26T06:01:55.980000,,False,,,,True,,,,0.3431864380836487,,2024-08-26_493,
,,,Detection,AM,2024-08-26T06:02:23.960000,,RBE3F,,2024-08-26,2024-08-26T06:02:23.960000,,False,,,,True,,,,0.3853064179420471,,2024-08-26_494,
,,,Detection,AM,2024-08-26T06:02:24.970000,,RBE3F,,2024-08-26,2024-08-26T06:02:24.970000,,False,,,,True,,,,0.2986932694911957,,2024-08-26_495,
,,,Detection,AM,2024-08-26T06:03:26.980000,,RBE3F,,2024-08-26,2024-08-26T06:03:26.980000,,False,,,,True,,,,0.11728673428297043,,2024-08-26_496,
,,,Detection,AM,2024-08-26T06:03:30,,RBE3F,,2024-08-26,2024-08-26T06:03:30,,False,,,,True,,,,0.4294416308403015,,2024-08-26_497,
,,,Detection,AM,2024-08-26T06:03:53.870000,,RBE3F,,2024-08-26,2024-08-26T06:03:53.870000,,False,,,,True,,,,0.30673179030418396,,2024-08-26_498,
,,,Detection,AM,2024-08-26T06:05:22.980000,,RBE3F,,2024-08-26,2024-08-26T06:05:22.980000,,False,,,,True,,,,0.8151410222053528,,2024-08-26_499,
,,,Detection,AM,2024-08-26T06:06:37.950000,,RBE3F,,2024-08-26,2024-08-26T06:06:37.950000,,False,,,,True,,,,0.19639372825622559,,2024-08-26_500,
,,,Detection,AM,2024-08-26T06:07:11.990000,,RBE3F,,2024-08-26,2024-08-26T06:07:11.990000,,False,,,,True,,,,0.5631372332572937,,2024-08-26_501,
,,,Detection,AM,2024-08-26T06:08:05.010000,,RBE3F,,2024-08-26,2024-08-26T06:08:05.010000,,False,,,,True,,,,0.883389949798584,,2024-08-26_502,
,,,Detection,AM,2024-08-26T06:08:42.460000,,RBE3F,,2024-08-26,2024-08-26T06:08:42.460000,,False,,,,True,,,,0.24419143795967102,,2024-08-26_503,
,,,Detection,AM,2024-08-26T06:10:19,,RBE3F,,2024-08-26,2024-08-26T06:10:19,,False,,,,True,,,,0.7919103503227234,,2024-08-26_504,
,,,Detection,AM,2024-08-26T06:11:16.480000,,RBE3F,,2024-08-26,2024-08-26T06:11:16.480000,,False,,,,True,,,,0.7005283832550049,,2024-08-26_505,
,,,Detection,AM,2024-08-26T06:11:39.030000,,RBE3F,,2024-08-26,2024-08-26T06:11:39.030000,,False,,,,True,,,,0.3193979263305664,,2024-08-26_506,
,,,Detection,AM,2024-08-26T06:11:42.900000,,RBE3F,,2024-08-26,2024-08-26T06:11:42.900000,,False,,,,True,,,,0.47506001591682434,,2024-08-26_507,
,,,Detection,AM,2024-08-26T06:12:21.870000,,RBE3F,,2024-08-26,2024-08-26T06:12:21.870000,,False,,,,True,,,,0.2811151146888733,,2024-08-26_508,
,,,Detection,AM,2024-08-26T06:12:22.890000,,RBE3F,,2024-08-26,2024-08-26T06:12:22.890000,,False,,,,True,,,,0.10785259306430817,,2024-08-26_509,
,,,Detection,AM,2024-08-26T06:14:06.960000,,RBE3F,,2024-08-26,2024-08-26T06:14:06.960000,,False,,,,True,,,,0.1565564125776291,,2024-08-26_510,
,,,Detection,AM,2024-08-26T06:14:18.170000,,RBE3F,,2024-08-26,2024-08-26T06:14:18.170000,,False,,,,True,,,,0.564827561378479,,2024-08-26_511,
,,,Detection,AM,2024-08-26T06:14:38.080000,,RBE3F,,2024-08-26,2024-08-26T06:14:38.080000,,False,,,,True,,,,0.33896270394325256,,2024-08-26_512,
,,,Detection,AM,2024-08-26T06:14:42.660000,,RBE3F,,2024-08-26,2024-08-26T06:14:42.660000,,False,,,,True,,,,0.1041332483291626,,2024-08-26_513,
,,,Detection,AM,2024-08-26T06:15:38.980000,,RBE3F,,2024-08-26,2024-08-26T06:15:38.980000,,False,,,,True,,,,0.38058924674987793,,2024-08-26_514,
,,,Detection,AM,2024-08-26T06:15:39.960000,,RBE3F,,2024-08-26,2024-08-26T06:15:39.960000,,False,,,,True,,,,0.7360424399375916,,2024-08-26_515,
,,,Detection,AM,2024-08-26T06:16:07.930000,,RBE3F,,2024-08-26,2024-08-26T06:16:07.930000,,False,,,,True,,,,0.6816412210464478,,2024-08-26_516,
,,,Detection,AM,2024-08-26T06:17:00.750000,,RBE3F,,2024-08-26,2024-08-26T06:17:00.750000,,False,,,,True,,,,0.5780411958694458,,2024-08-26_517,
,,,Detection,AM,2024-08-26T06:17:50.960000,,RBE3F,,2024-08-26,2024-08-26T06:17:50.960000,,False,,,,True,,,,0.807586669921875,,2024-08-26_518,
,,,Detection,AM,2024-08-26T06:18:37.970000,,RBE3F,,2024-08-26,2024-08-26T06:18:37.970000,,False,,,,True,,,,0.21397602558135986,,2024-08-26_519,
,,,Detection,AM,2024-08-26T06:19:05,,RBE3F,,2024-08-26,2024-08-26T06:19:05,,False,,,,True,,,,0.19382841885089874,,2024-08-26_520,
,,,Detection,AM,2024-08-26T06:19:05.950000,,RBE3F,,2024-08-26,2024-08-26T06:19:05.950000,,False,,,,True,,,,0.20146214962005615,,2024-08-26_521,
,,,Detection,AM,2024-08-26T06:19:06.980000,,RBE3F,,2024-08-26,2024-08-26T06:19:06.980000,,False,,,,True,,,,0.13117024302482605,,2024-08-26_522,
,,,Detection,AM,2024-08-26T06:20:04.060000,,RBE3F,,2024-08-26,2024-08-26T06:20:04.060000,,False,,,,True,,,,0.5348060727119446,,2024-08-26_523,
,,,Detection,AM,2024-08-26T06:20:36.980000,,RBE3F,,2024-08-26,2024-08-26T06:20:36.980000,,False,,,,True,,,,0.1336592137813568,,2024-08-26_524,
,,,Detection,AM,2024-08-26T06:22:24.980000,,RBE3F,,2024-08-26,2024-08-26T06:22:24.980000,,False,,,,True,,,,0.8325548768043518,,2024-08-26_525,
,,,Detection,AM,2024-08-26T06:24:25.990000,,RBE3F,,2024-08-26,2024-08-26T06:24:25.990000,,False,,,,True,,,,0.7140602469444275,,2024-08-26_526,
,,,Detection,AM,2024-08-26T06:24:39.250000,,RBE3F,,2024-08-26,2024-08-26T06:24:39.250000,,False,,,,True,,,,0.10116294026374817,,2024-08-26_527,
,,,Detection,AM,2024-08-26T06:25:20.650000,,RBE3F,,2024-08-26,2024-08-26T06:25:20.650000,,False,,,,True,,,,0.5644826889038086,,2024-08-26_528,
,,,Detection,AM,2024-08-26T06:26:02.310000,,RBE3F,,2024-08-26,2024-08-26T06:26:02.310000,,False,,,,True,,,,0.24106401205062866,,2024-08-26_529,
,,,Detection,AM,2024-08-26T06:27:11.190000,,RBE3F,,2024-08-26,2024-08-26T06:27:11.190000,,False,,,,True,,,,0.5133276581764221,,2024-08-26_530,
,,,Detection,AM,2024-08-26T06:27:21.660000,,RBE3F,,2024-08-26,2024-08-26T06:27:21.660000,,False,,,,True,,,,0.335493803024292,,2024-08-26_531,
,,,Detection,AM,2024-08-26T06:27:26.840000,,RBE3F,,2024-08-26,2024-08-26T06:27:26.840000,,False,,,,True,,,,0.2604770362377167,,2024-08-26_532,
,,,Detection,AM,2024-08-26T06:28:05,,RBE3F,,2024-08-26,2024-08-26T06:28:05,,False,,,,True,,,,0.1301029622554779,,2024-08-26_533,
,,,Detection,AM,2024-08-26T06:29:37.990000,,RBE3F,,2024-08-26,2024-08-26T06:29:37.990000,,False,,,,True,,,,0.7688938975334167,,2024-08-26_534,
,,,Detection,AM,2024-08-26T06:29:38.990000,,RBE3F,,2024-08-26,2024-08-26T06:29:38.990000,,False,,,,True,,,,0.23872710764408112,,2024-08-26_535,
,,,Detection,AM,2024-08-26T06:30:24.190000,,RBE3F,,2024-08-26,2024-08-26T06:30:24.190000,,False,,,,True,,,,0.6522207260131836,,2024-08-26_536,
,,,Detection,AM,2024-08-26T06:30:50.980000,,RBE3F,,2024-08-26,2024-08-26T06:30:50.980000,,False,,,,True,,,,0.10156285762786865,,2024-08-26_537,
,,,Detection,AM,2024-08-26T06:30:51.970000,,RBE3F,,2024-08-26,2024-08-26T06:30:51.970000,,False,,,,True,,,,0.2520865201950073,,2024-08-26_538,
,,,Detection,AM,2024-08-26T06:30:58.010000,,RBE3F,,2024-08-26,2024-08-26T06:30:58.010000,,False,,,,True,,,,0.10284411907196045,,2024-08-26_539,
,,,Detection,AM,2024-08-26T06:31:53.030000,,RBE3F,,2024-08-26,2024-08-26T06:31:53.030000,,False,,,,True,,,,0.13057135045528412,,2024-08-26_540,
,,,Detection,AM,2024-08-26T06:32:12.870000,,RBE3F,,2024-08-26,2024-08-26T06:32:12.870000,,False,,,,True,,,,0.1066494956612587,,2024-08-26_541,
,,,Detection,AM,2024-08-26T06:32:33.540000,,RBE3F,,2024-08-26,2024-08-26T06:32:33.540000,,False,,,,True,,,,0.6790074706077576,,2024-08-26_542,
,,,Detection,AM,2024-08-26T06:33:24.940000,,RBE3F,,2024-08-26,2024-08-26T06:33:24.940000,,False,,,,True,,,,0.10502738505601883,,2024-08-26_543,
,,,Detection,AM,2024-08-26T06:34:19.190000,,RBE3F,,2024-08-26,2024-08-26T06:34:19.190000,,False,,,,True,,,,0.7130004167556763,,2024-08-26_544,
,,,Detection,AM,,,RBE3F,,2024-08-26,2024-08-26T06:34:20.170000,,False,,,,True,,,,,,2024-08-26_545,
