time,lat,detected,epi_distance,code,plot_path,depth,long,date,p_detected,p_confidence,unique_id,s_detected,network,s_confidence,catalogued,p_error,s_predicted,mag,s_error,provider,mag_type,p_predicted,event_id
2024-06-01T00:38:07.080000,,True,,R50D6,,,,2024-06-01,2024-06-01T00:38:07.080000,0.6795831322669983,2024-06-01_11,,AM,,False,,,,,Detection,,,
2024-06-01T01:12:38.040000,,True,,R50D6,,,,2024-06-01,2024-06-01T01:12:38.040000,0.6090044975280762,2024-06-01_12,,AM,,False,,,,,Detection,,,
2024-06-01T01:14:06.960000,,True,,R50D6,,,,2024-06-01,2024-06-01T01:14:06.960000,0.6158335208892822,2024-06-01_13,,AM,,False,,,,,Detection,,,
2024-06-01T01:35:45.400000,,True,,R50D6,,,,2024-06-01,2024-06-01T01:35:45.400000,0.5949198603630066,2024-06-01_14,,AM,,False,,,,,Detection,,,
2024-06-01T01:50:30.700000,,True,,R50D6,,,,2024-06-01,2024-06-01T01:50:30.700000,0.5634209513664246,2024-06-01_15,,AM,,False,,,,,Detection,,,
2024-06-01T01:52:38,,True,,R50D6,,,,2024-06-01,2024-06-01T01:52:38,0.7387981414794922,2024-06-01_16,,AM,,False,,,,,Detection,,,
2024-06-01T02:15:39.700000,,True,,R50D6,,,,2024-06-01,2024-06-01T02:15:39.700000,0.6148226261138916,2024-06-01_17,,AM,,False,,,,,Detection,,,
2024-06-01T02:24:52.300000,,True,,R50D6,,,,2024-06-01,2024-06-01T02:24:52.300000,0.629357099533081,2024-06-01_18,,AM,,False,,,,,Detection,,,
2024-06-01T02:35:05.020000,,True,,R50D6,,,,2024-06-01,2024-06-01T02:35:05.020000,0.8077162504196167,2024-06-01_19,,AM,,False,,,,,Detection,,,
2024-06-01T02:37:21.970000,,True,,R50D6,,,,2024-06-01,2024-06-01T02:37:21.970000,0.6699581742286682,2024-06-01_20,,AM,,False,,,,,Detection,,,
2024-06-01T02:45:35.040000,,True,,R50D6,,,,2024-06-01,2024-06-01T02:45:35.040000,0.7076212763786316,2024-06-01_21,,AM,,False,,,,,Detection,,,
2024-06-01T03:01:36,,True,,R50D6,,,,2024-06-01,2024-06-01T03:01:36,0.6566430926322937,2024-06-01_22,,AM,,False,,,,,Detection,,,
2024-06-01T03:04:38.020000,,True,,R50D6,,,,2024-06-01,2024-06-01T03:04:38.020000,0.797697901725769,2024-06-01_23,,AM,,False,,,,,Detection,,,
2024-06-01T03:20:52.140000,,True,,R50D6,,,,2024-06-01,2024-06-01T03:20:52.140000,0.624649703502655,2024-06-01_24,,AM,,False,,,,,Detection,,,
2024-06-01T04:08:05.940000,,True,,R50D6,,,,2024-06-01,2024-06-01T04:08:05.940000,0.7349756360054016,2024-06-01_25,,AM,,False,,,,,Detection,,,
2024-06-01T05:36:06.990000,,True,,R50D6,,,,2024-06-01,2024-06-01T05:36:06.990000,0.6629010438919067,2024-06-01_26,,AM,,False,,,,,Detection,,,
2024-06-01T05:40:52.060000,,True,,R50D6,,,,2024-06-01,2024-06-01T05:40:52.060000,0.7900091409683228,2024-06-01_27,,AM,,False,,,,,Detection,,,
2024-06-01T07:22:15.700000,,True,,R50D6,,,,2024-06-01,2024-06-01T07:22:15.700000,0.5414630174636841,2024-06-01_28,,AM,,False,,,,,Detection,,,
2024-06-01T07:52:41.770000,,True,,R50D6,,,,2024-06-01,2024-06-01T07:52:41.770000,0.5273942351341248,2024-06-01_29,,AM,,False,,,,,Detection,,,
2024-06-01T08:13:38.050000,,True,,R50D6,,,,2024-06-01,2024-06-01T08:13:38.050000,0.643522322177887,2024-06-01_30,,AM,,False,,,,,Detection,,,
2024-06-01T08:27:08.560000,,True,,R50D6,,,,2024-06-01,2024-06-01T08:27:08.560000,0.6114792823791504,2024-06-01_31,,AM,,False,,,,,Detection,,,
2024-06-01T08:41:04.020000,,True,,R50D6,,,,2024-06-01,2024-06-01T08:41:04.020000,0.5639181137084961,2024-06-01_32,,AM,,False,,,,,Detection,,,
2024-06-01T10:04:08,,True,,R50D6,,,,2024-06-01,2024-06-01T10:04:08,0.662870466709137,2024-06-01_33,,AM,,False,,,,,Detection,,,
2024-06-01T10:12:06.010000,,True,,R50D6,,,,2024-06-01,2024-06-01T10:12:06.010000,0.5203645825386047,2024-06-01_34,,AM,,False,,,,,Detection,,,
2024-06-01T11:25:50.970000,,True,,R50D6,,,,2024-06-01,2024-06-01T11:25:50.970000,0.572380781173706,2024-06-01_35,,AM,,False,,,,,Detection,,,
2024-06-01T11:30:37,,True,,R50D6,,,,2024-06-01,2024-06-01T11:30:37,0.621062695980072,2024-06-01_36,,AM,,False,,,,,Detection,,,
2024-06-01T11:32:41.020000,,True,,R50D6,,,,2024-06-01,2024-06-01T11:32:41.020000,0.8414385318756104,2024-06-01_37,,AM,,False,,,,,Detection,,,
2024-06-01T11:32:41.460000,,True,,R50D6,,,,2024-06-01,,,2024-06-01_38,,AM,,False,,,,,Detection,,,
2024-06-01T11:34:53.070000,,True,,R50D6,,,,2024-06-01,2024-06-01T11:34:53.070000,0.7012298703193665,2024-06-01_39,,AM,,False,,,,,Detection,,,
2024-06-01T12:32:01.050000,,True,,R50D6,,,,2024-06-01,2024-06-01T12:32:01.050000,0.8575034141540527,2024-06-01_40,,AM,,False,,,,,Detection,,,
2024-06-01T14:01:21.190000,,True,,R50D6,,,,2024-06-01,2024-06-01T14:01:21.190000,0.5067617893218994,2024-06-01_41,,AM,,False,,,,,Detection,,,
2024-06-01T15:02:36,,True,,R50D6,,,,2024-06-01,2024-06-01T15:02:36,0.6796914935112,2024-06-01_42,,AM,,False,,,,,Detection,,,
2024-06-01T17:28:39,,True,,R50D6,,,,2024-06-01,2024-06-01T17:28:39,0.8150538802146912,2024-06-01_43,,AM,,False,,,,,Detection,,,
2024-06-01T17:57:06.020000,,True,,R50D6,,,,2024-06-01,2024-06-01T17:57:06.020000,0.8101011514663696,2024-06-01_44,,AM,,False,,,,,Detection,,,
2024-06-01T18:10:53.080000,,True,,R50D6,,,,2024-06-01,2024-06-01T18:10:53.080000,0.5102221965789795,2024-06-01_45,,AM,,False,,,,,Detection,,,
2024-06-01T18:16:39.520000,,True,,R50D6,,,,2024-06-01,2024-06-01T18:16:39.520000,0.613558828830719,2024-06-01_46,,AM,,False,,,,,Detection,,,
2024-06-01T19:24:09.010000,,True,,R50D6,,,,2024-06-01,2024-06-01T19:24:09.010000,0.7786462306976318,2024-06-01_47,,AM,,False,,,,,Detection,,,
2024-06-01T20:35:38.980000,,True,,R50D6,,,,2024-06-01,2024-06-01T20:35:38.980000,0.5027954578399658,2024-06-01_48,,AM,,False,,,,,Detection,,,
2024-06-01T22:06:38,,True,,R50D6,,,,2024-06-01,2024-06-01T22:06:38,0.8366228342056274,2024-06-01_49,,AM,,False,,,,,Detection,,,
2024-06-01T22:09:37.010000,,True,,R50D6,,,,2024-06-01,2024-06-01T22:09:37.010000,0.6561536192893982,2024-06-01_50,,AM,,False,,,,,Detection,,,
2024-06-01T22:54:37.010000,,True,,R50D6,,,,2024-06-01,2024-06-01T22:54:37.010000,0.6181536316871643,2024-06-01_51,,AM,,False,,,,,Detection,,,
2024-06-01T23:41:01.070000,,True,,R50D6,,,,2024-06-01,2024-06-01T23:41:01.070000,0.8739058971405029,2024-06-01_52,,AM,,False,,,,,Detection,,,
2024-06-01T23:42:56.770000,,True,,R50D6,,,,2024-06-01,2024-06-01T23:42:56.770000,0.849774956703186,2024-06-01_53,,AM,,False,,,,,Detection,,,
2024-06-01T23:52:47.640000,,True,,R50D6,,,,2024-06-01,2024-06-01T23:52:47.640000,0.5464920997619629,2024-06-01_54,,AM,,False,,,,,Detection,,,
