long,p_confidence,p_predicted,code,p_error,unique_id,mag_type,plot_path,lat,s_detected,depth,s_predicted,epi_distance,provider,s_confidence,p_detected,date,time,catalogued,network,s_error,event_id,mag,detected
,0.4228337109088897,,R50D6,,2024-08-23_11,,,,,,,,Detection,,2024-08-23T00:19:54.070000,2024-08-23,2024-08-23T00:19:54.070000,False,AM,,,,True
,0.2961203157901764,,R50D6,,2024-08-23_12,,,,,,,,Detection,,2024-08-23T00:23:19.190000,2024-08-23,2024-08-23T00:23:19.190000,False,AM,,,,True
,0.3993456959724426,,R50D6,,2024-08-23_13,,,,,,,,Detection,,2024-08-23T00:26:52.990000,2024-08-23,2024-08-23T00:26:52.990000,False,AM,,,,True
,,,R50D6,,2024-08-23_14,,,,,,,,Detection,,,2024-08-23,2024-08-23T00:26:53.970000,False,AM,,,,True
,0.5757492780685425,,R50D6,,2024-08-23_15,,,,,,,,Detection,,2024-08-23T00:37:06,2024-08-23,2024-08-23T00:37:06,False,AM,,,,True
,0.2311651557683944,,R50D6,,2024-08-23_16,,,,,,,,Detection,,2024-08-23T00:48:12.970000,2024-08-23,2024-08-23T00:48:12.970000,False,AM,,,,True
,0.7644798159599304,,R50D6,,2024-08-23_17,,,,,,,,Detection,,2024-08-23T00:57:06.650000,2024-08-23,2024-08-23T00:57:06.650000,False,AM,,,,True
,0.5192162394523621,,R50D6,,2024-08-23_18,,,,,,,,Detection,,2024-08-23T00:58:23.080000,2024-08-23,2024-08-23T00:58:23.080000,False,AM,,,,True
,0.2427273839712143,,R50D6,,2024-08-23_19,,,,,,,,Detection,,2024-08-23T01:06:58.410000,2024-08-23,2024-08-23T01:06:58.410000,False,AM,,,,True
,0.5881459712982178,,R50D6,,2024-08-23_20,,,,,,,,Detection,,2024-08-23T01:08:08,2024-08-23,2024-08-23T01:08:08,False,AM,,,,True
,0.839888334274292,,R50D6,,2024-08-23_21,,,,,,,,Detection,,2024-08-23T01:11:38,2024-08-23,2024-08-23T01:11:38,False,AM,,,,True
,0.2443357110023498,,R50D6,,2024-08-23_22,,,,,,,,Detection,,2024-08-23T01:12:18.570000,2024-08-23,2024-08-23T01:12:18.570000,False,AM,,,,True
,0.2812671661376953,,R50D6,,2024-08-23_23,,,,,,,,Detection,,2024-08-23T01:17:36.650000,2024-08-23,2024-08-23T01:17:36.650000,False,AM,,,,True
,,,R50D6,,2024-08-23_24,,,,,,,,Detection,,,2024-08-23,2024-08-23T01:17:36.980000,False,AM,,,,True
,0.2610879838466644,,R50D6,,2024-08-23_25,,,,,,,,Detection,,2024-08-23T01:18:36.950000,2024-08-23,2024-08-23T01:18:36.950000,False,AM,,,,True
,0.4152351915836334,,R50D6,,2024-08-23_26,,,,,,,,Detection,,2024-08-23T01:25:52.110000,2024-08-23,2024-08-23T01:25:52.110000,False,AM,,,,True
,0.5081694722175598,,R50D6,,2024-08-23_27,,,,,,,,Detection,,2024-08-23T01:27:19.040000,2024-08-23,2024-08-23T01:27:19.040000,False,AM,,,,True
,0.2567867636680603,,R50D6,,2024-08-23_28,,,,,,,,Detection,,2024-08-23T01:31:37.990000,2024-08-23,2024-08-23T01:31:37.990000,False,AM,,,,True
,0.4788327217102051,,R50D6,,2024-08-23_29,,,,,,,,Detection,,2024-08-23T01:32:05.990000,2024-08-23,2024-08-23T01:32:05.990000,False,AM,,,,True
,0.4986526370048523,,R50D6,,2024-08-23_30,,,,,,,,Detection,,2024-08-23T01:39:20.010000,2024-08-23,2024-08-23T01:39:20.010000,False,AM,,,,True
,0.3953892588615417,,R50D6,,2024-08-23_31,,,,,,,,Detection,,2024-08-23T01:42:54.100000,2024-08-23,2024-08-23T01:42:54.100000,False,AM,,,,True
,0.443050354719162,,R50D6,,2024-08-23_32,,,,,,,,Detection,,2024-08-23T01:43:24.110000,2024-08-23,2024-08-23T01:43:24.110000,False,AM,,,,True
,0.7367016077041626,,R50D6,,2024-08-23_33,,,,,,,,Detection,,2024-08-23T01:57:30.400000,2024-08-23,2024-08-23T01:57:30.400000,False,AM,,,,True
,,,R50D6,,2024-08-23_34,,,,,,,,Detection,,,2024-08-23,2024-08-23T01:57:34.270000,False,AM,,,,True
,0.3254780769348144,,R50D6,,2024-08-23_35,,,,,,,,Detection,,2024-08-23T02:11:54.090000,2024-08-23,2024-08-23T02:11:54.090000,False,AM,,,,True
,0.7881516814231873,,R50D6,,2024-08-23_36,,,,,,,,Detection,,2024-08-23T02:16:35.020000,2024-08-23,2024-08-23T02:16:35.020000,False,AM,,,,True
,0.357687771320343,,R50D6,,2024-08-23_37,,,,,,,,Detection,,2024-08-23T02:19:35.980000,2024-08-23,2024-08-23T02:19:35.980000,False,AM,,,,True
,0.5255337357521057,,R50D6,,2024-08-23_38,,,,,,,,Detection,,2024-08-23T02:24:06,2024-08-23,2024-08-23T02:24:06,False,AM,,,,True
,0.2445470988750457,,R50D6,,2024-08-23_39,,,,,,,,Detection,,2024-08-23T02:27:43.870000,2024-08-23,2024-08-23T02:27:43.870000,False,AM,,,,True
,,,R50D6,,2024-08-23_40,,,,,,,,Detection,,,2024-08-23,2024-08-23T02:27:46.680000,False,AM,,,,True
,0.3639522492885589,,R50D6,,2024-08-23_41,,,,,,,,Detection,,2024-08-23T02:37:52.760000,2024-08-23,2024-08-23T02:37:52.760000,False,AM,,,,True
,0.6905864477157593,,R50D6,,2024-08-23_42,,,,,,,,Detection,,2024-08-23T02:42:44.970000,2024-08-23,2024-08-23T02:42:44.970000,False,AM,,,,True
,0.6037183403968811,,R50D6,,2024-08-23_43,,,,,,,,Detection,,2024-08-23T02:43:10.140000,2024-08-23,2024-08-23T02:43:10.140000,False,AM,,,,True
,0.3332608342170715,,R50D6,,2024-08-23_44,,,,,,,,Detection,,2024-08-23T02:43:44.590000,2024-08-23,2024-08-23T02:43:44.590000,False,AM,,,,True
,0.6843689680099487,,R50D6,,2024-08-23_45,,,,,,,,Detection,,2024-08-23T02:46:19.510000,2024-08-23,2024-08-23T02:46:19.510000,False,AM,,,,True
,0.2468079477548599,,R50D6,,2024-08-23_46,,,,,,,,Detection,,2024-08-23T02:48:51.010000,2024-08-23,2024-08-23T02:48:51.010000,False,AM,,,,True
,0.2497825771570205,,R50D6,,2024-08-23_47,,,,,,,,Detection,,2024-08-23T02:49:22.920000,2024-08-23,2024-08-23T02:49:22.920000,False,AM,,,,True
,0.24483522772789,,R50D6,,2024-08-23_48,,,,,,,,Detection,,2024-08-23T02:55:38.150000,2024-08-23,2024-08-23T02:55:38.150000,False,AM,,,,True
,0.4382400214672088,,R50D6,,2024-08-23_49,,,,,,,,Detection,,2024-08-23T02:57:58.470000,2024-08-23,2024-08-23T02:57:58.470000,False,AM,,,,True
,0.3329286873340606,,R50D6,,2024-08-23_50,,,,,,,,Detection,,2024-08-23T03:09:13.050000,2024-08-23,2024-08-23T03:09:13.050000,False,AM,,,,True
,0.2123234421014785,,R50D6,,2024-08-23_51,,,,,,,,Detection,,2024-08-23T03:12:54,2024-08-23,2024-08-23T03:12:54,False,AM,,,,True
,0.4411213994026184,,R50D6,,2024-08-23_52,,,,,,,,Detection,,2024-08-23T03:28:06.130000,2024-08-23,2024-08-23T03:28:06.130000,False,AM,,,,True
,0.2099573463201522,,R50D6,,2024-08-23_53,,,,,,,,Detection,,2024-08-23T03:28:06.880000,2024-08-23,2024-08-23T03:28:06.880000,False,AM,,,,True
,0.2440508306026458,,R50D6,,2024-08-23_54,,,,,,,,Detection,,2024-08-23T03:29:35.980000,2024-08-23,2024-08-23T03:29:35.980000,False,AM,,,,True
,0.2011410742998123,,R50D6,,2024-08-23_55,,,,,,,,Detection,,2024-08-23T03:30:38.990000,2024-08-23,2024-08-23T03:30:38.990000,False,AM,,,,True
,0.4785265028476715,,R50D6,,2024-08-23_56,,,,,,,,Detection,,2024-08-23T03:40:23.150000,2024-08-23,2024-08-23T03:40:23.150000,False,AM,,,,True
,0.5964372158050537,,R50D6,,2024-08-23_57,,,,,,,,Detection,,2024-08-23T03:47:08.010000,2024-08-23,2024-08-23T03:47:08.010000,False,AM,,,,True
,0.5290547609329224,,R50D6,,2024-08-23_58,,,,,,,,Detection,,2024-08-23T03:58:10.030000,2024-08-23,2024-08-23T03:58:10.030000,False,AM,,,,True
,,,R50D6,,2024-08-23_59,,,,,,,,Detection,,,2024-08-23,2024-08-23T03:58:10.800000,False,AM,,,,True
,0.3178092539310455,,R50D6,,2024-08-23_60,,,,,,,,Detection,,2024-08-23T04:00:21.940000,2024-08-23,2024-08-23T04:00:21.940000,False,AM,,,,True
,0.251569539308548,,R50D6,,2024-08-23_61,,,,,,,,Detection,,2024-08-23T04:19:20.970000,2024-08-23,2024-08-23T04:19:20.970000,False,AM,,,,True
,0.3936178088188171,,R50D6,,2024-08-23_62,,,,,,,,Detection,,2024-08-23T04:19:52.030000,2024-08-23,2024-08-23T04:19:52.030000,False,AM,,,,True
,0.2099191099405288,,R50D6,,2024-08-23_63,,,,,,,,Detection,,2024-08-23T04:20:07.960000,2024-08-23,2024-08-23T04:20:07.960000,False,AM,,,,True
,0.4944280087947845,,R50D6,,2024-08-23_64,,,,,,,,Detection,,2024-08-23T04:23:07.980000,2024-08-23,2024-08-23T04:23:07.980000,False,AM,,,,True
,0.2195190042257309,,R50D6,,2024-08-23_65,,,,,,,,Detection,,2024-08-23T04:23:08.990000,2024-08-23,2024-08-23T04:23:08.990000,False,AM,,,,True
,0.4952103495597839,,R50D6,,2024-08-23_66,,,,,,,,Detection,,2024-08-23T04:24:52.060000,2024-08-23,2024-08-23T04:24:52.060000,False,AM,,,,True
,0.7087300419807434,,R50D6,,2024-08-23_67,,,,,,,,Detection,,2024-08-23T04:25:21.080000,2024-08-23,2024-08-23T04:25:21.080000,False,AM,,,,True
,0.4522690176963806,,R50D6,,2024-08-23_68,,,,,,,,Detection,,2024-08-23T04:28:21.960000,2024-08-23,2024-08-23T04:28:21.960000,False,AM,,,,True
,0.732419490814209,,R50D6,,2024-08-23_69,,,,,,,,Detection,,2024-08-23T04:35:39.020000,2024-08-23,2024-08-23T04:35:39.020000,False,AM,,,,True
,0.5152786374092102,,R50D6,,2024-08-23_70,,,,,,,,Detection,,2024-08-23T04:37:53.040000,2024-08-23,2024-08-23T04:37:53.040000,False,AM,,,,True
,0.4000152349472046,,R50D6,,2024-08-23_71,,,,,,,,Detection,,2024-08-23T04:38:11.090000,2024-08-23,2024-08-23T04:38:11.090000,False,AM,,,,True
,0.7547982931137085,,R50D6,,2024-08-23_72,,,,,,,,Detection,,2024-08-23T04:40:08.120000,2024-08-23,2024-08-23T04:40:08.120000,False,AM,,,,True
,0.3040375113487243,,R50D6,,2024-08-23_73,,,,,,,,Detection,,2024-08-23T04:40:38,2024-08-23,2024-08-23T04:40:38,False,AM,,,,True
,0.4148608744144439,,R50D6,,2024-08-23_74,,,,,,,,Detection,,2024-08-23T04:40:43.460000,2024-08-23,2024-08-23T04:40:43.460000,False,AM,,,,True
,0.4495609700679779,,R50D6,,2024-08-23_75,,,,,,,,Detection,,2024-08-23T04:46:06.980000,2024-08-23,2024-08-23T04:46:06.980000,False,AM,,,,True
,0.2538714408874511,,R50D6,,2024-08-23_76,,,,,,,,Detection,,2024-08-23T04:46:35,2024-08-23,2024-08-23T04:46:35,False,AM,,,,True
,0.5560817122459412,,R50D6,,2024-08-23_77,,,,,,,,Detection,,2024-08-23T04:57:05.030000,2024-08-23,2024-08-23T04:57:05.030000,False,AM,,,,True
,0.8887987732887268,,R50D6,,2024-08-23_78,,,,,,,,Detection,,2024-08-23T04:58:40.010000,2024-08-23,2024-08-23T04:58:40.010000,False,AM,,,,True
,0.6365383267402649,,R50D6,,2024-08-23_79,,,,,,,,Detection,,2024-08-23T05:00:37.020000,2024-08-23,2024-08-23T05:00:37.020000,False,AM,,,,True
,0.5471760034561157,,R50D6,,2024-08-23_80,,,,,,,,Detection,,2024-08-23T05:05:21.060000,2024-08-23,2024-08-23T05:05:21.060000,False,AM,,,,True
,0.5975321531295776,,R50D6,,2024-08-23_81,,,,,,,,Detection,,2024-08-23T05:10:36.990000,2024-08-23,2024-08-23T05:10:36.990000,False,AM,,,,True
,0.4368100166320801,,R50D6,,2024-08-23_82,,,,,,,,Detection,,2024-08-23T05:13:06.880000,2024-08-23,2024-08-23T05:13:06.880000,False,AM,,,,True
,0.6004816889762878,,R50D6,,2024-08-23_83,,,,,,,,Detection,,2024-08-23T05:13:20.790000,2024-08-23,2024-08-23T05:13:20.790000,False,AM,,,,True
,0.4326925575733185,,R50D6,,2024-08-23_84,,,,,,,,Detection,,2024-08-23T05:13:49.600000,2024-08-23,2024-08-23T05:13:49.600000,False,AM,,,,True
,0.7988004684448242,,R50D6,,2024-08-23_85,,,,,,,,Detection,,2024-08-23T05:16:05.010000,2024-08-23,2024-08-23T05:16:05.010000,False,AM,,,,True
,0.2063779383897781,,R50D6,,2024-08-23_86,,,,,,,,Detection,,2024-08-23T05:20:52.900000,2024-08-23,2024-08-23T05:20:52.900000,False,AM,,,,True
,0.6184221506118774,,R50D6,,2024-08-23_87,,,,,,,,Detection,,2024-08-23T05:21:29.930000,2024-08-23,2024-08-23T05:21:29.930000,False,AM,,,,True
,0.2650030255317688,,R50D6,,2024-08-23_88,,,,,,,,Detection,,2024-08-23T05:27:16.010000,2024-08-23,2024-08-23T05:27:16.010000,False,AM,,,,True
,0.6015134453773499,,R50D6,,2024-08-23_89,,,,,,,,Detection,,2024-08-23T05:28:54.990000,2024-08-23,2024-08-23T05:28:54.990000,False,AM,,,,True
,0.4883177876472473,,R50D6,,2024-08-23_90,,,,,,,,Detection,,2024-08-23T05:28:55.470000,2024-08-23,2024-08-23T05:28:55.470000,False,AM,,,,True
,0.4207245409488678,,R50D6,,2024-08-23_91,,,,,,,,Detection,,2024-08-23T05:33:08.980000,2024-08-23,2024-08-23T05:33:08.980000,False,AM,,,,True
,0.4574576020240783,,R50D6,,2024-08-23_92,,,,,,,,Detection,,2024-08-23T05:33:09.960000,2024-08-23,2024-08-23T05:33:09.960000,False,AM,,,,True
,0.3698779642581939,,R50D6,,2024-08-23_93,,,,,,,,Detection,,2024-08-23T05:37:05.030000,2024-08-23,2024-08-23T05:37:05.030000,False,AM,,,,True
,0.2269347310066223,,R50D6,,2024-08-23_94,,,,,,,,Detection,,2024-08-23T05:38:45.890000,2024-08-23,2024-08-23T05:38:45.890000,False,AM,,,,True
,0.259004145860672,,R50D6,,2024-08-23_95,,,,,,,,Detection,,2024-08-23T05:39:08.850000,2024-08-23,2024-08-23T05:39:08.850000,False,AM,,,,True
,0.4672495126724243,,R50D6,,2024-08-23_96,,,,,,,,Detection,,2024-08-23T05:39:54.020000,2024-08-23,2024-08-23T05:39:54.020000,False,AM,,,,True
,0.4262879192829132,,R50D6,,2024-08-23_97,,,,,,,,Detection,,2024-08-23T05:40:52.510000,2024-08-23,2024-08-23T05:40:52.510000,False,AM,,,,True
,0.5336184501647949,,R50D6,,2024-08-23_98,,,,,,,,Detection,,2024-08-23T05:42:21.890000,2024-08-23,2024-08-23T05:42:21.890000,False,AM,,,,True
,0.7905741333961487,,R50D6,,2024-08-23_99,,,,,,,,Detection,,2024-08-23T05:44:38.010000,2024-08-23,2024-08-23T05:44:38.010000,False,AM,,,,True
,0.5410248041152954,,R50D6,,2024-08-23_100,,,,,,,,Detection,,2024-08-23T05:45:19.730000,2024-08-23,2024-08-23T05:45:19.730000,False,AM,,,,True
,,,R50D6,,2024-08-23_101,,,,,,,,Detection,,,2024-08-23,2024-08-23T05:45:20.530000,False,AM,,,,True
,0.4581848680973053,,R50D6,,2024-08-23_102,,,,,,,,Detection,,2024-08-23T05:48:32.170000,2024-08-23,2024-08-23T05:48:32.170000,False,AM,,,,True
,,,R50D6,,2024-08-23_103,,,,,,,,Detection,,,2024-08-23,2024-08-23T05:48:32.520000,False,AM,,,,True
,0.6738490462303162,,R50D6,,2024-08-23_104,,,,,,,,Detection,,2024-08-23T05:48:54.160000,2024-08-23,2024-08-23T05:48:54.160000,False,AM,,,,True
,,,R50D6,,2024-08-23_105,,,,,,,,Detection,,,2024-08-23,2024-08-23T05:48:54.420000,False,AM,,,,True
,0.416629821062088,,R50D6,,2024-08-23_106,,,,,,,,Detection,,2024-08-23T05:50:22.110000,2024-08-23,2024-08-23T05:50:22.110000,False,AM,,,,True
,0.8249998092651367,,R50D6,,2024-08-23_107,,,,,,,,Detection,,2024-08-23T05:52:26.240000,2024-08-23,2024-08-23T05:52:26.240000,False,AM,,,,True
,0.8334150910377502,,R50D6,,2024-08-23_108,,,,,,,,Detection,,2024-08-23T05:52:56.970000,2024-08-23,2024-08-23T05:52:56.970000,False,AM,,,,True
,0.6210201382637024,,R50D6,,2024-08-23_109,,,,,,,,Detection,,2024-08-23T05:54:10.830000,2024-08-23,2024-08-23T05:54:10.830000,False,AM,,,,True
,0.5458056926727295,,R50D6,,2024-08-23_110,,,,,,,,Detection,,2024-08-23T05:55:30.690000,2024-08-23,2024-08-23T05:55:30.690000,False,AM,,,,True
,0.2110475450754165,,R50D6,,2024-08-23_111,,,,,,,,Detection,,2024-08-23T05:55:53.990000,2024-08-23,2024-08-23T05:55:53.990000,False,AM,,,,True
,0.4615821838378906,,R50D6,,2024-08-23_112,,,,,,,,Detection,,2024-08-23T05:58:03.880000,2024-08-23,2024-08-23T05:58:03.880000,False,AM,,,,True
,0.6869409680366516,,R50D6,,2024-08-23_113,,,,,,,,Detection,,2024-08-23T05:59:11.980000,2024-08-23,2024-08-23T05:59:11.980000,False,AM,,,,True
,0.6239530444145203,,R50D6,,2024-08-23_114,,,,,,,,Detection,,2024-08-23T06:02:13.150000,2024-08-23,2024-08-23T06:02:13.150000,False,AM,,,,True
,0.6823288798332214,,R50D6,,2024-08-23_115,,,,,,,,Detection,,2024-08-23T06:05:01.990000,2024-08-23,2024-08-23T06:05:01.990000,False,AM,,,,True
,0.2138118594884872,,R50D6,,2024-08-23_116,,,,,,,,Detection,,2024-08-23T06:07:35.980000,2024-08-23,2024-08-23T06:07:35.980000,False,AM,,,,True
,0.2109110653400421,,R50D6,,2024-08-23_117,,,,,,,,Detection,,2024-08-23T06:07:36.980000,2024-08-23,2024-08-23T06:07:36.980000,False,AM,,,,True
,0.2865420579910278,,R50D6,,2024-08-23_118,,,,,,,,Detection,,2024-08-23T06:08:06.980000,2024-08-23,2024-08-23T06:08:06.980000,False,AM,,,,True
,0.2365691363811493,,R50D6,,2024-08-23_119,,,,,,,,Detection,,2024-08-23T06:08:07.970000,2024-08-23,2024-08-23T06:08:07.970000,False,AM,,,,True
,0.8951411247253418,,R50D6,,2024-08-23_120,,,,,,,,Detection,,2024-08-23T06:11:36.010000,2024-08-23,2024-08-23T06:11:36.010000,False,AM,,,,True
,0.5429345965385437,,R50D6,,2024-08-23_121,,,,,,,,Detection,,2024-08-23T06:17:38.560000,2024-08-23,2024-08-23T06:17:38.560000,False,AM,,,,True
,0.6125131845474243,,R50D6,,2024-08-23_122,,,,,,,,Detection,,2024-08-23T06:18:01.070000,2024-08-23,2024-08-23T06:18:01.070000,False,AM,,,,True
,0.4187429845333099,,R50D6,,2024-08-23_123,,,,,,,,Detection,,2024-08-23T06:18:38,2024-08-23,2024-08-23T06:18:38,False,AM,,,,True
,0.3425979912281036,,R50D6,,2024-08-23_124,,,,,,,,Detection,,2024-08-23T06:23:18.970000,2024-08-23,2024-08-23T06:23:18.970000,False,AM,,,,True
,0.7320002317428589,,R50D6,,2024-08-23_125,,,,,,,,Detection,,2024-08-23T06:26:25.780000,2024-08-23,2024-08-23T06:26:25.780000,False,AM,,,,True
,,,R50D6,,2024-08-23_126,,,,,,,,Detection,,,2024-08-23,2024-08-23T06:26:26.300000,False,AM,,,,True
,0.6920270919799805,,R50D6,,2024-08-23_127,,,,,,,,Detection,,2024-08-23T06:27:06.020000,2024-08-23,2024-08-23T06:27:06.020000,False,AM,,,,True
,0.6206567287445068,,R50D6,,2024-08-23_128,,,,,,,,Detection,,2024-08-23T06:28:23,2024-08-23,2024-08-23T06:28:23,False,AM,,,,True
,0.8843703269958496,,R50D6,,2024-08-23_129,,,,,,,,Detection,,2024-08-23T06:29:20.040000,2024-08-23,2024-08-23T06:29:20.040000,False,AM,,,,True
,0.8769389986991882,,R50D6,,2024-08-23_130,,,,,,,,Detection,,2024-08-23T06:30:39,2024-08-23,2024-08-23T06:30:39,False,AM,,,,True
,0.8881336450576782,,R50D6,,2024-08-23_131,,,,,,,,Detection,,2024-08-23T06:31:25.020000,2024-08-23,2024-08-23T06:31:25.020000,False,AM,,,,True
,,,R50D6,,2024-08-23_132,,,,,,,,Detection,,,2024-08-23,2024-08-23T06:31:25.600000,False,AM,,,,True
,0.4416654407978058,,R50D6,,2024-08-23_133,,,,,,,,Detection,,2024-08-23T06:32:35,2024-08-23,2024-08-23T06:32:35,False,AM,,,,True
,0.3731890320777893,,R50D6,,2024-08-23_134,,,,,,,,Detection,,2024-08-23T06:32:35.990000,2024-08-23,2024-08-23T06:32:35.990000,False,AM,,,,True
,0.7282018661499023,,R50D6,,2024-08-23_135,,,,,,,,Detection,,2024-08-23T06:34:19.040000,2024-08-23,2024-08-23T06:34:19.040000,False,AM,,,,True
,0.6152058839797974,,R50D6,,2024-08-23_136,,,,,,,,Detection,,2024-08-23T06:37:20.020000,2024-08-23,2024-08-23T06:37:20.020000,False,AM,,,,True
,,,R50D6,,2024-08-23_137,,,,,,,,Detection,,,2024-08-23,2024-08-23T06:37:20.310000,False,AM,,,,True
,0.420381635427475,,R50D6,,2024-08-23_138,,,,,,,,Detection,,2024-08-23T06:37:45.140000,2024-08-23,2024-08-23T06:37:45.140000,False,AM,,,,True
,,,R50D6,,2024-08-23_139,,,,,,,,Detection,,,2024-08-23,2024-08-23T06:37:46.670000,False,AM,,,,True
,0.5022830367088318,,R50D6,,2024-08-23_140,,,,,,,,Detection,,2024-08-23T06:38:37.060000,2024-08-23,2024-08-23T06:38:37.060000,False,AM,,,,True
,0.2034134119749069,,R50D6,,2024-08-23_141,,,,,,,,Detection,,2024-08-23T06:48:20,2024-08-23,2024-08-23T06:48:20,False,AM,,,,True
,0.2043528258800506,,R50D6,,2024-08-23_142,,,,,,,,Detection,,2024-08-23T06:48:21.030000,2024-08-23,2024-08-23T06:48:21.030000,False,AM,,,,True
,0.5129600167274475,,R50D6,,2024-08-23_143,,,,,,,,Detection,,2024-08-23T06:49:07.980000,2024-08-23,2024-08-23T06:49:07.980000,False,AM,,,,True
,0.6594699621200562,,R50D6,,2024-08-23_144,,,,,,,,Detection,,2024-08-23T06:50:01.380000,2024-08-23,2024-08-23T06:50:01.380000,False,AM,,,,True
,0.8109593987464905,,R50D6,,2024-08-23_145,,,,,,,,Detection,,2024-08-23T06:52:09.990000,2024-08-23,2024-08-23T06:52:09.990000,False,AM,,,,True
,0.2726386189460754,,R50D6,,2024-08-23_146,,,,,,,,Detection,,2024-08-23T06:53:42.210000,2024-08-23,2024-08-23T06:53:42.210000,False,AM,,,,True
,0.3918763697147369,,R50D6,,2024-08-23_147,,,,,,,,Detection,,2024-08-23T06:56:38.990000,2024-08-23,2024-08-23T06:56:38.990000,False,AM,,,,True
,0.7985036373138428,,R50D6,,2024-08-23_148,,,,,,,,Detection,,2024-08-23T06:57:06,2024-08-23,2024-08-23T06:57:06,False,AM,,,,True
,0.4293268024921417,,R50D6,,2024-08-23_149,,,,,,,,Detection,,2024-08-23T06:58:46.370000,2024-08-23,2024-08-23T06:58:46.370000,False,AM,,,,True
,0.2237826734781265,,R50D6,,2024-08-23_150,,,,,,,,Detection,,2024-08-23T06:59:08.410000,2024-08-23,2024-08-23T06:59:08.410000,False,AM,,,,True
,0.7081609964370728,,R50D6,,2024-08-23_151,,,,,,,,Detection,,2024-08-23T07:00:10.990000,2024-08-23,2024-08-23T07:00:10.990000,False,AM,,,,True
,0.5623379945755005,,R50D6,,2024-08-23_152,,,,,,,,Detection,,2024-08-23T07:02:02.590000,2024-08-23,2024-08-23T07:02:02.590000,False,AM,,,,True
,,,R50D6,,2024-08-23_153,,,,,,,,Detection,,,2024-08-23,2024-08-23T07:02:03.020000,False,AM,,,,True
,0.2796937823295593,,R50D6,,2024-08-23_154,,,,,,,,Detection,,2024-08-23T07:02:46.350000,2024-08-23,2024-08-23T07:02:46.350000,False,AM,,,,True
,0.5542346239089966,,R50D6,,2024-08-23_155,,,,,,,,Detection,,2024-08-23T07:02:49.590000,2024-08-23,2024-08-23T07:02:49.590000,False,AM,,,,True
,0.3460795283317566,,R50D6,,2024-08-23_156,,,,,,,,Detection,,2024-08-23T07:09:38.020000,2024-08-23,2024-08-23T07:09:38.020000,False,AM,,,,True
,0.7664240598678589,,R50D6,,2024-08-23_157,,,,,,,,Detection,,2024-08-23T07:10:06,2024-08-23,2024-08-23T07:10:06,False,AM,,,,True
,0.5179840326309204,,R50D6,,2024-08-23_158,,,,,,,,Detection,,2024-08-23T07:11:40.960000,2024-08-23,2024-08-23T07:11:40.960000,False,AM,,,,True
