network,provider,long,plot_path,p_error,s_detected,detected,s_predicted,catalogued,event_id,depth,date,mag,p_predicted,epi_distance,unique_id,p_detected,code,time,s_error,mag_type,lat,p_confidence,s_confidence
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_144,2024-08-23T06:50:01.380000,R50D6,2024-08-23T06:50:01.380000,,,,0.6594699621200562,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_145,2024-08-23T06:52:09.990000,R50D6,2024-08-23T06:52:09.990000,,,,0.8109593987464905,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_146,2024-08-23T06:53:42.210000,R50D6,2024-08-23T06:53:42.210000,,,,0.2726386189460754,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_147,2024-08-23T06:56:38.990000,R50D6,2024-08-23T06:56:38.990000,,,,0.3918763697147369,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_148,2024-08-23T06:57:06,R50D6,2024-08-23T06:57:06,,,,0.7985036373138428,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_149,2024-08-23T06:58:46.370000,R50D6,2024-08-23T06:58:46.370000,,,,0.4293268024921417,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_150,2024-08-23T06:59:08.410000,R50D6,2024-08-23T06:59:08.410000,,,,0.2237826734781265,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_151,2024-08-23T07:00:10.990000,R50D6,2024-08-23T07:00:10.990000,,,,0.7081609964370728,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_152,2024-08-23T07:02:02.590000,R50D6,2024-08-23T07:02:02.590000,,,,0.5623379945755005,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_153,,R50D6,2024-08-23T07:02:03.020000,,,,,
AM,Detection,,,,,True,,False,,,2024-08-23,,,,2024-08-23_154,2024-08-23T07:02:46.350000,R50D6,2024-08-23T07:02:46.350000,,,,0.2796937823295593,
