provider,event_id,s_predicted,lat,p_predicted,p_detected,plot_path,s_detected,code,s_confidence,mag,epi_distance,unique_id,time,s_error,date,network,p_error,long,depth,detected,mag_type,p_confidence,catalogued
Detection,,,,,2024-06-15T08:28:37.940000,,,R50D6,,,,2024-06-15_278,2024-06-15T08:28:37.940000,,2024-06-15,AM,,,,True,,0.1220476850867271,False
Detection,,,,,2024-06-15T08:33:05,,,R50D6,,,,2024-06-15_279,2024-06-15T08:33:05,,2024-06-15,AM,,,,True,,0.3835571110248565,False
Detection,,,,,2024-06-15T08:33:05.970000,,,R50D6,,,,2024-06-15_280,2024-06-15T08:33:05.970000,,2024-06-15,AM,,,,True,,0.1660443991422653,False
Detection,,,,,2024-06-15T08:33:06.990000,,,R50D6,,,,2024-06-15_281,2024-06-15T08:33:06.990000,,2024-06-15,AM,,,,True,,0.1324307173490524,False
Detection,,,,,2024-06-15T08:35:26.120000,,,R50D6,,,,2024-06-15_282,2024-06-15T08:35:26.120000,,2024-06-15,AM,,,,True,,0.3232424855232239,False
Detection,,,,,2024-06-15T09:00:03.030000,,,R50D6,,,,2024-06-15_283,2024-06-15T09:00:03.030000,,2024-06-15,AM,,,,True,,0.2678431272506714,False
Detection,,,,,2024-06-15T09:05:21.170000,,,R50D6,,,,2024-06-15_284,2024-06-15T09:05:21.170000,,2024-06-15,AM,,,,True,,0.6200157403945923,False
Detection,,,,,2024-06-15T09:07:06.010000,,,R50D6,,,,2024-06-15_285,2024-06-15T09:07:06.010000,,2024-06-15,AM,,,,True,,0.1521413773298263,False
Detection,,,,,2024-06-15T09:07:07.010000,,,R50D6,,,,2024-06-15_286,2024-06-15T09:07:07.010000,,2024-06-15,AM,,,,True,,0.3671307563781738,False
Detection,,,,,2024-06-15T09:07:52.080000,,,R50D6,,,,2024-06-15_287,2024-06-15T09:07:52.080000,,2024-06-15,AM,,,,True,,0.3927294611930847,False
Detection,,,,,2024-06-15T09:07:53.070000,,,R50D6,,,,2024-06-15_288,2024-06-15T09:07:53.070000,,2024-06-15,AM,,,,True,,0.1728368699550628,False
Detection,,,,,2024-06-15T09:11:35,,,R50D6,,,,2024-06-15_289,2024-06-15T09:11:35,,2024-06-15,AM,,,,True,,0.1193430572748184,False
Detection,,,,,2024-06-15T09:13:51.110000,,,R50D6,,,,2024-06-15_290,2024-06-15T09:13:51.110000,,2024-06-15,AM,,,,True,,0.5333341360092163,False
Detection,,,,,2024-06-15T09:16:21.670000,,,R50D6,,,,2024-06-15_291,2024-06-15T09:16:21.670000,,2024-06-15,AM,,,,True,,0.255329966545105,False
Detection,,,,,2024-06-15T09:17:13.030000,,,R50D6,,,,2024-06-15_292,2024-06-15T09:17:13.030000,,2024-06-15,AM,,,,True,,0.1982530206441879,False
Detection,,,,,2024-06-15T09:19:08.040000,,,R50D6,,,,2024-06-15_293,2024-06-15T09:19:08.040000,,2024-06-15,AM,,,,True,,0.1690953224897384,False
Detection,,,,,2024-06-15T09:28:48.960000,,,R50D6,,,,2024-06-15_294,2024-06-15T09:28:48.960000,,2024-06-15,AM,,,,True,,0.2507914900779724,False
Detection,,,,,2024-06-15T09:32:12.180000,,,R50D6,,,,2024-06-15_295,2024-06-15T09:32:12.180000,,2024-06-15,AM,,,,True,,0.2852448523044586,False
Detection,,,,,2024-06-15T09:52:39.980000,,,R50D6,,,,2024-06-15_296,2024-06-15T09:52:39.980000,,2024-06-15,AM,,,,True,,0.7892268896102905,False
Detection,,,,,2024-06-15T09:53:27.950000,,,R50D6,,,,2024-06-15_297,2024-06-15T09:53:27.950000,,2024-06-15,AM,,,,True,,0.1374465525150299,False
Detection,,,,,2024-06-15T10:03:37.040000,,,R50D6,,,,2024-06-15_298,2024-06-15T10:03:37.040000,,2024-06-15,AM,,,,True,,0.3751586675643921,False
Detection,,,,,2024-06-15T10:04:51.150000,,,R50D6,,,,2024-06-15_299,2024-06-15T10:04:51.150000,,2024-06-15,AM,,,,True,,0.4829790890216827,False
Detection,,,,,2024-06-15T10:07:22.090000,,,R50D6,,,,2024-06-15_300,2024-06-15T10:07:22.090000,,2024-06-15,AM,,,,True,,0.4792617857456207,False
Detection,,,,,2024-06-15T10:07:52.830000,,,R50D6,,,,2024-06-15_301,2024-06-15T10:07:52.830000,,2024-06-15,AM,,,,True,,0.1332654356956482,False
Detection,,,,,2024-06-15T10:13:35.970000,,,R50D6,,,,2024-06-15_302,2024-06-15T10:13:35.970000,,2024-06-15,AM,,,,True,,0.1310276687145233,False
Detection,,,,,2024-06-15T10:13:36.980000,,,R50D6,,,,2024-06-15_303,2024-06-15T10:13:36.980000,,2024-06-15,AM,,,,True,,0.1120484918355941,False
Detection,,,,,2024-06-15T10:13:37.940000,,,R50D6,,,,2024-06-15_304,2024-06-15T10:13:37.940000,,2024-06-15,AM,,,,True,,0.1855508536100387,False
Detection,,,,,2024-06-15T10:14:40.010000,,,R50D6,,,,2024-06-15_305,2024-06-15T10:14:40.010000,,2024-06-15,AM,,,,True,,0.5608436465263367,False
Detection,,,,,2024-06-15T10:19:06.940000,,,R50D6,,,,2024-06-15_306,2024-06-15T10:19:06.940000,,2024-06-15,AM,,,,True,,0.1248330771923065,False
Detection,,,,,2024-06-15T10:24:37,,,R50D6,,,,2024-06-15_307,2024-06-15T10:24:37,,2024-06-15,AM,,,,True,,0.3632755577564239,False
Detection,,,,,2024-06-15T10:26:06.010000,,,R50D6,,,,2024-06-15_308,2024-06-15T10:26:06.010000,,2024-06-15,AM,,,,True,,0.5845497250556946,False
Detection,,,,,2024-06-15T10:28:22.870000,,,R50D6,,,,2024-06-15_309,2024-06-15T10:28:22.870000,,2024-06-15,AM,,,,True,,0.1441898196935653,False
Detection,,,,,2024-06-15T10:31:06.980000,,,R50D6,,,,2024-06-15_310,2024-06-15T10:31:06.980000,,2024-06-15,AM,,,,True,,0.1096572801470756,False
Detection,,,,,2024-06-15T10:31:07.990000,,,R50D6,,,,2024-06-15_311,2024-06-15T10:31:07.990000,,2024-06-15,AM,,,,True,,0.456816554069519,False
Detection,,,,,2024-06-15T10:34:35,,,R50D6,,,,2024-06-15_312,2024-06-15T10:34:35,,2024-06-15,AM,,,,True,,0.7386640906333923,False
Detection,,,,,2024-06-15T10:37:38.990000,,,R50D6,,,,2024-06-15_313,2024-06-15T10:37:38.990000,,2024-06-15,AM,,,,True,,0.1273572593927383,False
Detection,,,,,2024-06-15T10:37:40,,,R50D6,,,,2024-06-15_314,2024-06-15T10:37:40,,2024-06-15,AM,,,,True,,0.1151280328631401,False
Detection,,,,,2024-06-15T10:37:47.490000,,,R50D6,,,,2024-06-15_315,2024-06-15T10:37:47.490000,,2024-06-15,AM,,,,True,,0.1893075257539749,False
Detection,,,,,2024-06-15T10:40:01.820000,,,R50D6,,,,2024-06-15_316,2024-06-15T10:40:01.820000,,2024-06-15,AM,,,,True,,0.2385050505399704,False
Detection,,,,,2024-06-15T10:42:08.990000,,,R50D6,,,,2024-06-15_317,2024-06-15T10:42:08.990000,,2024-06-15,AM,,,,True,,0.123146191239357,False
Detection,,,,,2024-06-15T10:42:09.990000,,,R50D6,,,,2024-06-15_318,2024-06-15T10:42:09.990000,,2024-06-15,AM,,,,True,,0.4473147392272949,False
Detection,,,,,2024-06-15T10:43:22.130000,,,R50D6,,,,2024-06-15_319,2024-06-15T10:43:22.130000,,2024-06-15,AM,,,,True,,0.5420940518379211,False
Detection,,,,,2024-06-15T10:43:52.160000,,,R50D6,,,,2024-06-15_320,2024-06-15T10:43:52.160000,,2024-06-15,AM,,,,True,,0.4537957608699798,False
Detection,,,,,2024-06-15T10:44:22.070000,,,R50D6,,,,2024-06-15_321,2024-06-15T10:44:22.070000,,2024-06-15,AM,,,,True,,0.1308242380619049,False
Detection,,,,,2024-06-15T10:48:36.980000,,,R50D6,,,,2024-06-15_322,2024-06-15T10:48:36.980000,,2024-06-15,AM,,,,True,,0.188392624258995,False
Detection,,,,,2024-06-15T10:48:37.990000,,,R50D6,,,,2024-06-15_323,2024-06-15T10:48:37.990000,,2024-06-15,AM,,,,True,,0.3959936797618866,False
Detection,,,,,2024-06-15T10:51:32.880000,,,R50D6,,,,2024-06-15_324,2024-06-15T10:51:32.880000,,2024-06-15,AM,,,,True,,0.2053918838500976,False
Detection,,,,,2024-06-15T10:58:22.020000,,,R50D6,,,,2024-06-15_325,2024-06-15T10:58:22.020000,,2024-06-15,AM,,,,True,,0.2573473453521728,False
Detection,,,,,2024-06-15T10:58:35,,,R50D6,,,,2024-06-15_326,2024-06-15T10:58:35,,2024-06-15,AM,,,,True,,0.1836509853601455,False
Detection,,,,,2024-06-15T10:58:35.990000,,,R50D6,,,,2024-06-15_327,2024-06-15T10:58:35.990000,,2024-06-15,AM,,,,True,,0.368928462266922,False
Detection,,,,,2024-06-15T11:03:40.700000,,,R50D6,,,,2024-06-15_328,2024-06-15T11:03:40.700000,,2024-06-15,AM,,,,True,,0.5034080743789673,False
Detection,,,,,2024-06-15T11:04:15.340000,,,R50D6,,,,2024-06-15_329,2024-06-15T11:04:15.340000,,2024-06-15,AM,,,,True,,0.1159032732248306,False
Detection,,,,,2024-06-15T11:04:18.080000,,,R50D6,,,,2024-06-15_330,2024-06-15T11:04:18.080000,,2024-06-15,AM,,,,True,,0.2271533757448196,False
Detection,,,,,2024-06-15T11:08:31.590000,,,R50D6,,,,2024-06-15_331,2024-06-15T11:08:31.590000,,2024-06-15,AM,,,,True,,0.1053879857063293,False
Detection,,,,,2024-06-15T11:14:06.990000,,,R50D6,,,,2024-06-15_332,2024-06-15T11:14:06.990000,,2024-06-15,AM,,,,True,,0.1364525854587555,False
Detection,,,,,2024-06-15T11:14:52.920000,,,R50D6,,,,2024-06-15_333,2024-06-15T11:14:52.920000,,2024-06-15,AM,,,,True,,0.5488865375518799,False
Detection,,,,,2024-06-15T11:15:22.680000,,,R50D6,,,,2024-06-15_334,2024-06-15T11:15:22.680000,,2024-06-15,AM,,,,True,,0.117248885333538,False
Detection,,,,,2024-06-15T11:16:49.110000,,,R50D6,,,,2024-06-15_335,2024-06-15T11:16:49.110000,,2024-06-15,AM,,,,True,,0.1487886607646942,False
Detection,,,,,2024-06-15T11:18:54.050000,,,R50D6,,,,2024-06-15_336,2024-06-15T11:18:54.050000,,2024-06-15,AM,,,,True,,0.1267456412315368,False
Detection,,,,,2024-06-15T11:18:55.030000,,,R50D6,,,,2024-06-15_337,2024-06-15T11:18:55.030000,,2024-06-15,AM,,,,True,,0.2728596031665802,False
Detection,,,,,2024-06-15T11:19:36.040000,,,R50D6,,,,2024-06-15_338,2024-06-15T11:19:36.040000,,2024-06-15,AM,,,,True,,0.1439973413944244,False
Detection,,,,,2024-06-15T11:22:37.010000,,,R50D6,,,,2024-06-15_339,2024-06-15T11:22:37.010000,,2024-06-15,AM,,,,True,,0.8743681907653809,False
Detection,,,,,2024-06-15T11:26:46.830000,,,R50D6,,,,2024-06-15_340,2024-06-15T11:26:46.830000,,2024-06-15,AM,,,,True,,0.1817676275968551,False
Detection,,,,,2024-06-15T11:30:07.960000,,,R50D6,,,,2024-06-15_341,2024-06-15T11:30:07.960000,,2024-06-15,AM,,,,True,,0.2142501026391983,False
Detection,,,,,2024-06-15T11:31:02.220000,,,R50D6,,,,2024-06-15_342,2024-06-15T11:31:02.220000,,2024-06-15,AM,,,,True,,0.2531044781208038,False
Detection,,,,,2024-06-15T11:41:36.200000,,,R50D6,,,,2024-06-15_343,2024-06-15T11:41:36.200000,,2024-06-15,AM,,,,True,,0.1216332614421844,False
Detection,,,,,2024-06-15T11:43:07.320000,,,R50D6,,,,2024-06-15_344,2024-06-15T11:43:07.320000,,2024-06-15,AM,,,,True,,0.220950961112976,False
Detection,,,,,2024-06-15T11:50:36.170000,,,R50D6,,,,2024-06-15_345,2024-06-15T11:50:36.170000,,2024-06-15,AM,,,,True,,0.1589360833168029,False
Detection,,,,,2024-06-15T12:02:51.070000,,,R50D6,,,,2024-06-15_346,2024-06-15T12:02:51.070000,,2024-06-15,AM,,,,True,,0.3391134142875671,False
Detection,,,,,2024-06-15T12:26:22.080000,,,R50D6,,,,2024-06-15_347,2024-06-15T12:26:22.080000,,2024-06-15,AM,,,,True,,0.2484439313411712,False
Detection,,,,,2024-06-15T12:26:43.050000,,,R50D6,,,,2024-06-15_348,2024-06-15T12:26:43.050000,,2024-06-15,AM,,,,True,,0.1666111797094345,False
Detection,,,,,2024-06-15T12:35:56.970000,,,R50D6,,,,2024-06-15_349,2024-06-15T12:35:56.970000,,2024-06-15,AM,,,,True,,0.1703701168298721,False
Detection,,,,,2024-06-15T12:43:23.090000,,,R50D6,,,,2024-06-15_350,2024-06-15T12:43:23.090000,,2024-06-15,AM,,,,True,,0.1667367815971374,False
Detection,,,,,2024-06-15T12:44:36.950000,,,R50D6,,,,2024-06-15_351,2024-06-15T12:44:36.950000,,2024-06-15,AM,,,,True,,0.11592748016119,False
Detection,,,,,2024-06-15T12:47:11.720000,,,R50D6,,,,2024-06-15_352,2024-06-15T12:47:11.720000,,2024-06-15,AM,,,,True,,0.1459260284900665,False
Detection,,,,,2024-06-15T12:50:07.870000,,,R50D6,,,,2024-06-15_353,2024-06-15T12:50:07.870000,,2024-06-15,AM,,,,True,,0.1437201499938964,False
Detection,,,,,2024-06-15T12:53:35,,,R50D6,,,,2024-06-15_354,2024-06-15T12:53:35,,2024-06-15,AM,,,,True,,0.1501768827438354,False
Detection,,,,,2024-06-15T12:53:35.970000,,,R50D6,,,,2024-06-15_355,2024-06-15T12:53:35.970000,,2024-06-15,AM,,,,True,,0.2254296839237213,False
Detection,,,,,2024-06-15T12:55:37.010000,,,R50D6,,,,2024-06-15_356,2024-06-15T12:55:37.010000,,2024-06-15,AM,,,,True,,0.7811145782470703,False
Detection,,,,,2024-06-15T12:55:52.590000,,,R50D6,,,,2024-06-15_357,2024-06-15T12:55:52.590000,,2024-06-15,AM,,,,True,,0.1024406254291534,False
Detection,,,,,2024-06-15T13:12:37.060000,,,R50D6,,,,2024-06-15_358,2024-06-15T13:12:37.060000,,2024-06-15,AM,,,,True,,0.1051790714263916,False
Detection,,,,,2024-06-15T13:17:37.530000,,,R50D6,,,,2024-06-15_359,2024-06-15T13:17:37.530000,,2024-06-15,AM,,,,True,,0.2567508518695831,False
Detection,,,,,2024-06-15T13:19:52.920000,,,R50D6,,,,2024-06-15_360,2024-06-15T13:19:52.920000,,2024-06-15,AM,,,,True,,0.3411665260791778,False
Detection,,,,,2024-06-15T13:22:52.410000,,,R50D6,,,,2024-06-15_361,2024-06-15T13:22:52.410000,,2024-06-15,AM,,,,True,,0.251796543598175,False
Detection,,,,,2024-06-15T13:23:42.470000,,,R50D6,,,,2024-06-15_362,2024-06-15T13:23:42.470000,,2024-06-15,AM,,,,True,,0.2258086502552032,False
Detection,,,,,2024-06-15T13:37:45.020000,,,R50D6,,,,2024-06-15_363,2024-06-15T13:37:45.020000,,2024-06-15,AM,,,,True,,0.1328324228525161,False
Detection,,,,,2024-06-15T13:38:19.120000,,,R50D6,,,,2024-06-15_364,2024-06-15T13:38:19.120000,,2024-06-15,AM,,,,True,,0.5126282572746277,False
Detection,,,,,2024-06-15T13:39:55.820000,,,R50D6,,,,2024-06-15_365,2024-06-15T13:39:55.820000,,2024-06-15,AM,,,,True,,0.3290123343467712,False
Detection,,,,,2024-06-15T13:44:40.510000,,,R50D6,,,,2024-06-15_366,2024-06-15T13:44:40.510000,,2024-06-15,AM,,,,True,,0.1250384002923965,False
Detection,,,,,2024-06-15T13:51:22.040000,,,R50D6,,,,2024-06-15_367,2024-06-15T13:51:22.040000,,2024-06-15,AM,,,,True,,0.1798467487096786,False
Detection,,,,,2024-06-15T13:52:38.020000,,,R50D6,,,,2024-06-15_368,2024-06-15T13:52:38.020000,,2024-06-15,AM,,,,True,,0.6820012927055359,False
Detection,,,,,2024-06-15T13:52:39.010000,,,R50D6,,,,2024-06-15_369,2024-06-15T13:52:39.010000,,2024-06-15,AM,,,,True,,0.1115766912698745,False
Detection,,,,,2024-06-15T13:58:51.080000,,,R50D6,,,,2024-06-15_370,2024-06-15T13:58:51.080000,,2024-06-15,AM,,,,True,,0.5072367787361145,False
Detection,,,,,2024-06-15T14:06:07.980000,,,R50D6,,,,2024-06-15_371,2024-06-15T14:06:07.980000,,2024-06-15,AM,,,,True,,0.1130870580673217,False
Detection,,,,,2024-06-15T14:12:26.670000,,,R50D6,,,,2024-06-15_372,2024-06-15T14:12:26.670000,,2024-06-15,AM,,,,True,,0.1669229120016098,False
Detection,,,,,2024-06-15T14:13:13.110000,,,R50D6,,,,2024-06-15_373,2024-06-15T14:13:13.110000,,2024-06-15,AM,,,,True,,0.1051548421382904,False
Detection,,,,,2024-06-15T14:17:56.990000,,,R50D6,,,,2024-06-15_374,2024-06-15T14:17:56.990000,,2024-06-15,AM,,,,True,,0.436161458492279,False
Detection,,,,,2024-06-15T14:18:36.780000,,,R50D6,,,,2024-06-15_375,2024-06-15T14:18:36.780000,,2024-06-15,AM,,,,True,,0.233375996351242,False
Detection,,,,,2024-06-15T14:21:05.980000,,,R50D6,,,,2024-06-15_376,2024-06-15T14:21:05.980000,,2024-06-15,AM,,,,True,,0.4458092451095581,False
Detection,,,,,2024-06-15T14:21:06.970000,,,R50D6,,,,2024-06-15_377,2024-06-15T14:21:06.970000,,2024-06-15,AM,,,,True,,0.145331934094429,False
Detection,,,,,2024-06-15T14:24:51.950000,,,R50D6,,,,2024-06-15_378,2024-06-15T14:24:51.950000,,2024-06-15,AM,,,,True,,0.3705454468727112,False
Detection,,,,,2024-06-15T14:29:17.660000,,,R50D6,,,,2024-06-15_379,2024-06-15T14:29:17.660000,,2024-06-15,AM,,,,True,,0.2491133213043213,False
Detection,,,,,2024-06-15T14:29:42.620000,,,R50D6,,,,2024-06-15_380,2024-06-15T14:29:42.620000,,2024-06-15,AM,,,,True,,0.2470044195652008,False
Detection,,,,,2024-06-15T14:32:23.050000,,,R50D6,,,,2024-06-15_381,2024-06-15T14:32:23.050000,,2024-06-15,AM,,,,True,,0.2741114795207977,False
Detection,,,,,2024-06-15T14:55:56.900000,,,R50D6,,,,2024-06-15_382,2024-06-15T14:55:56.900000,,2024-06-15,AM,,,,True,,0.2304703742265701,False
Detection,,,,,2024-06-15T14:59:36.980000,,,R50D6,,,,2024-06-15_383,2024-06-15T14:59:36.980000,,2024-06-15,AM,,,,True,,0.1419003456830978,False
Detection,,,,,2024-06-15T14:59:37.970000,,,R50D6,,,,2024-06-15_384,2024-06-15T14:59:37.970000,,2024-06-15,AM,,,,True,,0.2166807502508163,False
Detection,,,,,2024-06-15T14:59:39.070000,,,R50D6,,,,2024-06-15_385,2024-06-15T14:59:39.070000,,2024-06-15,AM,,,,True,,0.1484341621398925,False
Detection,,,,,2024-06-15T14:59:40.030000,,,R50D6,,,,2024-06-15_386,2024-06-15T14:59:40.030000,,2024-06-15,AM,,,,True,,0.120176687836647,False
Detection,,,,,2024-06-15T15:02:43.350000,,,R50D6,,,,2024-06-15_387,2024-06-15T15:02:43.350000,,2024-06-15,AM,,,,True,,0.1186258867383003,False
Detection,,,,,2024-06-15T15:05:01,,,R50D6,,,,2024-06-15_388,2024-06-15T15:05:01,,2024-06-15,AM,,,,True,,0.2321603745222091,False
Detection,,,,,2024-06-15T15:29:34.460000,,,R50D6,,,,2024-06-15_389,2024-06-15T15:29:34.460000,,2024-06-15,AM,,,,True,,0.4003604650497436,False
Detection,,,,,2024-06-15T15:30:21.830000,,,R50D6,,,,2024-06-15_390,2024-06-15T15:30:21.830000,,2024-06-15,AM,,,,True,,0.2108944803476333,False
Detection,,,,,2024-06-15T15:30:23.870000,,,R50D6,,,,2024-06-15_391,2024-06-15T15:30:23.870000,,2024-06-15,AM,,,,True,,0.4304575026035309,False
Detection,,,,,2024-06-15T15:30:52.880000,,,R50D6,,,,2024-06-15_392,2024-06-15T15:30:52.880000,,2024-06-15,AM,,,,True,,0.1397985965013504,False
Detection,,,,,2024-06-15T15:42:52.240000,,,R50D6,,,,2024-06-15_393,2024-06-15T15:42:52.240000,,2024-06-15,AM,,,,True,,0.416278213262558,False
Detection,,,,,2024-06-15T15:48:46.370000,,,R50D6,,,,2024-06-15_394,2024-06-15T15:48:46.370000,,2024-06-15,AM,,,,True,,0.3976674973964691,False
Detection,,,,,2024-06-15T16:01:23.170000,,,R50D6,,,,2024-06-15_395,2024-06-15T16:01:23.170000,,2024-06-15,AM,,,,True,,0.2172933965921402,False
Detection,,,,,2024-06-15T16:08:08,,,R50D6,,,,2024-06-15_396,2024-06-15T16:08:08,,2024-06-15,AM,,,,True,,0.1300560534000396,False
Detection,,,,,2024-06-15T16:12:36.960000,,,R50D6,,,,2024-06-15_397,2024-06-15T16:12:36.960000,,2024-06-15,AM,,,,True,,0.1253529489040374,False
Detection,,,,,2024-06-15T16:24:36.860000,,,R50D6,,,,2024-06-15_398,2024-06-15T16:24:36.860000,,2024-06-15,AM,,,,True,,0.3325188457965851,False
Detection,,,,,2024-06-15T16:34:46.260000,,,R50D6,,,,2024-06-15_399,2024-06-15T16:34:46.260000,,2024-06-15,AM,,,,True,,0.1453857570886612,False
Detection,,,,,2024-06-15T16:43:58.150000,,,R50D6,,,,2024-06-15_400,2024-06-15T16:43:58.150000,,2024-06-15,AM,,,,True,,0.1173096150159835,False
Detection,,,,,2024-06-15T16:49:55.940000,,,R50D6,,,,2024-06-15_401,2024-06-15T16:49:55.940000,,2024-06-15,AM,,,,True,,0.293522834777832,False
Detection,,,,,2024-06-15T16:51:28.030000,,,R50D6,,,,2024-06-15_402,2024-06-15T16:51:28.030000,,2024-06-15,AM,,,,True,,0.3053561151027679,False
Detection,,,,,2024-06-15T16:59:36.220000,,,R50D6,,,,2024-06-15_403,2024-06-15T16:59:36.220000,,2024-06-15,AM,,,,True,,0.2214629650115966,False
Detection,,,,,2024-06-15T17:06:53.330000,,,R50D6,,,,2024-06-15_404,2024-06-15T17:06:53.330000,,2024-06-15,AM,,,,True,,0.1034341976046562,False
Detection,,,,,2024-06-15T17:10:12.470000,,,R50D6,,,,2024-06-15_405,2024-06-15T17:10:12.470000,,2024-06-15,AM,,,,True,,0.1512290388345718,False
Detection,,,,,2024-06-15T17:14:37.010000,,,R50D6,,,,2024-06-15_406,2024-06-15T17:14:37.010000,,2024-06-15,AM,,,,True,,0.1407465934753418,False
Detection,,,,,2024-06-15T17:29:10.950000,,,R50D6,,,,2024-06-15_407,2024-06-15T17:29:10.950000,,2024-06-15,AM,,,,True,,0.2351605296134948,False
Detection,,,,,2024-06-15T17:29:19.100000,,,R50D6,,,,2024-06-15_408,2024-06-15T17:29:19.100000,,2024-06-15,AM,,,,True,,0.1917963027954101,False
Detection,,,,,2024-06-15T17:31:20.950000,,,R50D6,,,,2024-06-15_409,2024-06-15T17:31:20.950000,,2024-06-15,AM,,,,True,,0.5819700956344604,False
Detection,,,,,2024-06-15T17:33:38.260000,,,R50D6,,,,2024-06-15_410,2024-06-15T17:33:38.260000,,2024-06-15,AM,,,,True,,0.1357780694961547,False
Detection,,,,,2024-06-15T17:40:48.930000,,,R50D6,,,,2024-06-15_411,2024-06-15T17:40:48.930000,,2024-06-15,AM,,,,True,,0.4816892147064209,False
Detection,,,,,2024-06-15T17:44:43.510000,,,R50D6,,,,2024-06-15_412,2024-06-15T17:44:43.510000,,2024-06-15,AM,,,,True,,0.2414971143007278,False
Detection,,,,,2024-06-15T17:54:38.010000,,,R50D6,,,,2024-06-15_413,2024-06-15T17:54:38.010000,,2024-06-15,AM,,,,True,,0.6637020111083984,False
Detection,,,,,2024-06-15T17:55:21.530000,,,R50D6,,,,2024-06-15_414,2024-06-15T17:55:21.530000,,2024-06-15,AM,,,,True,,0.1349925249814987,False
Detection,,,,,2024-06-15T18:06:43.210000,,,R50D6,,,,2024-06-15_415,2024-06-15T18:06:43.210000,,2024-06-15,AM,,,,True,,0.1952686011791229,False
Detection,,,,,2024-06-15T18:10:02.970000,,,R50D6,,,,2024-06-15_416,2024-06-15T18:10:02.970000,,2024-06-15,AM,,,,True,,0.1145854443311691,False
Detection,,,,,2024-06-15T18:13:33.340000,,,R50D6,,,,2024-06-15_417,2024-06-15T18:13:33.340000,,2024-06-15,AM,,,,True,,0.1261279433965683,False
Detection,,,,,2024-06-15T18:14:23.040000,,,R50D6,,,,2024-06-15_418,2024-06-15T18:14:23.040000,,2024-06-15,AM,,,,True,,0.2429006546735763,False
Detection,,,,,2024-06-15T18:28:21.990000,,,R50D6,,,,2024-06-15_419,2024-06-15T18:28:21.990000,,2024-06-15,AM,,,,True,,0.1140195503830909,False
Detection,,,,,2024-06-15T18:30:37,,,R50D6,,,,2024-06-15_420,2024-06-15T18:30:37,,2024-06-15,AM,,,,True,,0.5343737006187439,False
Detection,,,,,2024-06-15T18:30:37.980000,,,R50D6,,,,2024-06-15_421,2024-06-15T18:30:37.980000,,2024-06-15,AM,,,,True,,0.1432931274175644,False
Detection,,,,,2024-06-15T18:38:07.980000,,,R50D6,,,,2024-06-15_422,2024-06-15T18:38:07.980000,,2024-06-15,AM,,,,True,,0.1140489131212234,False
Detection,,,,,2024-06-15T18:38:08.990000,,,R50D6,,,,2024-06-15_423,2024-06-15T18:38:08.990000,,2024-06-15,AM,,,,True,,0.4761816263198852,False
Detection,,,,,2024-06-15T18:38:09.970000,,,R50D6,,,,2024-06-15_424,2024-06-15T18:38:09.970000,,2024-06-15,AM,,,,True,,0.1095651537179946,False
Detection,,,,,2024-06-15T18:42:37.070000,,,R50D6,,,,2024-06-15_425,2024-06-15T18:42:37.070000,,2024-06-15,AM,,,,True,,0.1211647391319274,False
Detection,,,,,2024-06-15T18:48:51.680000,,,R50D6,,,,2024-06-15_426,2024-06-15T18:48:51.680000,,2024-06-15,AM,,,,True,,0.1571190953254699,False
Detection,,,,,2024-06-15T19:02:07.430000,,,R50D6,,,,2024-06-15_427,2024-06-15T19:02:07.430000,,2024-06-15,AM,,,,True,,0.1369496285915374,False
Detection,,,,,2024-06-15T19:14:15.800000,,,R50D6,,,,2024-06-15_428,2024-06-15T19:14:15.800000,,2024-06-15,AM,,,,True,,0.4111488461494446,False
Detection,,,,,2024-06-15T19:16:12.160000,,,R50D6,,,,2024-06-15_429,2024-06-15T19:16:12.160000,,2024-06-15,AM,,,,True,,0.1774311512708664,False
Detection,,,,,2024-06-15T19:18:17.050000,,,R50D6,,,,2024-06-15_430,2024-06-15T19:18:17.050000,,2024-06-15,AM,,,,True,,0.6856415867805481,False
Detection,,,,,2024-06-15T19:24:52.400000,,,R50D6,,,,2024-06-15_431,2024-06-15T19:24:52.400000,,2024-06-15,AM,,,,True,,0.1797722578048706,False
Detection,,,,,2024-06-15T19:39:42.550000,,,R50D6,,,,2024-06-15_432,2024-06-15T19:39:42.550000,,2024-06-15,AM,,,,True,,0.1170789822936058,False
Detection,,,,,2024-06-15T20:06:53.920000,,,R50D6,,,,2024-06-15_433,2024-06-15T20:06:53.920000,,2024-06-15,AM,,,,True,,0.2974265217781067,False
Detection,,,,,2024-06-15T20:32:21.630000,,,R50D6,,,,2024-06-15_434,2024-06-15T20:32:21.630000,,2024-06-15,AM,,,,True,,0.2321822643280029,False
Detection,,,,,2024-06-15T20:33:36.010000,,,R50D6,,,,2024-06-15_435,2024-06-15T20:33:36.010000,,2024-06-15,AM,,,,True,,0.137917160987854,False
Detection,,,,,2024-06-15T20:33:36.970000,,,R50D6,,,,2024-06-15_436,2024-06-15T20:33:36.970000,,2024-06-15,AM,,,,True,,0.3370209038257599,False
Detection,,,,,2024-06-15T20:37:17.850000,,,R50D6,,,,2024-06-15_437,2024-06-15T20:37:17.850000,,2024-06-15,AM,,,,True,,0.1559449732303619,False
