detected,plot_path,depth,mag,time,s_detected,unique_id,p_detected,catalogued,date,p_confidence,p_predicted,event_id,mag_type,code,network,s_confidence,s_predicted,long,s_error,lat,provider,epi_distance,p_error
True,,,,2024-07-01T19:40:50.900000,,2024-07-01_520,2024-07-01T19:40:50.900000,False,2024-07-01,0.7132662534713745,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T19:41:51.220000,,2024-07-01_521,2024-07-01T19:41:51.220000,False,2024-07-01,0.4472665190696716,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T19:42:55.990000,,2024-07-01_522,2024-07-01T19:42:55.990000,False,2024-07-01,0.2044294774532318,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T19:48:07.930000,,2024-07-01_523,2024-07-01T19:48:07.930000,False,2024-07-01,0.2339003831148147,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T19:51:17.950000,,2024-07-01_524,2024-07-01T19:51:17.950000,False,2024-07-01,0.8492628335952759,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T19:51:18.430000,,2024-07-01_525,,False,2024-07-01,,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T19:55:44.840000,,2024-07-01_526,2024-07-01T19:55:44.840000,False,2024-07-01,0.448323130607605,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:07:39.440000,,2024-07-01_527,2024-07-01T20:07:39.440000,False,2024-07-01,0.260912150144577,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:13:05.990000,,2024-07-01_528,2024-07-01T20:13:05.990000,False,2024-07-01,0.5976467728614807,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:14:22.040000,,2024-07-01_529,2024-07-01T20:14:22.040000,False,2024-07-01,0.2328278869390487,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:22:22.020000,,2024-07-01_530,2024-07-01T20:22:22.020000,False,2024-07-01,0.7353470325469971,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:25:07.960000,,2024-07-01_531,2024-07-01T20:25:07.960000,False,2024-07-01,0.288301944732666,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:32:26.600000,,2024-07-01_532,2024-07-01T20:32:26.600000,False,2024-07-01,0.438055008649826,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:33:54.080000,,2024-07-01_533,2024-07-01T20:33:54.080000,False,2024-07-01,0.6777542233467102,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:36:16.020000,,2024-07-01_534,2024-07-01T20:36:16.020000,False,2024-07-01,0.4958516955375671,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:39:53.990000,,2024-07-01_535,2024-07-01T20:39:53.990000,False,2024-07-01,0.2233761548995971,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:40:35.940000,,2024-07-01_536,2024-07-01T20:40:35.940000,False,2024-07-01,0.4212794303894043,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:42:52.050000,,2024-07-01_537,2024-07-01T20:42:52.050000,False,2024-07-01,0.8196499347686768,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:43:11.850000,,2024-07-01_538,2024-07-01T20:43:11.850000,False,2024-07-01,0.2260609120130539,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T20:46:22.090000,,2024-07-01_539,2024-07-01T20:46:22.090000,False,2024-07-01,0.6529996395111084,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:04:36.020000,,2024-07-01_540,2024-07-01T21:04:36.020000,False,2024-07-01,0.8323661684989929,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:07:24.070000,,2024-07-01_541,2024-07-01T21:07:24.070000,False,2024-07-01,0.6280866265296936,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:09:06.990000,,2024-07-01_542,2024-07-01T21:09:06.990000,False,2024-07-01,0.5634784698486328,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:09:50.770000,,2024-07-01_543,2024-07-01T21:09:50.770000,False,2024-07-01,0.3365393877029419,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:15:37.080000,,2024-07-01_544,2024-07-01T21:15:37.080000,False,2024-07-01,0.3539069592952728,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:19:37.990000,,2024-07-01_545,2024-07-01T21:19:37.990000,False,2024-07-01,0.305452287197113,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:25:21.050000,,2024-07-01_546,2024-07-01T21:25:21.050000,False,2024-07-01,0.3936071395874023,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:30:48.170000,,2024-07-01_547,2024-07-01T21:30:48.170000,False,2024-07-01,0.3892247974872589,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:32:51.910000,,2024-07-01_548,2024-07-01T21:32:51.910000,False,2024-07-01,0.2538072466850281,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:33:42.890000,,2024-07-01_549,2024-07-01T21:33:42.890000,False,2024-07-01,0.6182849407196045,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:39:21.050000,,2024-07-01_550,2024-07-01T21:39:21.050000,False,2024-07-01,0.2521536350250244,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:43:49.950000,,2024-07-01_551,2024-07-01T21:43:49.950000,False,2024-07-01,0.4246678650379181,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:46:36,,2024-07-01_552,2024-07-01T21:46:36,False,2024-07-01,0.300896406173706,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:47:39,,2024-07-01_553,2024-07-01T21:47:39,False,2024-07-01,0.4875935316085815,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:49:38.970000,,2024-07-01_554,2024-07-01T21:49:38.970000,False,2024-07-01,0.8478745818138123,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:49:39.760000,,2024-07-01_555,,False,2024-07-01,,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:51:09.250000,,2024-07-01_556,2024-07-01T21:51:09.250000,False,2024-07-01,0.5021988153457642,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T21:56:37.010000,,2024-07-01_557,2024-07-01T21:56:37.010000,False,2024-07-01,0.5431739687919617,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:07:52.050000,,2024-07-01_558,2024-07-01T22:07:52.050000,False,2024-07-01,0.5567073822021484,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:11:51.760000,,2024-07-01_559,2024-07-01T22:11:51.760000,False,2024-07-01,0.576680600643158,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:18:49.070000,,2024-07-01_560,2024-07-01T22:18:49.070000,False,2024-07-01,0.6926769018173218,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:19:35.010000,,2024-07-01_561,2024-07-01T22:19:35.010000,False,2024-07-01,0.6324210166931152,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:23:36,,2024-07-01_562,2024-07-01T22:23:36,False,2024-07-01,0.6043817400932312,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:26:21.050000,,2024-07-01_563,2024-07-01T22:26:21.050000,False,2024-07-01,0.3140076696872711,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:26:22.030000,,2024-07-01_564,2024-07-01T22:26:22.030000,False,2024-07-01,0.205327957868576,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:27:08.010000,,2024-07-01_565,2024-07-01T22:27:08.010000,False,2024-07-01,0.8539440035820007,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:27:50,,2024-07-01_566,2024-07-01T22:27:50,False,2024-07-01,0.5662466287612915,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:33:34.050000,,2024-07-01_567,2024-07-01T22:33:34.050000,False,2024-07-01,0.5454127788543701,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:36:38.010000,,2024-07-01_568,2024-07-01T22:36:38.010000,False,2024-07-01,0.6831257343292236,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:37:52.170000,,2024-07-01_569,2024-07-01T22:37:52.170000,False,2024-07-01,0.2123494446277618,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:44:05.760000,,2024-07-01_570,2024-07-01T22:44:05.760000,False,2024-07-01,0.2530529499053955,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:49:33.850000,,2024-07-01_571,2024-07-01T22:49:33.850000,False,2024-07-01,0.6024195551872253,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:51:04.220000,,2024-07-01_572,2024-07-01T22:51:04.220000,False,2024-07-01,0.514042317867279,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T22:59:07.970000,,2024-07-01_573,2024-07-01T22:59:07.970000,False,2024-07-01,0.2408779412508011,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:03:08.970000,,2024-07-01_574,2024-07-01T23:03:08.970000,False,2024-07-01,0.2128431648015976,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:03:09.970000,,2024-07-01_575,2024-07-01T23:03:09.970000,False,2024-07-01,0.210406020283699,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:03:41.110000,,2024-07-01_576,2024-07-01T23:03:41.110000,False,2024-07-01,0.648852527141571,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:08:52.150000,,2024-07-01_577,2024-07-01T23:08:52.150000,False,2024-07-01,0.363761693239212,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:10:07.900000,,2024-07-01_578,2024-07-01T23:10:07.900000,False,2024-07-01,0.2882071137428283,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:11:06.980000,,2024-07-01_579,2024-07-01T23:11:06.980000,False,2024-07-01,0.2173895239830017,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:11:07.990000,,2024-07-01_580,2024-07-01T23:11:07.990000,False,2024-07-01,0.3646975457668304,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:16:21.930000,,2024-07-01_581,2024-07-01T23:16:21.930000,False,2024-07-01,0.2535902559757232,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:19:24.990000,,2024-07-01_582,2024-07-01T23:19:24.990000,False,2024-07-01,0.2461977154016494,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:19:25.360000,,2024-07-01_583,2024-07-01T23:19:25.360000,False,2024-07-01,0.6502547860145569,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:21:58.560000,,2024-07-01_584,2024-07-01T23:21:58.560000,False,2024-07-01,0.5644190311431885,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:23:06.020000,,2024-07-01_585,2024-07-01T23:23:06.020000,False,2024-07-01,0.5633072853088379,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:27:06.990000,,2024-07-01_586,2024-07-01T23:27:06.990000,False,2024-07-01,0.347346693277359,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:27:07.940000,,2024-07-01_587,2024-07-01T23:27:07.940000,False,2024-07-01,0.5784496068954468,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:33:06.990000,,2024-07-01_588,2024-07-01T23:33:06.990000,False,2024-07-01,0.2267458587884903,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:36:50.900000,,2024-07-01_589,2024-07-01T23:36:50.900000,False,2024-07-01,0.5399807095527649,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:39:52.300000,,2024-07-01_590,2024-07-01T23:39:52.300000,False,2024-07-01,0.2706842720508575,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:41:44.770000,,2024-07-01_591,2024-07-01T23:41:44.770000,False,2024-07-01,0.8803442120552063,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:44:09.760000,,2024-07-01_592,2024-07-01T23:44:09.760000,False,2024-07-01,0.8508962988853455,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:45:06.030000,,2024-07-01_593,2024-07-01T23:45:06.030000,False,2024-07-01,0.3595359027385711,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:49:15.740000,,2024-07-01_594,2024-07-01T23:49:15.740000,False,2024-07-01,0.6281408071517944,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-01T23:51:30.470000,,2024-07-01_595,2024-07-01T23:51:30.470000,False,2024-07-01,0.7588509917259216,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-02T00:00:40.960000,,2024-07-01_596,2024-07-02T00:00:40.960000,False,2024-07-01,0.5328959822654724,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-02T00:01:37.040000,,2024-07-01_597,2024-07-02T00:01:37.040000,False,2024-07-01,0.5370663404464722,,,,R50D6,AM,,,,,,Detection,,
False,,92.6,4.73,2024-07-06T21:17:09.320000,,2024-07-06_226,,True,2024-07-06,,2024-07-06T21:26:19.256347,smi:org.gfz-potsdam.de/geofon/gfz2024nfhf,mb,R50D6,AM,,2024-07-06T21:33:43.706389,71.478,,36.298,GFZ,5753.72703001522,
False,,10.0,4.83,2024-07-06T17:34:29.590000,,2024-07-06_227,,True,2024-07-06,,2024-07-06T17:39:37.250593,smi:org.gfz-potsdam.de/geofon/gfz2024nezw,mw,R50D6,AM,,2024-07-06T17:44:01.613213,21.16,,37.845,GFZ,2543.6401246584696,
False,,10.0,4.42,2024-07-06T16:07:44.460000,,2024-07-06_228,,True,2024-07-06,,2024-07-06T16:12:19.864157,smi:org.gfz-potsdam.de/geofon/gfz2024newz,mb,R50D6,AM,,2024-07-06T16:16:06.842417,8.972,,73.773,GFZ,2166.02798058812,
False,,51.9,4.94,2024-07-06T10:21:19.060000,,2024-07-06_229,,True,2024-07-06,,2024-07-06T10:34:01.917411,smi:org.gfz-potsdam.de/geofon/gfz2024nelo,mb,R50D6,AM,,2024-07-06T10:44:38.152739,140.491,,33.479,GFZ,9554.138101295564,
True,,,,2024-07-05T23:57:36,,2024-07-06_05,2024-07-05T23:57:36,False,2024-07-06,0.8233942985534668,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-05T23:58:40.020000,,2024-07-06_06,2024-07-05T23:58:40.020000,False,2024-07-06,0.5211610794067383,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:04:50,,2024-07-06_07,2024-07-06T00:04:50,False,2024-07-06,0.2668290436267853,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:10:46.690000,,2024-07-06_08,2024-07-06T00:10:46.690000,False,2024-07-06,0.6824547648429871,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:14:37.970000,,2024-07-06_09,2024-07-06T00:14:37.970000,False,2024-07-06,0.2051376402378082,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:14:38.980000,,2024-07-06_10,2024-07-06T00:14:38.980000,False,2024-07-06,0.2396672815084457,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:18:36.910000,,2024-07-06_11,2024-07-06T00:18:36.910000,False,2024-07-06,0.4909436702728271,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:23:00.720000,,2024-07-06_12,2024-07-06T00:23:00.720000,False,2024-07-06,0.601822018623352,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:24:35,,2024-07-06_13,2024-07-06T00:24:35,False,2024-07-06,0.2688398957252502,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:24:36,,2024-07-06_14,2024-07-06T00:24:36,False,2024-07-06,0.351170539855957,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:28:11.740000,,2024-07-06_15,2024-07-06T00:28:11.740000,False,2024-07-06,0.2445158660411834,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:38:54.070000,,2024-07-06_16,2024-07-06T00:38:54.070000,False,2024-07-06,0.6768240928649902,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:46:18.220000,,2024-07-06_17,2024-07-06T00:46:18.220000,False,2024-07-06,0.537350594997406,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:47:39.010000,,2024-07-06_18,2024-07-06T00:47:39.010000,False,2024-07-06,0.7498875260353088,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:48:10.020000,,2024-07-06_19,2024-07-06T00:48:10.020000,False,2024-07-06,0.8079658150672913,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:48:11.080000,,2024-07-06_20,,False,2024-07-06,,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T00:48:42.010000,,2024-07-06_21,2024-07-06T00:48:42.010000,False,2024-07-06,0.2795900404453277,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:00:23.200000,,2024-07-06_22,2024-07-06T01:00:23.200000,False,2024-07-06,0.2645964920520782,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:02:06.970000,,2024-07-06_23,2024-07-06T01:02:06.970000,False,2024-07-06,0.2320282459259033,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:02:08,,2024-07-06_24,2024-07-06T01:02:08,False,2024-07-06,0.3503806591033935,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:03:27.270000,,2024-07-06_25,2024-07-06T01:03:27.270000,False,2024-07-06,0.3307230770587921,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:06:37.800000,,2024-07-06_26,2024-07-06T01:06:37.800000,False,2024-07-06,0.3414585292339325,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:07:08.980000,,2024-07-06_27,2024-07-06T01:07:08.980000,False,2024-07-06,0.6407153606414795,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:09:14.960000,,2024-07-06_28,2024-07-06T01:09:14.960000,False,2024-07-06,0.2243312150239944,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:09:54.110000,,2024-07-06_29,2024-07-06T01:09:54.110000,False,2024-07-06,0.7208758592605591,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:11:37.280000,,2024-07-06_30,2024-07-06T01:11:37.280000,False,2024-07-06,0.221479132771492,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:16:05.010000,,2024-07-06_31,2024-07-06T01:16:05.010000,False,2024-07-06,0.6198619604110718,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:27:50.750000,,2024-07-06_32,2024-07-06T01:27:50.750000,False,2024-07-06,0.2272030711174011,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:31:38.030000,,2024-07-06_33,2024-07-06T01:31:38.030000,False,2024-07-06,0.3064185380935669,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:39:20.890000,,2024-07-06_34,2024-07-06T01:39:20.890000,False,2024-07-06,0.3811148703098297,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:40:48.740000,,2024-07-06_35,2024-07-06T01:40:48.740000,False,2024-07-06,0.4611241519451141,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:47:54.140000,,2024-07-06_36,2024-07-06T01:47:54.140000,False,2024-07-06,0.4123436212539673,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:51:49.060000,,2024-07-06_37,2024-07-06T01:51:49.060000,False,2024-07-06,0.7373167276382446,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:55:35.740000,,2024-07-06_38,2024-07-06T01:55:35.740000,False,2024-07-06,0.6267638206481934,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:56:23.110000,,2024-07-06_39,2024-07-06T01:56:23.110000,False,2024-07-06,0.2523563206195831,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T01:58:21.170000,,2024-07-06_40,2024-07-06T01:58:21.170000,False,2024-07-06,0.2867932617664337,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:11:26.050000,,2024-07-06_41,2024-07-06T02:11:26.050000,False,2024-07-06,0.2711717188358307,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:19:34.020000,,2024-07-06_42,2024-07-06T02:19:34.020000,False,2024-07-06,0.4207892119884491,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:21:08.110000,,2024-07-06_43,2024-07-06T02:21:08.110000,False,2024-07-06,0.4503985941410064,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:25:05.990000,,2024-07-06_44,2024-07-06T02:25:05.990000,False,2024-07-06,0.2470242083072662,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:25:06.990000,,2024-07-06_45,2024-07-06T02:25:06.990000,False,2024-07-06,0.2813291847705841,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:36:51.410000,,2024-07-06_46,2024-07-06T02:36:51.410000,False,2024-07-06,0.5075480341911316,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:37:35.010000,,2024-07-06_47,2024-07-06T02:37:35.010000,False,2024-07-06,0.753268301486969,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:49:24.130000,,2024-07-06_48,2024-07-06T02:49:24.130000,False,2024-07-06,0.5231028199195862,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:49:54.510000,,2024-07-06_49,2024-07-06T02:49:54.510000,False,2024-07-06,0.4821740686893463,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T02:52:22.040000,,2024-07-06_50,2024-07-06T02:52:22.040000,False,2024-07-06,0.7616955637931824,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:06:54.020000,,2024-07-06_51,2024-07-06T03:06:54.020000,False,2024-07-06,0.5494846701622009,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:19:53.850000,,2024-07-06_52,2024-07-06T03:19:53.850000,False,2024-07-06,0.5534365773200989,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:20:48.630000,,2024-07-06_53,2024-07-06T03:20:48.630000,False,2024-07-06,0.2490152269601822,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:31:52.110000,,2024-07-06_54,2024-07-06T03:31:52.110000,False,2024-07-06,0.6808115839958191,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:31:53.060000,,2024-07-06_55,,False,2024-07-06,,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:36:42.110000,,2024-07-06_56,2024-07-06T03:36:42.110000,False,2024-07-06,0.8456725478172302,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:37:20.730000,,2024-07-06_57,2024-07-06T03:37:20.730000,False,2024-07-06,0.345085859298706,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:39:56.690000,,2024-07-06_58,2024-07-06T03:39:56.690000,False,2024-07-06,0.7235783338546753,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:46:51.180000,,2024-07-06_59,2024-07-06T03:46:51.180000,False,2024-07-06,0.2074178755283355,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:48:05.010000,,2024-07-06_60,2024-07-06T03:48:05.010000,False,2024-07-06,0.4985384941101074,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:54:08.010000,,2024-07-06_61,2024-07-06T03:54:08.010000,False,2024-07-06,0.2175308614969253,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T03:59:09,,2024-07-06_62,2024-07-06T03:59:09,False,2024-07-06,0.4143069982528686,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:03:08.910000,,2024-07-06_63,2024-07-06T04:03:08.910000,False,2024-07-06,0.3842341601848602,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:06:36,,2024-07-06_64,2024-07-06T04:06:36,False,2024-07-06,0.3516751527786255,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:06:36.980000,,2024-07-06_65,2024-07-06T04:06:36.980000,False,2024-07-06,0.2437327355146408,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:07:08.990000,,2024-07-06_66,2024-07-06T04:07:08.990000,False,2024-07-06,0.4523868858814239,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:13:12.160000,,2024-07-06_67,2024-07-06T04:13:12.160000,False,2024-07-06,0.7325546741485596,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:13:50.090000,,2024-07-06_68,2024-07-06T04:13:50.090000,False,2024-07-06,0.2100232690572738,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:21:20.650000,,2024-07-06_69,2024-07-06T04:21:20.650000,False,2024-07-06,0.379305899143219,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:22:34.160000,,2024-07-06_70,2024-07-06T04:22:34.160000,False,2024-07-06,0.2502483427524566,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:44:06,,2024-07-06_71,2024-07-06T04:44:06,False,2024-07-06,0.4886986315250397,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:53:17.940000,,2024-07-06_72,2024-07-06T04:53:17.940000,False,2024-07-06,0.2920684516429901,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T04:59:18.920000,,2024-07-06_73,2024-07-06T04:59:18.920000,False,2024-07-06,0.2008627355098724,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:03:52.160000,,2024-07-06_74,2024-07-06T05:03:52.160000,False,2024-07-06,0.3646912574768066,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:13:50.790000,,2024-07-06_75,2024-07-06T05:13:50.790000,False,2024-07-06,0.3887854516506195,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:14:37.060000,,2024-07-06_76,2024-07-06T05:14:37.060000,False,2024-07-06,0.7293165922164917,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:16:58.220000,,2024-07-06_77,2024-07-06T05:16:58.220000,False,2024-07-06,0.6604294776916504,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:20:06.020000,,2024-07-06_78,2024-07-06T05:20:06.020000,False,2024-07-06,0.6861353516578674,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:28:42.830000,,2024-07-06_79,2024-07-06T05:28:42.830000,False,2024-07-06,0.2651745080947876,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:33:05.980000,,2024-07-06_80,2024-07-06T05:33:05.980000,False,2024-07-06,0.237414926290512,,,,R50D6,AM,,,,,,Detection,,
True,,,,2024-07-06T05:36:53.030000,,2024-07-06_81,2024-07-06T05:36:53.030000,False,2024-07-06,0.3479700684547424,,,,R50D6,AM,,,,,,Detection,,
