time,lat,detected,epi_distance,code,plot_path,depth,long,date,p_detected,p_confidence,unique_id,s_detected,network,s_confidence,catalogued,p_error,s_predicted,mag,s_error,provider,mag_type,p_predicted,event_id
2024-06-02T00:43:06.990000,,True,,R50D6,,,,2024-06-02,2024-06-02T00:43:06.990000,0.724236786365509,2024-06-02_11,,AM,,False,,,,,Detection,,,
2024-06-02T00:43:24.620000,,True,,R50D6,,,,2024-06-02,2024-06-02T00:43:24.620000,0.6842017769813538,2024-06-02_12,,AM,,False,,,,,Detection,,,
2024-06-02T01:22:15.490000,,True,,R50D6,,,,2024-06-02,2024-06-02T01:22:15.490000,0.6984742879867554,2024-06-02_13,,AM,,False,,,,,Detection,,,
2024-06-02T01:39:42.840000,,True,,R50D6,,,,2024-06-02,2024-06-02T01:39:42.840000,0.5393182039260864,2024-06-02_14,,AM,,False,,,,,Detection,,,
2024-06-02T01:44:23.120000,,True,,R50D6,,,,2024-06-02,2024-06-02T01:44:23.120000,0.6567244529724121,2024-06-02_15,,AM,,False,,,,,Detection,,,
2024-06-02T02:15:21.180000,,True,,R50D6,,,,2024-06-02,2024-06-02T02:15:21.180000,0.7553344368934631,2024-06-02_16,,AM,,False,,,,,Detection,,,
2024-06-02T03:39:08.050000,,True,,R50D6,,,,2024-06-02,2024-06-02T03:39:08.050000,0.5479713678359985,2024-06-02_17,,AM,,False,,,,,Detection,,,
2024-06-02T03:56:38,,True,,R50D6,,,,2024-06-02,2024-06-02T03:56:38,0.580906867980957,2024-06-02_18,,AM,,False,,,,,Detection,,,
2024-06-02T05:18:38.010000,,True,,R50D6,,,,2024-06-02,2024-06-02T05:18:38.010000,0.7412272095680237,2024-06-02_19,,AM,,False,,,,,Detection,,,
2024-06-02T06:32:18.740000,,True,,R50D6,,,,2024-06-02,2024-06-02T06:32:18.740000,0.5333442091941833,2024-06-02_20,,AM,,False,,,,,Detection,,,
2024-06-02T06:44:35.010000,,True,,R50D6,,,,2024-06-02,2024-06-02T06:44:35.010000,0.7881752848625183,2024-06-02_21,,AM,,False,,,,,Detection,,,
2024-06-02T07:16:07.990000,,True,,R50D6,,,,2024-06-02,2024-06-02T07:16:07.990000,0.8143082857131958,2024-06-02_22,,AM,,False,,,,,Detection,,,
2024-06-02T07:26:25.030000,,True,,R50D6,,,,2024-06-02,2024-06-02T07:26:25.030000,0.7122849225997925,2024-06-02_23,,AM,,False,,,,,Detection,,,
2024-06-02T09:26:36.980000,,True,,R50D6,,,,2024-06-02,2024-06-02T09:26:36.980000,0.626450777053833,2024-06-02_24,,AM,,False,,,,,Detection,,,
2024-06-02T10:04:45.950000,,True,,R50D6,,,,2024-06-02,2024-06-02T10:04:45.950000,0.6201773285865784,2024-06-02_25,,AM,,False,,,,,Detection,,,
2024-06-02T10:25:07.020000,,True,,R50D6,,,,2024-06-02,2024-06-02T10:25:07.020000,0.810448169708252,2024-06-02_26,,AM,,False,,,,,Detection,,,
2024-06-02T13:19:05.940000,,True,,R50D6,,,,2024-06-02,2024-06-02T13:19:05.940000,0.5457301735877991,2024-06-02_27,,AM,,False,,,,,Detection,,,
2024-06-02T14:57:53.050000,,True,,R50D6,,,,2024-06-02,2024-06-02T14:57:53.050000,0.5011065006256104,2024-06-02_28,,AM,,False,,,,,Detection,,,
2024-06-02T15:47:23.380000,,True,,R50D6,,,,2024-06-02,2024-06-02T15:47:23.380000,0.6298609375953674,2024-06-02_29,,AM,,False,,,,,Detection,,,
2024-06-02T16:41:53.230000,,True,,R50D6,,,,2024-06-02,2024-06-02T16:41:53.230000,0.5843805074691772,2024-06-02_30,,AM,,False,,,,,Detection,,,
2024-06-02T16:44:38.010000,,True,,R50D6,,,,2024-06-02,2024-06-02T16:44:38.010000,0.555271565914154,2024-06-02_31,,AM,,False,,,,,Detection,,,
2024-06-02T19:13:38,,True,,R50D6,,,,2024-06-02,2024-06-02T19:13:38,0.6508407592773438,2024-06-02_32,,AM,,False,,,,,Detection,,,
2024-06-02T19:15:41.050000,,True,,R50D6,,,,2024-06-02,2024-06-02T19:15:41.050000,0.6196004152297974,2024-06-02_33,,AM,,False,,,,,Detection,,,
2024-06-02T19:18:35.580000,,True,,R50D6,,,,2024-06-02,2024-06-02T19:18:35.580000,0.5105319619178772,2024-06-02_34,,AM,,False,,,,,Detection,,,
2024-06-02T20:32:06.030000,,True,,R50D6,,,,2024-06-02,2024-06-02T20:32:06.030000,0.7874806523323059,2024-06-02_35,,AM,,False,,,,,Detection,,,
2024-06-02T21:05:07.980000,,True,,R50D6,,,,2024-06-02,2024-06-02T21:05:07.980000,0.5055363774299622,2024-06-02_36,,AM,,False,,,,,Detection,,,
2024-06-02T23:25:07.010000,,True,,R50D6,,,,2024-06-02,2024-06-02T23:25:07.010000,0.6140466332435608,2024-06-02_37,,AM,,False,,,,,Detection,,,
2024-06-02T23:43:07.550000,,True,,R50D6,,,,2024-06-02,2024-06-02T23:43:07.550000,0.8397786617279053,2024-06-02_38,,AM,,False,,,,,Detection,,,
2024-06-02T23:47:23.770000,,True,,R50D6,,,,2024-06-02,2024-06-02T23:47:23.770000,0.7636232972145081,2024-06-02_39,,AM,,False,,,,,Detection,,,
2024-06-02T23:48:48.290000,,True,,R50D6,,,,2024-06-02,2024-06-02T23:48:48.290000,0.8218802809715271,2024-06-02_40,,AM,,False,,,,,Detection,,,
2024-06-02T23:49:53.200000,,True,,R50D6,,,,2024-06-02,2024-06-02T23:49:53.200000,0.5490644574165344,2024-06-02_41,,AM,,False,,,,,Detection,,,
