long,detected,unique_id,epi_distance,event_id,s_detected,provider,network,s_confidence,s_predicted,p_detected,p_confidence,lat,date,plot_path,p_error,depth,time,p_predicted,mag,s_error,catalogued,code,mag_type
,True,2024-08-23_153,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T05:48:54.420000,,,,False,R50D6,
,True,2024-08-23_154,,,,Detection,AM,,,2024-08-23T05:50:21.090000,0.12238135933876038,,2024-08-23,,,,2024-08-23T05:50:21.090000,,,,False,R50D6,
,True,2024-08-23_155,,,,Detection,AM,,,2024-08-23T05:50:22.110000,0.416629821062088,,2024-08-23,,,,2024-08-23T05:50:22.110000,,,,False,R50D6,
,True,2024-08-23_156,,,,Detection,AM,,,2024-08-23T05:50:23.120000,0.13321071863174438,,2024-08-23,,,,2024-08-23T05:50:23.120000,,,,False,R50D6,
,True,2024-08-23_157,,,,Detection,AM,,,2024-08-23T05:50:53.050000,0.17032502591609955,,2024-08-23,,,,2024-08-23T05:50:53.050000,,,,False,R50D6,
,True,2024-08-23_158,,,,Detection,AM,,,2024-08-23T05:51:49.730000,0.14504899084568024,,2024-08-23,,,,2024-08-23T05:51:49.730000,,,,False,R50D6,
,True,2024-08-23_159,,,,Detection,AM,,,2024-08-23T05:52:26.240000,0.8249998092651367,,2024-08-23,,,,2024-08-23T05:52:26.240000,,,,False,R50D6,
,True,2024-08-23_160,,,,Detection,AM,,,2024-08-23T05:52:56.970000,0.8334150910377502,,2024-08-23,,,,2024-08-23T05:52:56.970000,,,,False,R50D6,
,True,2024-08-23_161,,,,Detection,AM,,,2024-08-23T05:53:28.440000,0.15256670117378235,,2024-08-23,,,,2024-08-23T05:53:28.440000,,,,False,R50D6,
,True,2024-08-23_162,,,,Detection,AM,,,2024-08-23T05:54:10.830000,0.6210201382637024,,2024-08-23,,,,2024-08-23T05:54:10.830000,,,,False,R50D6,
,True,2024-08-23_163,,,,Detection,AM,,,2024-08-23T05:55:30.690000,0.5458056926727295,,2024-08-23,,,,2024-08-23T05:55:30.690000,,,,False,R50D6,
,True,2024-08-23_164,,,,Detection,AM,,,2024-08-23T05:55:53.990000,0.21104754507541656,,2024-08-23,,,,2024-08-23T05:55:53.990000,,,,False,R50D6,
,True,2024-08-23_165,,,,Detection,AM,,,2024-08-23T05:58:03.880000,0.4615821838378906,,2024-08-23,,,,2024-08-23T05:58:03.880000,,,,False,R50D6,
,True,2024-08-23_166,,,,Detection,AM,,,2024-08-23T05:58:19.180000,0.14409692585468292,,2024-08-23,,,,2024-08-23T05:58:19.180000,,,,False,R50D6,
,True,2024-08-23_167,,,,Detection,AM,,,2024-08-23T05:59:11.980000,0.6869409680366516,,2024-08-23,,,,2024-08-23T05:59:11.980000,,,,False,R50D6,
,True,2024-08-23_168,,,,Detection,AM,,,2024-08-23T06:02:13.150000,0.6239530444145203,,2024-08-23,,,,2024-08-23T06:02:13.150000,,,,False,R50D6,
,True,2024-08-23_169,,,,Detection,AM,,,2024-08-23T06:05:01.990000,0.6823288798332214,,2024-08-23,,,,2024-08-23T06:05:01.990000,,,,False,R50D6,
,True,2024-08-23_170,,,,Detection,AM,,,2024-08-23T06:07:35.980000,0.21381185948848724,,2024-08-23,,,,2024-08-23T06:07:35.980000,,,,False,R50D6,
,True,2024-08-23_171,,,,Detection,AM,,,2024-08-23T06:07:36.980000,0.21091106534004211,,2024-08-23,,,,2024-08-23T06:07:36.980000,,,,False,R50D6,
,True,2024-08-23_172,,,,Detection,AM,,,2024-08-23T06:07:38,0.19285906851291656,,2024-08-23,,,,2024-08-23T06:07:38,,,,False,R50D6,
,True,2024-08-23_173,,,,Detection,AM,,,2024-08-23T06:08:03.860000,0.16885162889957428,,2024-08-23,,,,2024-08-23T06:08:03.860000,,,,False,R50D6,
,True,2024-08-23_174,,,,Detection,AM,,,2024-08-23T06:08:05.960000,0.15026549994945526,,2024-08-23,,,,2024-08-23T06:08:05.960000,,,,False,R50D6,
,True,2024-08-23_175,,,,Detection,AM,,,2024-08-23T06:08:06.980000,0.28654205799102783,,2024-08-23,,,,2024-08-23T06:08:06.980000,,,,False,R50D6,
,True,2024-08-23_176,,,,Detection,AM,,,2024-08-23T06:08:07.970000,0.2365691363811493,,2024-08-23,,,,2024-08-23T06:08:07.970000,,,,False,R50D6,
,True,2024-08-23_177,,,,Detection,AM,,,2024-08-23T06:11:36.010000,0.8951411247253418,,2024-08-23,,,,2024-08-23T06:11:36.010000,,,,False,R50D6,
,True,2024-08-23_178,,,,Detection,AM,,,2024-08-23T06:17:38.560000,0.5429345965385437,,2024-08-23,,,,2024-08-23T06:17:38.560000,,,,False,R50D6,
,True,2024-08-23_179,,,,Detection,AM,,,2024-08-23T06:18:01.070000,0.6125131845474243,,2024-08-23,,,,2024-08-23T06:18:01.070000,,,,False,R50D6,
,True,2024-08-23_180,,,,Detection,AM,,,2024-08-23T06:18:38,0.41874298453330994,,2024-08-23,,,,2024-08-23T06:18:38,,,,False,R50D6,
,True,2024-08-23_181,,,,Detection,AM,,,2024-08-23T06:18:38.980000,0.10067451000213623,,2024-08-23,,,,2024-08-23T06:18:38.980000,,,,False,R50D6,
,True,2024-08-23_182,,,,Detection,AM,,,2024-08-23T06:20:38.930000,0.11338229477405548,,2024-08-23,,,,2024-08-23T06:20:38.930000,,,,False,R50D6,
,True,2024-08-23_183,,,,Detection,AM,,,2024-08-23T06:23:18.970000,0.34259799122810364,,2024-08-23,,,,2024-08-23T06:23:18.970000,,,,False,R50D6,
,True,2024-08-23_184,,,,Detection,AM,,,2024-08-23T06:23:40.570000,0.11490634083747864,,2024-08-23,,,,2024-08-23T06:23:40.570000,,,,False,R50D6,
,True,2024-08-23_185,,,,Detection,AM,,,2024-08-23T06:26:25.780000,0.7320002317428589,,2024-08-23,,,,2024-08-23T06:26:25.780000,,,,False,R50D6,
,True,2024-08-23_186,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T06:26:26.300000,,,,False,R50D6,
,True,2024-08-23_187,,,,Detection,AM,,,2024-08-23T06:27:06.020000,0.6920270919799805,,2024-08-23,,,,2024-08-23T06:27:06.020000,,,,False,R50D6,
,True,2024-08-23_188,,,,Detection,AM,,,2024-08-23T06:28:23,0.6206567287445068,,2024-08-23,,,,2024-08-23T06:28:23,,,,False,R50D6,
,True,2024-08-23_189,,,,Detection,AM,,,2024-08-23T06:28:23.980000,0.15698282420635223,,2024-08-23,,,,2024-08-23T06:28:23.980000,,,,False,R50D6,
,True,2024-08-23_190,,,,Detection,AM,,,2024-08-23T06:29:20.040000,0.8843703269958496,,2024-08-23,,,,2024-08-23T06:29:20.040000,,,,False,R50D6,
,True,2024-08-23_191,,,,Detection,AM,,,2024-08-23T06:30:39,0.8769389986991882,,2024-08-23,,,,2024-08-23T06:30:39,,,,False,R50D6,
,True,2024-08-23_192,,,,Detection,AM,,,2024-08-23T06:31:25.020000,0.8881336450576782,,2024-08-23,,,,2024-08-23T06:31:25.020000,,,,False,R50D6,
,True,2024-08-23_193,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T06:31:25.600000,,,,False,R50D6,
,True,2024-08-23_194,,,,Detection,AM,,,2024-08-23T06:32:35,0.4416654407978058,,2024-08-23,,,,2024-08-23T06:32:35,,,,False,R50D6,
,True,2024-08-23_195,,,,Detection,AM,,,2024-08-23T06:32:35.990000,0.3731890320777893,,2024-08-23,,,,2024-08-23T06:32:35.990000,,,,False,R50D6,
,True,2024-08-23_196,,,,Detection,AM,,,2024-08-23T06:34:19.040000,0.7282018661499023,,2024-08-23,,,,2024-08-23T06:34:19.040000,,,,False,R50D6,
,True,2024-08-23_197,,,,Detection,AM,,,2024-08-23T06:34:39.290000,0.11064262688159943,,2024-08-23,,,,2024-08-23T06:34:39.290000,,,,False,R50D6,
,True,2024-08-23_198,,,,Detection,AM,,,2024-08-23T06:37:20.020000,0.6152058839797974,,2024-08-23,,,,2024-08-23T06:37:20.020000,,,,False,R50D6,
,True,2024-08-23_199,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T06:37:20.310000,,,,False,R50D6,
,True,2024-08-23_200,,,,Detection,AM,,,2024-08-23T06:37:45.140000,0.420381635427475,,2024-08-23,,,,2024-08-23T06:37:45.140000,,,,False,R50D6,
,True,2024-08-23_201,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T06:37:46.670000,,,,False,R50D6,
,True,2024-08-23_202,,,,Detection,AM,,,2024-08-23T06:38:37.060000,0.5022830367088318,,2024-08-23,,,,2024-08-23T06:38:37.060000,,,,False,R50D6,
,True,2024-08-23_203,,,,Detection,AM,,,2024-08-23T06:41:26.930000,0.1417548656463623,,2024-08-23,,,,2024-08-23T06:41:26.930000,,,,False,R50D6,
,True,2024-08-23_204,,,,Detection,AM,,,2024-08-23T06:42:09.850000,0.19324567914009094,,2024-08-23,,,,2024-08-23T06:42:09.850000,,,,False,R50D6,
,True,2024-08-23_205,,,,Detection,AM,,,2024-08-23T06:48:19.040000,0.11327031254768372,,2024-08-23,,,,2024-08-23T06:48:19.040000,,,,False,R50D6,
,True,2024-08-23_206,,,,Detection,AM,,,2024-08-23T06:48:20,0.20341341197490692,,2024-08-23,,,,2024-08-23T06:48:20,,,,False,R50D6,
,True,2024-08-23_207,,,,Detection,AM,,,2024-08-23T06:48:21.030000,0.20435282588005066,,2024-08-23,,,,2024-08-23T06:48:21.030000,,,,False,R50D6,
,True,2024-08-23_208,,,,Detection,AM,,,2024-08-23T06:48:22.010000,0.10298305749893188,,2024-08-23,,,,2024-08-23T06:48:22.010000,,,,False,R50D6,
,True,2024-08-23_209,,,,Detection,AM,,,2024-08-23T06:48:52.090000,0.127305805683136,,2024-08-23,,,,2024-08-23T06:48:52.090000,,,,False,R50D6,
,True,2024-08-23_210,,,,Detection,AM,,,2024-08-23T06:49:07.980000,0.5129600167274475,,2024-08-23,,,,2024-08-23T06:49:07.980000,,,,False,R50D6,
,True,2024-08-23_211,,,,Detection,AM,,,2024-08-23T06:50:01.380000,0.6594699621200562,,2024-08-23,,,,2024-08-23T06:50:01.380000,,,,False,R50D6,
,True,2024-08-23_212,,,,Detection,AM,,,2024-08-23T06:52:09.990000,0.8109593987464905,,2024-08-23,,,,2024-08-23T06:52:09.990000,,,,False,R50D6,
,True,2024-08-23_213,,,,Detection,AM,,,2024-08-23T06:53:42.210000,0.27263861894607544,,2024-08-23,,,,2024-08-23T06:53:42.210000,,,,False,R50D6,
,True,2024-08-23_214,,,,Detection,AM,,,2024-08-23T06:56:05,0.15073266625404358,,2024-08-23,,,,2024-08-23T06:56:05,,,,False,R50D6,
,True,2024-08-23_215,,,,Detection,AM,,,2024-08-23T06:56:36.950000,0.13108114898204803,,2024-08-23,,,,2024-08-23T06:56:36.950000,,,,False,R50D6,
,True,2024-08-23_216,,,,Detection,AM,,,2024-08-23T06:56:37.950000,0.16537638008594513,,2024-08-23,,,,2024-08-23T06:56:37.950000,,,,False,R50D6,
,True,2024-08-23_217,,,,Detection,AM,,,2024-08-23T06:56:38.990000,0.39187636971473694,,2024-08-23,,,,2024-08-23T06:56:38.990000,,,,False,R50D6,
,True,2024-08-23_218,,,,Detection,AM,,,2024-08-23T06:57:03.920000,0.10182354599237442,,2024-08-23,,,,2024-08-23T06:57:03.920000,,,,False,R50D6,
,True,2024-08-23_219,,,,Detection,AM,,,2024-08-23T06:57:06,0.7985036373138428,,2024-08-23,,,,2024-08-23T06:57:06,,,,False,R50D6,
,True,2024-08-23_220,,,,Detection,AM,,,2024-08-23T06:58:46.370000,0.4293268024921417,,2024-08-23,,,,2024-08-23T06:58:46.370000,,,,False,R50D6,
,True,2024-08-23_221,,,,Detection,AM,,,2024-08-23T06:59:05.410000,0.17326897382736206,,2024-08-23,,,,2024-08-23T06:59:05.410000,,,,False,R50D6,
,True,2024-08-23_222,,,,Detection,AM,,,2024-08-23T06:59:08.410000,0.22378267347812653,,2024-08-23,,,,2024-08-23T06:59:08.410000,,,,False,R50D6,
,True,2024-08-23_223,,,,Detection,AM,,,2024-08-23T07:00:10.990000,0.7081609964370728,,2024-08-23,,,,2024-08-23T07:00:10.990000,,,,False,R50D6,
,True,2024-08-23_224,,,,Detection,AM,,,2024-08-23T07:02:02.590000,0.5623379945755005,,2024-08-23,,,,2024-08-23T07:02:02.590000,,,,False,R50D6,
,True,2024-08-23_225,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T07:02:03.020000,,,,False,R50D6,
,True,2024-08-23_226,,,,Detection,AM,,,2024-08-23T07:02:46.350000,0.2796937823295593,,2024-08-23,,,,2024-08-23T07:02:46.350000,,,,False,R50D6,
,True,2024-08-23_227,,,,Detection,AM,,,2024-08-23T07:02:49.590000,0.5542346239089966,,2024-08-23,,,,2024-08-23T07:02:49.590000,,,,False,R50D6,
,True,2024-08-23_228,,,,Detection,AM,,,2024-08-23T07:03:53.030000,0.11141200363636017,,2024-08-23,,,,2024-08-23T07:03:53.030000,,,,False,R50D6,
,True,2024-08-23_229,,,,Detection,AM,,,2024-08-23T07:04:10.070000,0.14913532137870789,,2024-08-23,,,,2024-08-23T07:04:10.070000,,,,False,R50D6,
,True,2024-08-23_230,,,,Detection,AM,,,2024-08-23T07:05:29.870000,0.17827820777893066,,2024-08-23,,,,2024-08-23T07:05:29.870000,,,,False,R50D6,
,True,2024-08-23_231,,,,Detection,AM,,,2024-08-23T07:09:37,0.12019374221563339,,2024-08-23,,,,2024-08-23T07:09:37,,,,False,R50D6,
,True,2024-08-23_232,,,,Detection,AM,,,2024-08-23T07:09:38.020000,0.3460795283317566,,2024-08-23,,,,2024-08-23T07:09:38.020000,,,,False,R50D6,
,True,2024-08-23_233,,,,Detection,AM,,,2024-08-23T07:09:39,0.144670307636261,,2024-08-23,,,,2024-08-23T07:09:39,,,,False,R50D6,
,True,2024-08-23_234,,,,Detection,AM,,,2024-08-23T07:10:06,0.7664240598678589,,2024-08-23,,,,2024-08-23T07:10:06,,,,False,R50D6,
,True,2024-08-23_235,,,,Detection,AM,,,2024-08-23T07:11:39.960000,0.13400350511074066,,2024-08-23,,,,2024-08-23T07:11:39.960000,,,,False,R50D6,
,True,2024-08-23_236,,,,Detection,AM,,,2024-08-23T07:11:40.960000,0.5179840326309204,,2024-08-23,,,,2024-08-23T07:11:40.960000,,,,False,R50D6,
,True,2024-08-23_237,,,,Detection,AM,,,2024-08-23T07:13:17.570000,0.16221432387828827,,2024-08-23,,,,2024-08-23T07:13:17.570000,,,,False,R50D6,
,True,2024-08-23_238,,,,Detection,AM,,,2024-08-23T07:13:50.910000,0.11875021457672119,,2024-08-23,,,,2024-08-23T07:13:50.910000,,,,False,R50D6,
,True,2024-08-23_239,,,,Detection,AM,,,2024-08-23T07:13:55.020000,0.29488202929496765,,2024-08-23,,,,2024-08-23T07:13:55.020000,,,,False,R50D6,
,True,2024-08-23_240,,,,Detection,AM,,,2024-08-23T07:15:52.850000,0.12260764092206955,,2024-08-23,,,,2024-08-23T07:15:52.850000,,,,False,R50D6,
,True,2024-08-23_241,,,,Detection,AM,,,2024-08-23T07:16:10.020000,0.32020828127861023,,2024-08-23,,,,2024-08-23T07:16:10.020000,,,,False,R50D6,
,True,2024-08-23_242,,,,Detection,AM,,,2024-08-23T07:18:07,0.9059341549873352,,2024-08-23,,,,2024-08-23T07:18:07,,,,False,R50D6,
,True,2024-08-23_243,,,,Detection,AM,,,2024-08-23T07:18:51.020000,0.2673598825931549,,2024-08-23,,,,2024-08-23T07:18:51.020000,,,,False,R50D6,
,True,2024-08-23_244,,,,Detection,AM,,,2024-08-23T07:21:36.960000,0.15836770832538605,,2024-08-23,,,,2024-08-23T07:21:36.960000,,,,False,R50D6,
,True,2024-08-23_245,,,,Detection,AM,,,2024-08-23T07:21:37.970000,0.1857045441865921,,2024-08-23,,,,2024-08-23T07:21:37.970000,,,,False,R50D6,
,True,2024-08-23_246,,,,Detection,AM,,,2024-08-23T07:21:39.010000,0.5887452960014343,,2024-08-23,,,,2024-08-23T07:21:39.010000,,,,False,R50D6,
,True,2024-08-23_247,,,,Detection,AM,,,2024-08-23T07:22:21.900000,0.6602596640586853,,2024-08-23,,,,2024-08-23T07:22:21.900000,,,,False,R50D6,
,True,2024-08-23_248,,,,Detection,AM,,,2024-08-23T07:23:39,0.3145025968551636,,2024-08-23,,,,2024-08-23T07:23:39,,,,False,R50D6,
,True,2024-08-23_249,,,,Detection,AM,,,2024-08-23T07:23:39.970000,0.15635764598846436,,2024-08-23,,,,2024-08-23T07:23:39.970000,,,,False,R50D6,
,True,2024-08-23_250,,,,Detection,AM,,,2024-08-23T07:23:42.010000,0.12106286734342575,,2024-08-23,,,,2024-08-23T07:23:42.010000,,,,False,R50D6,
,True,2024-08-23_251,,,,Detection,AM,,,2024-08-23T07:25:22.920000,0.18103356659412384,,2024-08-23,,,,2024-08-23T07:25:22.920000,,,,False,R50D6,
,True,2024-08-23_252,,,,Detection,AM,,,2024-08-23T07:26:37.060000,0.5764635801315308,,2024-08-23,,,,2024-08-23T07:26:37.060000,,,,False,R50D6,
,True,2024-08-23_253,,,,Detection,AM,,,2024-08-23T07:27:17.890000,0.12550294399261475,,2024-08-23,,,,2024-08-23T07:27:17.890000,,,,False,R50D6,
,True,2024-08-23_254,,,,Detection,AM,,,2024-08-23T07:28:59.610000,0.10665528476238251,,2024-08-23,,,,2024-08-23T07:28:59.610000,,,,False,R50D6,
,True,2024-08-23_255,,,,Detection,AM,,,2024-08-23T07:29:37.990000,0.8030022382736206,,2024-08-23,,,,2024-08-23T07:29:37.990000,,,,False,R50D6,
,True,2024-08-23_256,,,,Detection,AM,,,2024-08-23T07:34:07.970000,0.10148456692695618,,2024-08-23,,,,2024-08-23T07:34:07.970000,,,,False,R50D6,
,True,2024-08-23_257,,,,Detection,AM,,,2024-08-23T07:34:11,0.5414776802062988,,2024-08-23,,,,2024-08-23T07:34:11,,,,False,R50D6,
,True,2024-08-23_258,,,,Detection,AM,,,2024-08-23T07:35:39,0.4800335168838501,,2024-08-23,,,,2024-08-23T07:35:39,,,,False,R50D6,
,True,2024-08-23_259,,,,Detection,AM,,,2024-08-23T07:37:34,0.34719207882881165,,2024-08-23,,,,2024-08-23T07:37:34,,,,False,R50D6,
,True,2024-08-23_260,,,,Detection,AM,,,2024-08-23T07:38:21.970000,0.4624631404876709,,2024-08-23,,,,2024-08-23T07:38:21.970000,,,,False,R50D6,
,True,2024-08-23_261,,,,Detection,AM,,,2024-08-23T07:38:22.950000,0.22183337807655334,,2024-08-23,,,,2024-08-23T07:38:22.950000,,,,False,R50D6,
,True,2024-08-23_262,,,,Detection,AM,,,2024-08-23T07:42:19.060000,0.14520850777626038,,2024-08-23,,,,2024-08-23T07:42:19.060000,,,,False,R50D6,
,True,2024-08-23_263,,,,Detection,AM,,,2024-08-23T07:42:25.250000,0.1551249474287033,,2024-08-23,,,,2024-08-23T07:42:25.250000,,,,False,R50D6,
,True,2024-08-23_264,,,,Detection,AM,,,2024-08-23T07:45:53.040000,0.26767870783805847,,2024-08-23,,,,2024-08-23T07:45:53.040000,,,,False,R50D6,
,True,2024-08-23_265,,,,Detection,AM,,,2024-08-23T07:46:31.800000,0.4776584506034851,,2024-08-23,,,,2024-08-23T07:46:31.800000,,,,False,R50D6,
,True,2024-08-23_266,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T07:46:32.360000,,,,False,R50D6,
,True,2024-08-23_267,,,,Detection,AM,,,2024-08-23T07:48:23.780000,0.10374871641397476,,2024-08-23,,,,2024-08-23T07:48:23.780000,,,,False,R50D6,
,True,2024-08-23_268,,,,Detection,AM,,,2024-08-23T07:48:42.290000,0.10103819519281387,,2024-08-23,,,,2024-08-23T07:48:42.290000,,,,False,R50D6,
,True,2024-08-23_269,,,,Detection,AM,,,2024-08-23T07:49:40.020000,0.4800235331058502,,2024-08-23,,,,2024-08-23T07:49:40.020000,,,,False,R50D6,
,True,2024-08-23_270,,,,Detection,AM,,,2024-08-23T07:50:06,0.4807382822036743,,2024-08-23,,,,2024-08-23T07:50:06,,,,False,R50D6,
,True,2024-08-23_271,,,,Detection,AM,,,2024-08-23T07:50:14.830000,0.1308201551437378,,2024-08-23,,,,2024-08-23T07:50:14.830000,,,,False,R50D6,
,True,2024-08-23_272,,,,Detection,AM,,,2024-08-23T07:51:11,0.5334553122520447,,2024-08-23,,,,2024-08-23T07:51:11,,,,False,R50D6,
,True,2024-08-23_273,,,,Detection,AM,,,2024-08-23T07:54:51.970000,0.48278385400772095,,2024-08-23,,,,2024-08-23T07:54:51.970000,,,,False,R50D6,
,True,2024-08-23_274,,,,Detection,AM,,,2024-08-23T07:56:20.060000,0.11206960678100586,,2024-08-23,,,,2024-08-23T07:56:20.060000,,,,False,R50D6,
,True,2024-08-23_275,,,,Detection,AM,,,2024-08-23T07:58:21,0.8188955783843994,,2024-08-23,,,,2024-08-23T07:58:21,,,,False,R50D6,
,True,2024-08-23_276,,,,Detection,AM,,,2024-08-23T07:58:41.680000,0.4273218512535095,,2024-08-23,,,,2024-08-23T07:58:41.680000,,,,False,R50D6,
,True,2024-08-23_277,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T07:58:42,,,,False,R50D6,
,True,2024-08-23_278,,,,Detection,AM,,,2024-08-23T07:59:02.230000,0.6786332726478577,,2024-08-23,,,,2024-08-23T07:59:02.230000,,,,False,R50D6,
,True,2024-08-23_279,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T07:59:02.840000,,,,False,R50D6,
,True,2024-08-23_280,,,,Detection,AM,,,2024-08-23T08:00:40,0.5945373773574829,,2024-08-23,,,,2024-08-23T08:00:40,,,,False,R50D6,
,True,2024-08-23_281,,,,Detection,AM,,,2024-08-23T08:01:52.040000,0.6757957935333252,,2024-08-23,,,,2024-08-23T08:01:52.040000,,,,False,R50D6,
,True,2024-08-23_282,,,,Detection,AM,,,2024-08-23T08:04:04.500000,0.4410572946071625,,2024-08-23,,,,2024-08-23T08:04:04.500000,,,,False,R50D6,
,True,2024-08-23_283,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T08:04:05.090000,,,,False,R50D6,
,True,2024-08-23_284,,,,Detection,AM,,,2024-08-23T08:05:08.990000,0.11402872204780579,,2024-08-23,,,,2024-08-23T08:05:08.990000,,,,False,R50D6,
,True,2024-08-23_285,,,,Detection,AM,,,2024-08-23T08:06:52.010000,0.1889459192752838,,2024-08-23,,,,2024-08-23T08:06:52.010000,,,,False,R50D6,
,True,2024-08-23_286,,,,Detection,AM,,,2024-08-23T08:07:11.770000,0.3162670433521271,,2024-08-23,,,,2024-08-23T08:07:11.770000,,,,False,R50D6,
,True,2024-08-23_287,,,,Detection,AM,,,2024-08-23T08:07:52.060000,0.12540403008460999,,2024-08-23,,,,2024-08-23T08:07:52.060000,,,,False,R50D6,
,True,2024-08-23_288,,,,Detection,AM,,,2024-08-23T08:08:51.030000,0.7956579327583313,,2024-08-23,,,,2024-08-23T08:08:51.030000,,,,False,R50D6,
,True,2024-08-23_289,,,,Detection,AM,,,2024-08-23T08:09:21.960000,0.14873594045639038,,2024-08-23,,,,2024-08-23T08:09:21.960000,,,,False,R50D6,
,True,2024-08-23_290,,,,Detection,AM,,,2024-08-23T08:11:21.910000,0.11881304532289505,,2024-08-23,,,,2024-08-23T08:11:21.910000,,,,False,R50D6,
,True,2024-08-23_291,,,,Detection,AM,,,2024-08-23T08:11:23.040000,0.24062129855155945,,2024-08-23,,,,2024-08-23T08:11:23.040000,,,,False,R50D6,
,True,2024-08-23_292,,,,Detection,AM,,,2024-08-23T08:11:24.020000,0.15406523644924164,,2024-08-23,,,,2024-08-23T08:11:24.020000,,,,False,R50D6,
,True,2024-08-23_293,,,,Detection,AM,,,2024-08-23T08:12:37.930000,0.14063119888305664,,2024-08-23,,,,2024-08-23T08:12:37.930000,,,,False,R50D6,
,True,2024-08-23_294,,,,Detection,AM,,,2024-08-23T08:12:38.980000,0.10345808416604996,,2024-08-23,,,,2024-08-23T08:12:38.980000,,,,False,R50D6,
,True,2024-08-23_295,,,,Detection,AM,,,2024-08-23T08:12:39.940000,0.20810839533805847,,2024-08-23,,,,2024-08-23T08:12:39.940000,,,,False,R50D6,
,True,2024-08-23_296,,,,Detection,AM,,,2024-08-23T08:13:02.740000,0.2352597564458847,,2024-08-23,,,,2024-08-23T08:13:02.740000,,,,False,R50D6,
,True,2024-08-23_297,,,,Detection,AM,,,2024-08-23T08:15:05,0.7631139159202576,,2024-08-23,,,,2024-08-23T08:15:05,,,,False,R50D6,
,True,2024-08-23_298,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T08:15:05.420000,,,,False,R50D6,
,True,2024-08-23_299,,,,Detection,AM,,,2024-08-23T08:16:24.060000,0.21735695004463196,,2024-08-23,,,,2024-08-23T08:16:24.060000,,,,False,R50D6,
,True,2024-08-23_300,,,,Detection,AM,,,2024-08-23T08:17:40.960000,0.8588903546333313,,2024-08-23,,,,2024-08-23T08:17:40.960000,,,,False,R50D6,
,True,2024-08-23_301,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T08:17:41.300000,,,,False,R50D6,
,True,2024-08-23_302,,,,Detection,AM,,,2024-08-23T08:20:54.760000,0.18914495408535004,,2024-08-23,,,,2024-08-23T08:20:54.760000,,,,False,R50D6,
,True,2024-08-23_303,,,,Detection,AM,,,2024-08-23T08:22:20.840000,0.17457540333271027,,2024-08-23,,,,2024-08-23T08:22:20.840000,,,,False,R50D6,
,True,2024-08-23_304,,,,Detection,AM,,,2024-08-23T08:24:36,0.873375654220581,,2024-08-23,,,,2024-08-23T08:24:36,,,,False,R50D6,
,True,2024-08-23_305,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T08:24:36.660000,,,,False,R50D6,
,True,2024-08-23_306,,,,Detection,AM,,,2024-08-23T08:24:57.130000,0.5446658134460449,,2024-08-23,,,,2024-08-23T08:24:57.130000,,,,False,R50D6,
,True,2024-08-23_307,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T08:24:57.940000,,,,False,R50D6,
,True,2024-08-23_308,,,,Detection,AM,,,2024-08-23T08:25:24,0.20675113797187805,,2024-08-23,,,,2024-08-23T08:25:24,,,,False,R50D6,
,True,2024-08-23_309,,,,Detection,AM,,,2024-08-23T08:25:33.320000,0.35921984910964966,,2024-08-23,,,,2024-08-23T08:25:33.320000,,,,False,R50D6,
,True,2024-08-23_310,,,,Detection,AM,,,2024-08-23T08:29:05.010000,0.7137696743011475,,2024-08-23,,,,2024-08-23T08:29:05.010000,,,,False,R50D6,
,True,2024-08-23_311,,,,Detection,AM,,,2024-08-23T08:29:36.500000,0.2245628535747528,,2024-08-23,,,,2024-08-23T08:29:36.500000,,,,False,R50D6,
,True,2024-08-23_312,,,,Detection,AM,,,2024-08-23T08:30:35,0.801159679889679,,2024-08-23,,,,2024-08-23T08:30:35,,,,False,R50D6,
,True,2024-08-23_313,,,,Detection,AM,,,2024-08-23T08:32:20.960000,0.25473126769065857,,2024-08-23,,,,2024-08-23T08:32:20.960000,,,,False,R50D6,
,True,2024-08-23_314,,,,Detection,AM,,,2024-08-23T08:32:21.920000,0.15621444582939148,,2024-08-23,,,,2024-08-23T08:32:21.920000,,,,False,R50D6,
,True,2024-08-23_315,,,,Detection,AM,,,2024-08-23T08:32:38.690000,0.4996536374092102,,2024-08-23,,,,2024-08-23T08:32:38.690000,,,,False,R50D6,
,True,2024-08-23_316,,,,Detection,AM,,,2024-08-23T08:33:26.020000,0.11455866694450378,,2024-08-23,,,,2024-08-23T08:33:26.020000,,,,False,R50D6,
,True,2024-08-23_317,,,,Detection,AM,,,2024-08-23T08:34:48.980000,0.41953158378601074,,2024-08-23,,,,2024-08-23T08:34:48.980000,,,,False,R50D6,
