long,detected,unique_id,epi_distance,event_id,s_detected,provider,network,s_confidence,s_predicted,p_detected,p_confidence,lat,date,plot_path,p_error,depth,time,p_predicted,mag,s_error,catalogued,code,mag_type
,True,2024-08-23_318,,,,Detection,AM,,,2024-08-23T08:35:24.390000,0.2857585549354553,,2024-08-23,,,,2024-08-23T08:35:24.390000,,,,False,R50D6,
,True,2024-08-23_319,,,,Detection,AM,,,2024-08-23T08:36:07.030000,0.5466753244400024,,2024-08-23,,,,2024-08-23T08:36:07.030000,,,,False,R50D6,
,True,2024-08-23_320,,,,Detection,AM,,,2024-08-23T08:36:49.020000,0.4013727903366089,,2024-08-23,,,,2024-08-23T08:36:49.020000,,,,False,R50D6,
,True,2024-08-23_321,,,,Detection,AM,,,2024-08-23T08:37:16.940000,0.2627435624599457,,2024-08-23,,,,2024-08-23T08:37:16.940000,,,,False,R50D6,
,True,2024-08-23_322,,,,Detection,AM,,,2024-08-23T08:37:42.010000,0.8034825921058655,,2024-08-23,,,,2024-08-23T08:37:42.010000,,,,False,R50D6,
,True,2024-08-23_323,,,,Detection,AM,,,2024-08-23T08:38:05.170000,0.728078305721283,,2024-08-23,,,,2024-08-23T08:38:05.170000,,,,False,R50D6,
,True,2024-08-23_324,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T08:38:05.660000,,,,False,R50D6,
,True,2024-08-23_325,,,,Detection,AM,,,2024-08-23T08:39:06.020000,0.31523528695106506,,2024-08-23,,,,2024-08-23T08:39:06.020000,,,,False,R50D6,
,True,2024-08-23_326,,,,Detection,AM,,,2024-08-23T08:39:06.990000,0.21081684529781342,,2024-08-23,,,,2024-08-23T08:39:06.990000,,,,False,R50D6,
,True,2024-08-23_327,,,,Detection,AM,,,2024-08-23T08:39:53.010000,0.49407023191452026,,2024-08-23,,,,2024-08-23T08:39:53.010000,,,,False,R50D6,
,True,2024-08-23_328,,,,Detection,AM,,,2024-08-23T08:40:52.050000,0.2198246270418167,,2024-08-23,,,,2024-08-23T08:40:52.050000,,,,False,R50D6,
,True,2024-08-23_329,,,,Detection,AM,,,2024-08-23T08:40:53.080000,0.1063050925731659,,2024-08-23,,,,2024-08-23T08:40:53.080000,,,,False,R50D6,
,True,2024-08-23_330,,,,Detection,AM,,,2024-08-23T08:41:37.260000,0.14237141609191895,,2024-08-23,,,,2024-08-23T08:41:37.260000,,,,False,R50D6,
,True,2024-08-23_331,,,,Detection,AM,,,2024-08-23T08:42:20.010000,0.29547861218452454,,2024-08-23,,,,2024-08-23T08:42:20.010000,,,,False,R50D6,
,True,2024-08-23_332,,,,Detection,AM,,,2024-08-23T08:42:21.020000,0.1467427909374237,,2024-08-23,,,,2024-08-23T08:42:21.020000,,,,False,R50D6,
,True,2024-08-23_333,,,,Detection,AM,,,2024-08-23T08:43:36.970000,0.10297277569770813,,2024-08-23,,,,2024-08-23T08:43:36.970000,,,,False,R50D6,
,True,2024-08-23_334,,,,Detection,AM,,,2024-08-23T08:43:37.980000,0.6717034578323364,,2024-08-23,,,,2024-08-23T08:43:37.980000,,,,False,R50D6,
,True,2024-08-23_335,,,,Detection,AM,,,2024-08-23T08:45:50.970000,0.6927245259284973,,2024-08-23,,,,2024-08-23T08:45:50.970000,,,,False,R50D6,
,True,2024-08-23_336,,,,Detection,AM,,,2024-08-23T08:46:18.820000,0.5761368870735168,,2024-08-23,,,,2024-08-23T08:46:18.820000,,,,False,R50D6,
,True,2024-08-23_337,,,,Detection,AM,,,2024-08-23T08:46:23.850000,0.1853143274784088,,2024-08-23,,,,2024-08-23T08:46:23.850000,,,,False,R50D6,
,True,2024-08-23_338,,,,Detection,AM,,,2024-08-23T08:47:05.020000,0.7895296216011047,,2024-08-23,,,,2024-08-23T08:47:05.020000,,,,False,R50D6,
,True,2024-08-23_339,,,,Detection,AM,,,2024-08-23T08:47:28.360000,0.6361194849014282,,2024-08-23,,,,2024-08-23T08:47:28.360000,,,,False,R50D6,
,True,2024-08-23_340,,,,Detection,AM,,,2024-08-23T08:48:52.010000,0.47391390800476074,,2024-08-23,,,,2024-08-23T08:48:52.010000,,,,False,R50D6,
,True,2024-08-23_341,,,,Detection,AM,,,2024-08-23T08:49:22.040000,0.24478089809417725,,2024-08-23,,,,2024-08-23T08:49:22.040000,,,,False,R50D6,
,True,2024-08-23_342,,,,Detection,AM,,,2024-08-23T08:50:21.220000,0.12810632586479187,,2024-08-23,,,,2024-08-23T08:50:21.220000,,,,False,R50D6,
,True,2024-08-23_343,,,,Detection,AM,,,2024-08-23T08:50:52.030000,0.3806889057159424,,2024-08-23,,,,2024-08-23T08:50:52.030000,,,,False,R50D6,
,True,2024-08-23_344,,,,Detection,AM,,,2024-08-23T08:50:52.960000,0.2421804666519165,,2024-08-23,,,,2024-08-23T08:50:52.960000,,,,False,R50D6,
,True,2024-08-23_345,,,,Detection,AM,,,2024-08-23T08:56:35.970000,0.2559490501880646,,2024-08-23,,,,2024-08-23T08:56:35.970000,,,,False,R50D6,
,True,2024-08-23_346,,,,Detection,AM,,,2024-08-23T08:56:36.950000,0.1007385328412056,,2024-08-23,,,,2024-08-23T08:56:36.950000,,,,False,R50D6,
,True,2024-08-23_347,,,,Detection,AM,,,2024-08-23T08:57:05.010000,0.7622516751289368,,2024-08-23,,,,2024-08-23T08:57:05.010000,,,,False,R50D6,
,True,2024-08-23_348,,,,Detection,AM,,,2024-08-23T08:59:26.680000,0.6870154142379761,,2024-08-23,,,,2024-08-23T08:59:26.680000,,,,False,R50D6,
,True,2024-08-23_349,,,,Detection,AM,,,2024-08-23T09:01:35.960000,0.16324889659881592,,2024-08-23,,,,2024-08-23T09:01:35.960000,,,,False,R50D6,
,True,2024-08-23_350,,,,Detection,AM,,,2024-08-23T09:02:27.860000,0.1039409264922142,,2024-08-23,,,,2024-08-23T09:02:27.860000,,,,False,R50D6,
,True,2024-08-23_351,,,,Detection,AM,,,2024-08-23T09:04:05,0.14146414399147034,,2024-08-23,,,,2024-08-23T09:04:05,,,,False,R50D6,
,True,2024-08-23_352,,,,Detection,AM,,,2024-08-23T09:04:16.980000,0.39049574732780457,,2024-08-23,,,,2024-08-23T09:04:16.980000,,,,False,R50D6,
,True,2024-08-23_353,,,,Detection,AM,,,2024-08-23T09:04:50.240000,0.15061549842357635,,2024-08-23,,,,2024-08-23T09:04:50.240000,,,,False,R50D6,
,True,2024-08-23_354,,,,Detection,AM,,,2024-08-23T09:06:42.770000,0.6980746388435364,,2024-08-23,,,,2024-08-23T09:06:42.770000,,,,False,R50D6,
,True,2024-08-23_355,,,,Detection,AM,,,2024-08-23T09:07:07.930000,0.2047785222530365,,2024-08-23,,,,2024-08-23T09:07:07.930000,,,,False,R50D6,
,True,2024-08-23_356,,,,Detection,AM,,,2024-08-23T09:07:17.990000,0.4620794951915741,,2024-08-23,,,,2024-08-23T09:07:17.990000,,,,False,R50D6,
,True,2024-08-23_357,,,,Detection,AM,,,2024-08-23T09:09:07.010000,0.602495014667511,,2024-08-23,,,,2024-08-23T09:09:07.010000,,,,False,R50D6,
,True,2024-08-23_358,,,,Detection,AM,,,2024-08-23T09:10:07.910000,0.1982852965593338,,2024-08-23,,,,2024-08-23T09:10:07.910000,,,,False,R50D6,
,True,2024-08-23_359,,,,Detection,AM,,,2024-08-23T09:10:35.970000,0.1720210313796997,,2024-08-23,,,,2024-08-23T09:10:35.970000,,,,False,R50D6,
,True,2024-08-23_360,,,,Detection,AM,,,2024-08-23T09:10:37,0.7247982621192932,,2024-08-23,,,,2024-08-23T09:10:37,,,,False,R50D6,
,True,2024-08-23_361,,,,Detection,AM,,,2024-08-23T09:11:07,0.7972590327262878,,2024-08-23,,,,2024-08-23T09:11:07,,,,False,R50D6,
,True,2024-08-23_362,,,,Detection,AM,,,2024-08-23T09:11:36.010000,0.5252987146377563,,2024-08-23,,,,2024-08-23T09:11:36.010000,,,,False,R50D6,
,True,2024-08-23_363,,,,Detection,AM,,,2024-08-23T09:12:39.890000,0.4876285791397095,,2024-08-23,,,,2024-08-23T09:12:39.890000,,,,False,R50D6,
,True,2024-08-23_364,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T09:12:40.200000,,,,False,R50D6,
,True,2024-08-23_365,,,,Detection,AM,,,2024-08-23T09:16:37.030000,0.7994953393936157,,2024-08-23,,,,2024-08-23T09:16:37.030000,,,,False,R50D6,
,True,2024-08-23_366,,,,Detection,AM,,,2024-08-23T09:18:55.510000,0.22862906754016876,,2024-08-23,,,,2024-08-23T09:18:55.510000,,,,False,R50D6,
,True,2024-08-23_367,,,,Detection,AM,,,2024-08-23T09:20:06.990000,0.6563047766685486,,2024-08-23,,,,2024-08-23T09:20:06.990000,,,,False,R50D6,
,True,2024-08-23_368,,,,Detection,AM,,,2024-08-23T09:20:07.960000,0.11160420626401901,,2024-08-23,,,,2024-08-23T09:20:07.960000,,,,False,R50D6,
,True,2024-08-23_369,,,,Detection,AM,,,2024-08-23T09:22:40,0.37069380283355713,,2024-08-23,,,,2024-08-23T09:22:40,,,,False,R50D6,
,True,2024-08-23_370,,,,Detection,AM,,,2024-08-23T09:23:40.690000,0.7954661846160889,,2024-08-23,,,,2024-08-23T09:23:40.690000,,,,False,R50D6,
,True,2024-08-23_371,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T09:23:41.310000,,,,False,R50D6,
,True,2024-08-23_372,,,,Detection,AM,,,2024-08-23T09:24:35,0.13790251314640045,,2024-08-23,,,,2024-08-23T09:24:35,,,,False,R50D6,
,True,2024-08-23_373,,,,Detection,AM,,,2024-08-23T09:25:16.880000,0.4777035415172577,,2024-08-23,,,,2024-08-23T09:25:16.880000,,,,False,R50D6,
,True,2024-08-23_374,,,,Detection,AM,,,2024-08-23T09:26:38.990000,0.3665241599082947,,2024-08-23,,,,2024-08-23T09:26:38.990000,,,,False,R50D6,
,True,2024-08-23_375,,,,Detection,AM,,,2024-08-23T09:26:39.980000,0.7007820010185242,,2024-08-23,,,,2024-08-23T09:26:39.980000,,,,False,R50D6,
,True,2024-08-23_376,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T09:26:41.090000,,,,False,R50D6,
,True,2024-08-23_377,,,,Detection,AM,,,2024-08-23T09:28:54.990000,0.10067447274923325,,2024-08-23,,,,2024-08-23T09:28:54.990000,,,,False,R50D6,
,True,2024-08-23_378,,,,Detection,AM,,,2024-08-23T09:29:43.390000,0.5045034885406494,,2024-08-23,,,,2024-08-23T09:29:43.390000,,,,False,R50D6,
,True,2024-08-23_379,,,,Detection,AM,,,2024-08-23T09:30:30.560000,0.46323347091674805,,2024-08-23,,,,2024-08-23T09:30:30.560000,,,,False,R50D6,
,True,2024-08-23_380,,,,Detection,AM,,,2024-08-23T09:30:47.270000,0.7822582125663757,,2024-08-23,,,,2024-08-23T09:30:47.270000,,,,False,R50D6,
,True,2024-08-23_381,,,,Detection,AM,,,2024-08-23T09:31:23.030000,0.42767027020454407,,2024-08-23,,,,2024-08-23T09:31:23.030000,,,,False,R50D6,
,True,2024-08-23_382,,,,Detection,AM,,,2024-08-23T09:31:24.450000,0.24166344106197357,,2024-08-23,,,,2024-08-23T09:31:24.450000,,,,False,R50D6,
,True,2024-08-23_383,,,,Detection,AM,,,2024-08-23T09:32:35,0.24673709273338318,,2024-08-23,,,,2024-08-23T09:32:35,,,,False,R50D6,
,True,2024-08-23_384,,,,Detection,AM,,,2024-08-23T09:32:35.970000,0.1284802109003067,,2024-08-23,,,,2024-08-23T09:32:35.970000,,,,False,R50D6,
,True,2024-08-23_385,,,,Detection,AM,,,2024-08-23T09:33:11.880000,0.25309044122695923,,2024-08-23,,,,2024-08-23T09:33:11.880000,,,,False,R50D6,
,True,2024-08-23_386,,,,Detection,AM,,,2024-08-23T09:34:50.970000,0.16878193616867065,,2024-08-23,,,,2024-08-23T09:34:50.970000,,,,False,R50D6,
,True,2024-08-23_387,,,,Detection,AM,,,2024-08-23T09:34:53.060000,0.5962287187576294,,2024-08-23,,,,2024-08-23T09:34:53.060000,,,,False,R50D6,
,True,2024-08-23_388,,,,Detection,AM,,,2024-08-23T09:35:07.970000,0.17371085286140442,,2024-08-23,,,,2024-08-23T09:35:07.970000,,,,False,R50D6,
,True,2024-08-23_389,,,,Detection,AM,,,2024-08-23T09:35:08.990000,0.3810889720916748,,2024-08-23,,,,2024-08-23T09:35:08.990000,,,,False,R50D6,
,True,2024-08-23_390,,,,Detection,AM,,,2024-08-23T09:35:09.970000,0.19545327126979828,,2024-08-23,,,,2024-08-23T09:35:09.970000,,,,False,R50D6,
,True,2024-08-23_391,,,,Detection,AM,,,2024-08-23T09:37:42.990000,0.13089463114738464,,2024-08-23,,,,2024-08-23T09:37:42.990000,,,,False,R50D6,
,True,2024-08-23_392,,,,Detection,AM,,,2024-08-23T09:41:33.990000,0.24639226496219635,,2024-08-23,,,,2024-08-23T09:41:33.990000,,,,False,R50D6,
,True,2024-08-23_393,,,,Detection,AM,,,2024-08-23T09:44:05.970000,0.23059067130088806,,2024-08-23,,,,2024-08-23T09:44:05.970000,,,,False,R50D6,
,True,2024-08-23_394,,,,Detection,AM,,,2024-08-23T09:45:35.970000,0.17292986810207367,,2024-08-23,,,,2024-08-23T09:45:35.970000,,,,False,R50D6,
,True,2024-08-23_395,,,,Detection,AM,,,2024-08-23T09:45:37.010000,0.6338877081871033,,2024-08-23,,,,2024-08-23T09:45:37.010000,,,,False,R50D6,
,True,2024-08-23_396,,,,Detection,AM,,,2024-08-23T09:48:05,0.16863125562667847,,2024-08-23,,,,2024-08-23T09:48:05,,,,False,R50D6,
,True,2024-08-23_397,,,,Detection,AM,,,2024-08-23T09:48:05.970000,0.14089703559875488,,2024-08-23,,,,2024-08-23T09:48:05.970000,,,,False,R50D6,
,True,2024-08-23_398,,,,Detection,AM,,,2024-08-23T09:48:06.990000,0.1453752964735031,,2024-08-23,,,,2024-08-23T09:48:06.990000,,,,False,R50D6,
,True,2024-08-23_399,,,,Detection,AM,,,2024-08-23T09:48:07.980000,0.5714757442474365,,2024-08-23,,,,2024-08-23T09:48:07.980000,,,,False,R50D6,
,True,2024-08-23_400,,,,Detection,AM,,,2024-08-23T09:49:53.110000,0.5663305521011353,,2024-08-23,,,,2024-08-23T09:49:53.110000,,,,False,R50D6,
,True,2024-08-23_401,,,,Detection,AM,,,2024-08-23T09:49:54.040000,0.1011546328663826,,2024-08-23,,,,2024-08-23T09:49:54.040000,,,,False,R50D6,
,True,2024-08-23_402,,,,Detection,AM,,,2024-08-23T09:52:36.980000,0.43086421489715576,,2024-08-23,,,,2024-08-23T09:52:36.980000,,,,False,R50D6,
,True,2024-08-23_403,,,,Detection,AM,,,2024-08-23T09:52:37.960000,0.18028049170970917,,2024-08-23,,,,2024-08-23T09:52:37.960000,,,,False,R50D6,
,True,2024-08-23_404,,,,Detection,AM,,,2024-08-23T09:52:39.920000,0.17090903222560883,,2024-08-23,,,,2024-08-23T09:52:39.920000,,,,False,R50D6,
,True,2024-08-23_405,,,,Detection,AM,,,2024-08-23T09:54:22.820000,0.19804629683494568,,2024-08-23,,,,2024-08-23T09:54:22.820000,,,,False,R50D6,
,True,2024-08-23_406,,,,Detection,AM,,,2024-08-23T10:00:05.340000,0.49695467948913574,,2024-08-23,,,,2024-08-23T10:00:05.340000,,,,False,R50D6,
,True,2024-08-23_407,,,,Detection,AM,,,2024-08-23T10:01:07.760000,0.29690852761268616,,2024-08-23,,,,2024-08-23T10:01:07.760000,,,,False,R50D6,
,True,2024-08-23_408,,,,Detection,AM,,,2024-08-23T10:02:02.860000,0.14933821558952332,,2024-08-23,,,,2024-08-23T10:02:02.860000,,,,False,R50D6,
,True,2024-08-23_409,,,,Detection,AM,,,2024-08-23T10:02:35,0.190321683883667,,2024-08-23,,,,2024-08-23T10:02:35,,,,False,R50D6,
,True,2024-08-23_410,,,,Detection,AM,,,2024-08-23T10:02:35.970000,0.10435764491558075,,2024-08-23,,,,2024-08-23T10:02:35.970000,,,,False,R50D6,
,True,2024-08-23_411,,,,Detection,AM,,,2024-08-23T10:03:35,0.2709413766860962,,2024-08-23,,,,2024-08-23T10:03:35,,,,False,R50D6,
,True,2024-08-23_412,,,,Detection,AM,,,2024-08-23T10:06:20.700000,0.24836307764053345,,2024-08-23,,,,2024-08-23T10:06:20.700000,,,,False,R50D6,
,True,2024-08-23_413,,,,Detection,AM,,,2024-08-23T10:06:51.040000,0.7670590281486511,,2024-08-23,,,,2024-08-23T10:06:51.040000,,,,False,R50D6,
,True,2024-08-23_414,,,,Detection,AM,,,2024-08-23T10:06:51.880000,0.11653312295675278,,2024-08-23,,,,2024-08-23T10:06:51.880000,,,,False,R50D6,
,True,2024-08-23_415,,,,Detection,AM,,,2024-08-23T10:07:26.070000,0.6387986540794373,,2024-08-23,,,,2024-08-23T10:07:26.070000,,,,False,R50D6,
,True,2024-08-23_416,,,,Detection,AM,,,2024-08-23T10:08:40.910000,0.5910692811012268,,2024-08-23,,,,2024-08-23T10:08:40.910000,,,,False,R50D6,
,True,2024-08-23_417,,,,Detection,AM,,,2024-08-23T10:09:18.370000,0.6368356943130493,,2024-08-23,,,,2024-08-23T10:09:18.370000,,,,False,R50D6,
,True,2024-08-23_418,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T10:09:18.830000,,,,False,R50D6,
,True,2024-08-23_419,,,,Detection,AM,,,2024-08-23T10:10:02.900000,0.6134840250015259,,2024-08-23,,,,2024-08-23T10:10:02.900000,,,,False,R50D6,
,True,2024-08-23_420,,,,Detection,AM,,,2024-08-23T10:10:49.870000,0.23669609427452087,,2024-08-23,,,,2024-08-23T10:10:49.870000,,,,False,R50D6,
,True,2024-08-23_421,,,,Detection,AM,,,2024-08-23T10:10:50.980000,0.4216867685317993,,2024-08-23,,,,2024-08-23T10:10:50.980000,,,,False,R50D6,
,True,2024-08-23_422,,,,Detection,AM,,,2024-08-23T10:11:21.070000,0.505541980266571,,2024-08-23,,,,2024-08-23T10:11:21.070000,,,,False,R50D6,
,True,2024-08-23_423,,,,Detection,AM,,,2024-08-23T10:12:23.850000,0.1789824217557907,,2024-08-23,,,,2024-08-23T10:12:23.850000,,,,False,R50D6,
,True,2024-08-23_424,,,,Detection,AM,,,2024-08-23T10:13:51.020000,0.3701826333999634,,2024-08-23,,,,2024-08-23T10:13:51.020000,,,,False,R50D6,
,True,2024-08-23_425,,,,Detection,AM,,,2024-08-23T10:15:40.930000,0.2691941559314728,,2024-08-23,,,,2024-08-23T10:15:40.930000,,,,False,R50D6,
,True,2024-08-23_426,,,,Detection,AM,,,2024-08-23T10:16:22.020000,0.20355039834976196,,2024-08-23,,,,2024-08-23T10:16:22.020000,,,,False,R50D6,
,True,2024-08-23_427,,,,Detection,AM,,,2024-08-23T10:16:52.620000,0.1640230119228363,,2024-08-23,,,,2024-08-23T10:16:52.620000,,,,False,R50D6,
,True,2024-08-23_428,,,,Detection,AM,,,2024-08-23T10:18:19.150000,0.1275998204946518,,2024-08-23,,,,2024-08-23T10:18:19.150000,,,,False,R50D6,
,True,2024-08-23_429,,,,Detection,AM,,,2024-08-23T10:18:55.540000,0.7006250619888306,,2024-08-23,,,,2024-08-23T10:18:55.540000,,,,False,R50D6,
,True,2024-08-23_430,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T10:18:56.020000,,,,False,R50D6,
,True,2024-08-23_431,,,,Detection,AM,,,2024-08-23T10:20:57.100000,0.6951689124107361,,2024-08-23,,,,2024-08-23T10:20:57.100000,,,,False,R50D6,
,True,2024-08-23_432,,,,Detection,AM,,,2024-08-23T10:21:21.010000,0.6466006636619568,,2024-08-23,,,,2024-08-23T10:21:21.010000,,,,False,R50D6,
,True,2024-08-23_433,,,,Detection,AM,,,2024-08-23T10:23:24.070000,0.6767135858535767,,2024-08-23,,,,2024-08-23T10:23:24.070000,,,,False,R50D6,
,True,2024-08-23_434,,,,Detection,AM,,,2024-08-23T10:24:06.390000,0.525587797164917,,2024-08-23,,,,2024-08-23T10:24:06.390000,,,,False,R50D6,
,True,2024-08-23_435,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T10:24:06.870000,,,,False,R50D6,
,True,2024-08-23_436,,,,Detection,AM,,,2024-08-23T10:26:09.980000,0.8789507150650024,,2024-08-23,,,,2024-08-23T10:26:09.980000,,,,False,R50D6,
,True,2024-08-23_437,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T10:26:10.460000,,,,False,R50D6,
,True,2024-08-23_438,,,,Detection,AM,,,2024-08-23T10:27:36.880000,0.42223960161209106,,2024-08-23,,,,2024-08-23T10:27:36.880000,,,,False,R50D6,
,True,2024-08-23_439,,,,Detection,AM,,,2024-08-23T10:28:20.890000,0.11762106418609619,,2024-08-23,,,,2024-08-23T10:28:20.890000,,,,False,R50D6,
,True,2024-08-23_440,,,,Detection,AM,,,2024-08-23T10:28:21.880000,0.18841390311717987,,2024-08-23,,,,2024-08-23T10:28:21.880000,,,,False,R50D6,
,True,2024-08-23_441,,,,Detection,AM,,,2024-08-23T10:28:22.880000,0.10447946935892105,,2024-08-23,,,,2024-08-23T10:28:22.880000,,,,False,R50D6,
,True,2024-08-23_442,,,,Detection,AM,,,2024-08-23T10:28:52.040000,0.21382971107959747,,2024-08-23,,,,2024-08-23T10:28:52.040000,,,,False,R50D6,
,True,2024-08-23_443,,,,Detection,AM,,,2024-08-23T10:28:53.060000,0.22737471759319305,,2024-08-23,,,,2024-08-23T10:28:53.060000,,,,False,R50D6,
,True,2024-08-23_444,,,,Detection,AM,,,2024-08-23T10:29:08.990000,0.3542836606502533,,2024-08-23,,,,2024-08-23T10:29:08.990000,,,,False,R50D6,
,True,2024-08-23_445,,,,Detection,AM,,,2024-08-23T10:29:09.990000,0.44927892088890076,,2024-08-23,,,,2024-08-23T10:29:09.990000,,,,False,R50D6,
,True,2024-08-23_446,,,,Detection,AM,,,2024-08-23T10:30:23.980000,0.7804499268531799,,2024-08-23,,,,2024-08-23T10:30:23.980000,,,,False,R50D6,
,True,2024-08-23_447,,,,Detection,AM,,,2024-08-23T10:30:33.930000,0.11218436062335968,,2024-08-23,,,,2024-08-23T10:30:33.930000,,,,False,R50D6,
,True,2024-08-23_448,,,,Detection,AM,,,2024-08-23T10:30:35,0.12961392104625702,,2024-08-23,,,,2024-08-23T10:30:35,,,,False,R50D6,
,True,2024-08-23_449,,,,Detection,AM,,,2024-08-23T10:30:35.970000,0.17585380375385284,,2024-08-23,,,,2024-08-23T10:30:35.970000,,,,False,R50D6,
,True,2024-08-23_450,,,,Detection,AM,,,2024-08-23T10:34:05.110000,0.22208113968372345,,2024-08-23,,,,2024-08-23T10:34:05.110000,,,,False,R50D6,
,True,2024-08-23_451,,,,Detection,AM,,,2024-08-23T10:35:54.060000,0.6739010214805603,,2024-08-23,,,,2024-08-23T10:35:54.060000,,,,False,R50D6,
,True,2024-08-23_452,,,,Detection,AM,,,2024-08-23T10:36:50.030000,0.6165764927864075,,2024-08-23,,,,2024-08-23T10:36:50.030000,,,,False,R50D6,
,True,2024-08-23_453,,,,Detection,AM,,,2024-08-23T10:36:51.980000,0.1299075037240982,,2024-08-23,,,,2024-08-23T10:36:51.980000,,,,False,R50D6,
,True,2024-08-23_454,,,,Detection,AM,,,2024-08-23T10:37:22.970000,0.24022288620471954,,2024-08-23,,,,2024-08-23T10:37:22.970000,,,,False,R50D6,
,True,2024-08-23_455,,,,Detection,AM,,,2024-08-23T10:37:23.940000,0.12749285995960236,,2024-08-23,,,,2024-08-23T10:37:23.940000,,,,False,R50D6,
,True,2024-08-23_456,,,,Detection,AM,,,2024-08-23T10:37:28.410000,0.11585536599159241,,2024-08-23,,,,2024-08-23T10:37:28.410000,,,,False,R50D6,
,True,2024-08-23_457,,,,Detection,AM,,,2024-08-23T10:38:13.070000,0.2115708440542221,,2024-08-23,,,,2024-08-23T10:38:13.070000,,,,False,R50D6,
,True,2024-08-23_458,,,,Detection,AM,,,2024-08-23T10:40:53.100000,0.425066739320755,,2024-08-23,,,,2024-08-23T10:40:53.100000,,,,False,R50D6,
,True,2024-08-23_459,,,,Detection,AM,,,2024-08-23T10:40:54.050000,0.10946861654520035,,2024-08-23,,,,2024-08-23T10:40:54.050000,,,,False,R50D6,
,True,2024-08-23_460,,,,Detection,AM,,,2024-08-23T10:41:50.830000,0.754635751247406,,2024-08-23,,,,2024-08-23T10:41:50.830000,,,,False,R50D6,
,True,2024-08-23_461,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T10:41:51.240000,,,,False,R50D6,
,True,2024-08-23_462,,,,Detection,AM,,,2024-08-23T10:44:11,0.5766634345054626,,2024-08-23,,,,2024-08-23T10:44:11,,,,False,R50D6,
,True,2024-08-23_463,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T10:44:11.430000,,,,False,R50D6,
,True,2024-08-23_464,,,,Detection,AM,,,2024-08-23T10:44:30.770000,0.48660123348236084,,2024-08-23,,,,2024-08-23T10:44:30.770000,,,,False,R50D6,
,True,2024-08-23_465,,,,Detection,AM,,,2024-08-23T10:46:08.760000,0.4962906837463379,,2024-08-23,,,,2024-08-23T10:46:08.760000,,,,False,R50D6,
,True,2024-08-23_466,,,,Detection,AM,,,2024-08-23T10:46:31.510000,0.2988682985305786,,2024-08-23,,,,2024-08-23T10:46:31.510000,,,,False,R50D6,
,True,2024-08-23_467,,,,Detection,AM,,,2024-08-23T10:47:07.020000,0.8398263454437256,,2024-08-23,,,,2024-08-23T10:47:07.020000,,,,False,R50D6,
,True,2024-08-23_468,,,,Detection,AM,,,2024-08-23T10:47:10.410000,0.2158551961183548,,2024-08-23,,,,2024-08-23T10:47:10.410000,,,,False,R50D6,
,True,2024-08-23_469,,,,Detection,AM,,,2024-08-23T10:47:53.010000,0.13238270580768585,,2024-08-23,,,,2024-08-23T10:47:53.010000,,,,False,R50D6,
,True,2024-08-23_470,,,,Detection,AM,,,2024-08-23T10:47:54.020000,0.5856335163116455,,2024-08-23,,,,2024-08-23T10:47:54.020000,,,,False,R50D6,
,True,2024-08-23_471,,,,Detection,AM,,,2024-08-23T10:50:35.990000,0.7469484806060791,,2024-08-23,,,,2024-08-23T10:50:35.990000,,,,False,R50D6,
,True,2024-08-23_472,,,,Detection,AM,,,2024-08-23T10:53:05,0.712134599685669,,2024-08-23,,,,2024-08-23T10:53:05,,,,False,R50D6,
,True,2024-08-23_473,,,,Detection,AM,,,2024-08-23T10:53:36.950000,0.16683754324913025,,2024-08-23,,,,2024-08-23T10:53:36.950000,,,,False,R50D6,
,True,2024-08-23_474,,,,Detection,AM,,,2024-08-23T10:53:40.010000,0.24946144223213196,,2024-08-23,,,,2024-08-23T10:53:40.010000,,,,False,R50D6,
,True,2024-08-23_475,,,,Detection,AM,,,2024-08-23T10:55:38.010000,0.8503627777099609,,2024-08-23,,,,2024-08-23T10:55:38.010000,,,,False,R50D6,
,True,2024-08-23_476,,,,Detection,AM,,,2024-08-23T10:56:06.990000,0.851764976978302,,2024-08-23,,,,2024-08-23T10:56:06.990000,,,,False,R50D6,
,True,2024-08-23_477,,,,Detection,AM,,,,,,2024-08-23,,,,2024-08-23T10:56:07.410000,,,,False,R50D6,
,True,2024-08-23_478,,,,Detection,AM,,,2024-08-23T11:00:44.740000,0.8405171036720276,,2024-08-23,,,,2024-08-23T11:00:44.740000,,,,False,R50D6,
,True,2024-08-23_479,,,,Detection,AM,,,2024-08-23T11:01:39.010000,0.42795029282569885,,2024-08-23,,,,2024-08-23T11:01:39.010000,,,,False,R50D6,
,True,2024-08-23_480,,,,Detection,AM,,,2024-08-23T11:01:39.990000,0.45650210976600647,,2024-08-23,,,,2024-08-23T11:01:39.990000,,,,False,R50D6,
