detected,mag,network,date,p_error,long,s_detected,mag_type,depth,s_confidence,time,provider,event_id,p_predicted,code,s_error,epi_distance,p_confidence,s_predicted,catalogued,lat,unique_id,p_detected,plot_path
True,,AM,2024-08-23,,,,,,,2024-08-23T11:06:06.790000,Detection,,,R50D6,,,0.7532863020896912,,False,,2024-08-23_327,2024-08-23T11:06:06.790000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:06:28.610000,Detection,,,R50D6,,,0.2029908001422882,,False,,2024-08-23_328,2024-08-23T11:06:28.610000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:08:48.610000,Detection,,,R50D6,,,0.2526850402355194,,False,,2024-08-23_329,2024-08-23T11:08:48.610000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:10:24.010000,Detection,,,R50D6,,,0.4563349485397339,,False,,2024-08-23_330,2024-08-23T11:10:24.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:11:49.900000,Detection,,,R50D6,,,0.506072998046875,,False,,2024-08-23_331,2024-08-23T11:11:49.900000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:16:36,Detection,,,R50D6,,,0.5368264317512512,,False,,2024-08-23_332,2024-08-23T11:16:36,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:21:54.090000,Detection,,,R50D6,,,0.3624173998832702,,False,,2024-08-23_333,2024-08-23T11:21:54.090000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:22:09.230000,Detection,,,R50D6,,,0.2438733130693435,,False,,2024-08-23_334,2024-08-23T11:22:09.230000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:22:35,Detection,,,R50D6,,,0.6159912347793579,,False,,2024-08-23_335,2024-08-23T11:22:35,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:23:52.090000,Detection,,,R50D6,,,0.8049753904342651,,False,,2024-08-23_336,2024-08-23T11:23:52.090000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:24:23.260000,Detection,,,R50D6,,,0.2976208031177521,,False,,2024-08-23_337,2024-08-23T11:24:23.260000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:24:54.770000,Detection,,,R50D6,,,0.8284213542938232,,False,,2024-08-23_338,2024-08-23T11:24:54.770000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:26:05.030000,Detection,,,R50D6,,,0.7660468220710754,,False,,2024-08-23_339,2024-08-23T11:26:05.030000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:27:53.130000,Detection,,,R50D6,,,0.4359166324138641,,False,,2024-08-23_340,2024-08-23T11:27:53.130000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:28:23.940000,Detection,,,R50D6,,,0.8309447169303894,,False,,2024-08-23_341,2024-08-23T11:28:23.940000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:28:24.440000,Detection,,,R50D6,,,,,False,,2024-08-23_342,,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:29:19.690000,Detection,,,R50D6,,,0.8348548412322998,,False,,2024-08-23_343,2024-08-23T11:29:19.690000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:30:09.910000,Detection,,,R50D6,,,0.2151664048433303,,False,,2024-08-23_344,2024-08-23T11:30:09.910000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:31:09,Detection,,,R50D6,,,0.5080317258834839,,False,,2024-08-23_345,2024-08-23T11:31:09,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:31:09.980000,Detection,,,R50D6,,,0.5377440452575684,,False,,2024-08-23_346,2024-08-23T11:31:09.980000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:32:24.080000,Detection,,,R50D6,,,0.4801881313323974,,False,,2024-08-23_347,2024-08-23T11:32:24.080000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:35:49.490000,Detection,,,R50D6,,,0.2373518794775009,,False,,2024-08-23_348,2024-08-23T11:35:49.490000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:37:38.960000,Detection,,,R50D6,,,0.334349513053894,,False,,2024-08-23_349,2024-08-23T11:37:38.960000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:45:11.380000,Detection,,,R50D6,,,0.2980533540248871,,False,,2024-08-23_350,2024-08-23T11:45:11.380000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:45:35.030000,Detection,,,R50D6,,,0.4008689224720001,,False,,2024-08-23_351,2024-08-23T11:45:35.030000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:47:37,Detection,,,R50D6,,,0.8469082713127136,,False,,2024-08-23_352,2024-08-23T11:47:37,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:48:07,Detection,,,R50D6,,,0.7976272702217102,,False,,2024-08-23_353,2024-08-23T11:48:07,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:49:05.050000,Detection,,,R50D6,,,0.269398421049118,,False,,2024-08-23_354,2024-08-23T11:49:05.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:49:24.130000,Detection,,,R50D6,,,0.5566328763961792,,False,,2024-08-23_355,2024-08-23T11:49:24.130000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:51:36.010000,Detection,,,R50D6,,,0.8710283041000366,,False,,2024-08-23_356,2024-08-23T11:51:36.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:52:25.020000,Detection,,,R50D6,,,0.213150292634964,,False,,2024-08-23_357,2024-08-23T11:52:25.020000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:53:05,Detection,,,R50D6,,,0.7361916303634644,,False,,2024-08-23_358,2024-08-23T11:53:05,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:55:06,Detection,,,R50D6,,,0.8418461680412292,,False,,2024-08-23_359,2024-08-23T11:55:06,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:56:36.940000,Detection,,,R50D6,,,0.3038632273674011,,False,,2024-08-23_360,2024-08-23T11:56:36.940000,
True,,AM,2024-08-23,,,,,,,2024-08-23T11:59:14.200000,Detection,,,R50D6,,,0.4102082252502441,,False,,2024-08-23_361,2024-08-23T11:59:14.200000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:00:18.050000,Detection,,,R50D6,,,0.7237363457679749,,False,,2024-08-23_362,2024-08-23T12:00:18.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:02:11,Detection,,,R50D6,,,0.6054444313049316,,False,,2024-08-23_363,2024-08-23T12:02:11,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:03:06.030000,Detection,,,R50D6,,,0.316065639257431,,False,,2024-08-23_364,2024-08-23T12:03:06.030000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:08:25.420000,Detection,,,R50D6,,,0.2004016488790512,,False,,2024-08-23_365,2024-08-23T12:08:25.420000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:08:53.170000,Detection,,,R50D6,,,0.4862345457077026,,False,,2024-08-23_366,2024-08-23T12:08:53.170000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:08:54.170000,Detection,,,R50D6,,,,,False,,2024-08-23_367,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:11:07.890000,Detection,,,R50D6,,,0.2545097470283508,,False,,2024-08-23_368,2024-08-23T12:11:07.890000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:12:14.310000,Detection,,,R50D6,,,0.4410747289657593,,False,,2024-08-23_369,2024-08-23T12:12:14.310000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:14:34.080000,Detection,,,R50D6,,,0.6539497375488281,,False,,2024-08-23_370,2024-08-23T12:14:34.080000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:19:22.010000,Detection,,,R50D6,,,0.5021159052848816,,False,,2024-08-23_371,2024-08-23T12:19:22.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:19:23.040000,Detection,,,R50D6,,,0.3179111778736114,,False,,2024-08-23_372,2024-08-23T12:19:23.040000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:20:21.460000,Detection,,,R50D6,,,0.6420271992683411,,False,,2024-08-23_373,2024-08-23T12:20:21.460000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:20:22,Detection,,,R50D6,,,,,False,,2024-08-23_374,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:20:43.550000,Detection,,,R50D6,,,0.5145777463912964,,False,,2024-08-23_375,2024-08-23T12:20:43.550000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:20:44.140000,Detection,,,R50D6,,,,,False,,2024-08-23_376,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:22:52.070000,Detection,,,R50D6,,,0.7979549169540405,,False,,2024-08-23_377,2024-08-23T12:22:52.070000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:23:28.020000,Detection,,,R50D6,,,0.7502608895301819,,False,,2024-08-23_378,2024-08-23T12:23:28.020000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:23:50.010000,Detection,,,R50D6,,,0.4557377398014068,,False,,2024-08-23_379,2024-08-23T12:23:50.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:24:08.050000,Detection,,,R50D6,,,0.6199240684509277,,False,,2024-08-23_380,2024-08-23T12:24:08.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:24:51.770000,Detection,,,R50D6,,,0.656689465045929,,False,,2024-08-23_381,2024-08-23T12:24:51.770000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:26:06.980000,Detection,,,R50D6,,,0.2751426100730896,,False,,2024-08-23_382,2024-08-23T12:26:06.980000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:26:07.990000,Detection,,,R50D6,,,0.7456468939781189,,False,,2024-08-23_383,2024-08-23T12:26:07.990000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:26:46.430000,Detection,,,R50D6,,,0.8551331162452698,,False,,2024-08-23_384,2024-08-23T12:26:46.430000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:26:47.030000,Detection,,,R50D6,,,,,False,,2024-08-23_385,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:27:23.280000,Detection,,,R50D6,,,0.5923578143119812,,False,,2024-08-23_386,2024-08-23T12:27:23.280000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:31:03.690000,Detection,,,R50D6,,,0.5359687805175781,,False,,2024-08-23_387,2024-08-23T12:31:03.690000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:31:04.260000,Detection,,,R50D6,,,,,False,,2024-08-23_388,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:31:17.220000,Detection,,,R50D6,,,0.4987837076187134,,False,,2024-08-23_389,2024-08-23T12:31:17.220000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:31:17.870000,Detection,,,R50D6,,,,,False,,2024-08-23_390,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:31:34.070000,Detection,,,R50D6,,,0.2697186470031738,,False,,2024-08-23_391,2024-08-23T12:31:34.070000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:31:43.980000,Detection,,,R50D6,,,0.312266856431961,,False,,2024-08-23_392,2024-08-23T12:31:43.980000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:32:37.340000,Detection,,,R50D6,,,0.4750829339027405,,False,,2024-08-23_393,2024-08-23T12:32:37.340000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:32:49.070000,Detection,,,R50D6,,,0.5053302645683289,,False,,2024-08-23_394,2024-08-23T12:32:49.070000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:33:06.740000,Detection,,,R50D6,,,0.7295646667480469,,False,,2024-08-23_395,2024-08-23T12:33:06.740000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:33:27.180000,Detection,,,R50D6,,,0.7647654414176941,,False,,2024-08-23_396,2024-08-23T12:33:27.180000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:33:27.790000,Detection,,,R50D6,,,,,False,,2024-08-23_397,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:34:08,Detection,,,R50D6,,,0.8297829031944275,,False,,2024-08-23_398,2024-08-23T12:34:08,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:34:56.030000,Detection,,,R50D6,,,0.5000689625740051,,False,,2024-08-23_399,2024-08-23T12:34:56.030000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:35:09.100000,Detection,,,R50D6,,,0.5850868821144104,,False,,2024-08-23_400,2024-08-23T12:35:09.100000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:36:44.510000,Detection,,,R50D6,,,0.4758483171463012,,False,,2024-08-23_401,2024-08-23T12:36:44.510000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:37:28.050000,Detection,,,R50D6,,,0.7307946085929871,,False,,2024-08-23_402,2024-08-23T12:37:28.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:37:28.700000,Detection,,,R50D6,,,,,False,,2024-08-23_403,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:38:18.740000,Detection,,,R50D6,,,0.2799752652645111,,False,,2024-08-23_404,2024-08-23T12:38:18.740000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:39:00.050000,Detection,,,R50D6,,,0.2029461115598678,,False,,2024-08-23_405,2024-08-23T12:39:00.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:39:31.080000,Detection,,,R50D6,,,0.8189215064048767,,False,,2024-08-23_406,2024-08-23T12:39:31.080000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:39:32.540000,Detection,,,R50D6,,,,,False,,2024-08-23_407,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:40:12.290000,Detection,,,R50D6,,,,,False,,2024-08-23_408,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:41:05.970000,Detection,,,R50D6,,,0.2343387752771377,,False,,2024-08-23_409,2024-08-23T12:41:05.970000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:41:12.290000,Detection,,,R50D6,,,0.4598663449287414,,False,,2024-08-23_410,2024-08-23T12:41:12.290000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:41:36,Detection,,,R50D6,,,0.925369918346405,,False,,2024-08-23_411,2024-08-23T12:41:36,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:41:37.980000,Detection,,,R50D6,,,,,False,,2024-08-23_412,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:42:10.880000,Detection,,,R50D6,,,0.5797897577285767,,False,,2024-08-23_413,2024-08-23T12:42:10.880000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:43:37.490000,Detection,,,R50D6,,,0.5598912835121155,,False,,2024-08-23_414,2024-08-23T12:43:37.490000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:44:15.080000,Detection,,,R50D6,,,0.7069657444953918,,False,,2024-08-23_415,2024-08-23T12:44:15.080000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:45:21.990000,Detection,,,R50D6,,,0.6334571242332458,,False,,2024-08-23_416,2024-08-23T12:45:21.990000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:46:13.240000,Detection,,,R50D6,,,0.8965373635292053,,False,,2024-08-23_417,2024-08-23T12:46:13.240000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:46:13.800000,Detection,,,R50D6,,,,,False,,2024-08-23_418,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:47:16.050000,Detection,,,R50D6,,,0.2285408228635788,,False,,2024-08-23_419,2024-08-23T12:47:16.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:48:27.470000,Detection,,,R50D6,,,0.4342547357082367,,False,,2024-08-23_420,2024-08-23T12:48:27.470000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:48:45.910000,Detection,,,R50D6,,,0.5088198781013489,,False,,2024-08-23_421,2024-08-23T12:48:45.910000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:49:54.050000,Detection,,,R50D6,,,0.7590869069099426,,False,,2024-08-23_422,2024-08-23T12:49:54.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:51:06.960000,Detection,,,R50D6,,,0.2326283007860183,,False,,2024-08-23_423,2024-08-23T12:51:06.960000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:51:46.260000,Detection,,,R50D6,,,0.72120201587677,,False,,2024-08-23_424,2024-08-23T12:51:46.260000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:52:28.120000,Detection,,,R50D6,,,0.8184279799461365,,False,,2024-08-23_425,2024-08-23T12:52:28.120000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:52:29.370000,Detection,,,R50D6,,,,,False,,2024-08-23_426,,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:54:39.010000,Detection,,,R50D6,,,0.4416919350624084,,False,,2024-08-23_427,2024-08-23T12:54:39.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:55:21.040000,Detection,,,R50D6,,,0.7017324566841125,,False,,2024-08-23_428,2024-08-23T12:55:21.040000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:56:25.850000,Detection,,,R50D6,,,0.7041261196136475,,False,,2024-08-23_429,2024-08-23T12:56:25.850000,
True,,AM,2024-08-23,,,,,,,2024-08-23T12:57:39,Detection,,,R50D6,,,0.6683697700500488,,False,,2024-08-23_430,2024-08-23T12:57:39,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:00:54.040000,Detection,,,R50D6,,,0.4280917346477508,,False,,2024-08-23_431,2024-08-23T13:00:54.040000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:05:46.060000,Detection,,,R50D6,,,0.8494762778282166,,False,,2024-08-23_432,2024-08-23T13:05:46.060000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:06:51.990000,Detection,,,R50D6,,,0.3462316989898681,,False,,2024-08-23_433,2024-08-23T13:06:51.990000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:09:05,Detection,,,R50D6,,,0.7472119927406311,,False,,2024-08-23_434,2024-08-23T13:09:05,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:09:05.580000,Detection,,,R50D6,,,0.6460855603218079,,False,,2024-08-23_435,2024-08-23T13:09:05.580000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:09:07.630000,Detection,,,R50D6,,,,,False,,2024-08-23_436,,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:10:44.610000,Detection,,,R50D6,,,0.8048495650291443,,False,,2024-08-23_437,2024-08-23T13:10:44.610000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:11:11.950000,Detection,,,R50D6,,,0.6445269584655762,,False,,2024-08-23_438,2024-08-23T13:11:11.950000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:11:51.130000,Detection,,,R50D6,,,0.3866651654243469,,False,,2024-08-23_439,2024-08-23T13:11:51.130000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:15:05,Detection,,,R50D6,,,0.2765978574752807,,False,,2024-08-23_440,2024-08-23T13:15:05,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:15:53.960000,Detection,,,R50D6,,,0.3000624775886535,,False,,2024-08-23_441,2024-08-23T13:15:53.960000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:16:23.050000,Detection,,,R50D6,,,0.5265661478042603,,False,,2024-08-23_442,2024-08-23T13:16:23.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:17:23.030000,Detection,,,R50D6,,,0.4117647111415863,,False,,2024-08-23_443,2024-08-23T13:17:23.030000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:18:38.810000,Detection,,,R50D6,,,0.6442685127258301,,False,,2024-08-23_444,2024-08-23T13:18:38.810000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:19:22.070000,Detection,,,R50D6,,,0.7561345100402832,,False,,2024-08-23_445,2024-08-23T13:19:22.070000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:20:10,Detection,,,R50D6,,,0.7610329389572144,,False,,2024-08-23_446,2024-08-23T13:20:10,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:21:06,Detection,,,R50D6,,,0.6608037948608398,,False,,2024-08-23_447,2024-08-23T13:21:06,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:26:53.050000,Detection,,,R50D6,,,0.5003687143325806,,False,,2024-08-23_448,2024-08-23T13:26:53.050000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:26:54.060000,Detection,,,R50D6,,,0.3461658954620361,,False,,2024-08-23_449,2024-08-23T13:26:54.060000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:27:11.860000,Detection,,,R50D6,,,0.4998678267002105,,False,,2024-08-23_450,2024-08-23T13:27:11.860000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:32:15.860000,Detection,,,R50D6,,,0.3958035111427307,,False,,2024-08-23_451,2024-08-23T13:32:15.860000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:33:06,Detection,,,R50D6,,,0.3009780943393707,,False,,2024-08-23_452,2024-08-23T13:33:06,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:38:07.990000,Detection,,,R50D6,,,0.6683614253997803,,False,,2024-08-23_453,2024-08-23T13:38:07.990000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:38:09,Detection,,,R50D6,,,0.2187569290399551,,False,,2024-08-23_454,2024-08-23T13:38:09,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:38:39,Detection,,,R50D6,,,0.5283734202384949,,False,,2024-08-23_455,2024-08-23T13:38:39,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:39:49.010000,Detection,,,R50D6,,,0.3182603120803833,,False,,2024-08-23_456,2024-08-23T13:39:49.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:41:09.140000,Detection,,,R50D6,,,0.5681012272834778,,False,,2024-08-23_457,2024-08-23T13:41:09.140000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:42:12.750000,Detection,,,R50D6,,,0.412955492734909,,False,,2024-08-23_458,2024-08-23T13:42:12.750000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:42:13.120000,Detection,,,R50D6,,,,,False,,2024-08-23_459,,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:43:46.020000,Detection,,,R50D6,,,0.8010663986206055,,False,,2024-08-23_460,2024-08-23T13:43:46.020000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:45:06,Detection,,,R50D6,,,0.8386141061782837,,False,,2024-08-23_461,2024-08-23T13:45:06,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:46:43.860000,Detection,,,R50D6,,,0.2550375759601593,,False,,2024-08-23_462,2024-08-23T13:46:43.860000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:47:35,Detection,,,R50D6,,,0.3676981031894684,,False,,2024-08-23_463,2024-08-23T13:47:35,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:47:36.010000,Detection,,,R50D6,,,0.5427922010421753,,False,,2024-08-23_464,2024-08-23T13:47:36.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:47:38.300000,Detection,,,R50D6,,,,,False,,2024-08-23_465,,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:50:30.720000,Detection,,,R50D6,,,0.4016115069389343,,False,,2024-08-23_466,2024-08-23T13:50:30.720000,
True,,AM,2024-08-23,,,,,,,2024-08-23T13:51:00.540000,Detection,,,R50D6,,,0.5679691433906555,,False,,2024-08-23_467,2024-08-23T13:51:00.540000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:02:11.300000,Detection,,,R50D6,,,0.7253427505493164,,False,,2024-08-23_468,2024-08-23T14:02:11.300000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:04:10.960000,Detection,,,R50D6,,,0.9144062995910645,,False,,2024-08-23_469,2024-08-23T14:04:10.960000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:13:54.470000,Detection,,,R50D6,,,0.5113586783409119,,False,,2024-08-23_470,2024-08-23T14:13:54.470000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:16:27.250000,Detection,,,R50D6,,,0.8389894962310791,,False,,2024-08-23_471,2024-08-23T14:16:27.250000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:17:14.960000,Detection,,,R50D6,,,0.5810365080833435,,False,,2024-08-23_472,2024-08-23T14:17:14.960000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:20:53.220000,Detection,,,R50D6,,,0.5369227528572083,,False,,2024-08-23_473,2024-08-23T14:20:53.220000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:21:21.900000,Detection,,,R50D6,,,0.3177601397037506,,False,,2024-08-23_474,2024-08-23T14:21:21.900000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:24:47.520000,Detection,,,R50D6,,,0.8600866794586182,,False,,2024-08-23_475,2024-08-23T14:24:47.520000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:31:55.290000,Detection,,,R50D6,,,0.7098637223243713,,False,,2024-08-23_476,2024-08-23T14:31:55.290000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:33:24.500000,Detection,,,R50D6,,,0.7556645274162292,,False,,2024-08-23_477,2024-08-23T14:33:24.500000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:34:28.250000,Detection,,,R50D6,,,0.8735633492469788,,False,,2024-08-23_478,2024-08-23T14:34:28.250000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:36:08,Detection,,,R50D6,,,0.8576411604881287,,False,,2024-08-23_479,2024-08-23T14:36:08,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:42:24.820000,Detection,,,R50D6,,,0.8164463043212891,,False,,2024-08-23_480,2024-08-23T14:42:24.820000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:42:46.320000,Detection,,,R50D6,,,0.4790851175785064,,False,,2024-08-23_481,2024-08-23T14:42:46.320000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:43:25.180000,Detection,,,R50D6,,,0.7204030752182007,,False,,2024-08-23_482,2024-08-23T14:43:25.180000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:44:25.770000,Detection,,,R50D6,,,0.8916822671890259,,False,,2024-08-23_483,2024-08-23T14:44:25.770000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:45:26.010000,Detection,,,R50D6,,,0.9103848338127136,,False,,2024-08-23_484,2024-08-23T14:45:26.010000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:47:30.230000,Detection,,,R50D6,,,0.8060945272445679,,False,,2024-08-23_485,2024-08-23T14:47:30.230000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:51:21.130000,Detection,,,R50D6,,,0.5550072193145752,,False,,2024-08-23_486,2024-08-23T14:51:21.130000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:51:21.640000,Detection,,,R50D6,,,,,False,,2024-08-23_487,,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:55:43.760000,Detection,,,R50D6,,,0.6433010697364807,,False,,2024-08-23_488,2024-08-23T14:55:43.760000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:55:44.110000,Detection,,,R50D6,,,,,False,,2024-08-23_489,,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:58:19.510000,Detection,,,R50D6,,,0.7389341592788696,,False,,2024-08-23_490,2024-08-23T14:58:19.510000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:58:53.120000,Detection,,,R50D6,,,0.2034284919500351,,False,,2024-08-23_491,2024-08-23T14:58:53.120000,
True,,AM,2024-08-23,,,,,,,2024-08-23T14:59:30.030000,Detection,,,R50D6,,,0.8103554844856262,,False,,2024-08-23_492,2024-08-23T14:59:30.030000,
