p_detected,s_error,s_confidence,date,code,s_predicted,depth,long,event_id,network,mag,lat,s_detected,time,unique_id,plot_path,mag_type,catalogued,p_confidence,epi_distance,detected,provider,p_error,p_predicted
2024-07-01T06:39:52.130000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:39:52.130000,2024-07-01_116,,,False,0.408540666103363,,True,Detection,,
2024-07-01T06:42:08.010000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:42:08.010000,2024-07-01_117,,,False,0.6692759394645691,,True,Detection,,
2024-07-01T06:42:19.860000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:42:19.860000,2024-07-01_118,,,False,0.3756718337535858,,True,Detection,,
2024-07-01T06:47:36.010000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:47:36.010000,2024-07-01_119,,,False,0.61043781042099,,True,Detection,,
2024-07-01T06:48:12.010000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:48:12.010000,2024-07-01_120,,,False,0.2602820694446563,,True,Detection,,
2024-07-01T06:53:16.340000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:53:16.340000,2024-07-01_121,,,False,0.6549109816551208,,True,Detection,,
2024-07-01T06:54:39.010000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:54:39.010000,2024-07-01_122,,,False,0.6642279028892517,,True,Detection,,
2024-07-01T06:55:20.930000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:55:20.930000,2024-07-01_123,,,False,0.5574246644973755,,True,Detection,,
2024-07-01T06:56:37,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:56:37,2024-07-01_124,,,False,0.7165320515632629,,True,Detection,,
2024-07-01T06:57:28.060000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T06:57:28.060000,2024-07-01_125,,,False,0.6413331031799316,,True,Detection,,
2024-07-01T07:02:22.240000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:02:22.240000,2024-07-01_126,,,False,0.2859408259391784,,True,Detection,,
2024-07-01T07:03:39,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:03:39,2024-07-01_127,,,False,0.92301207780838,,True,Detection,,
2024-07-01T07:04:08.980000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:04:08.980000,2024-07-01_128,,,False,0.5720937252044678,,True,Detection,,
2024-07-01T07:05:18,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:05:18,2024-07-01_129,,,False,0.3072038292884826,,True,Detection,,
2024-07-01T07:05:53.060000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:05:53.060000,2024-07-01_130,,,False,0.3312718272209167,,True,Detection,,
2024-07-01T07:05:54.030000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:05:54.030000,2024-07-01_131,,,False,0.4527263343334198,,True,Detection,,
2024-07-01T07:07:23.970000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:07:23.970000,2024-07-01_132,,,False,0.7586461305618286,,True,Detection,,
2024-07-01T07:07:41.780000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:07:41.780000,2024-07-01_133,,,False,0.2607650756835937,,True,Detection,,
2024-07-01T07:10:05,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:10:05,2024-07-01_134,,,False,0.3874141573905945,,True,Detection,,
2024-07-01T07:10:06.990000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:10:06.990000,2024-07-01_135,,,False,0.2122585177421569,,True,Detection,,
2024-07-01T07:11:06,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:11:06,2024-07-01_136,,,False,0.520377516746521,,True,Detection,,
2024-07-01T07:14:07.220000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:14:07.220000,2024-07-01_137,,,False,0.4807567298412323,,True,Detection,,
2024-07-01T07:17:51.950000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:17:51.950000,2024-07-01_138,,,False,0.7389729022979736,,True,Detection,,
2024-07-01T07:21:20.560000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:21:20.560000,2024-07-01_139,,,False,0.4022399485111236,,True,Detection,,
,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:21:20.910000,2024-07-01_140,,,False,,,True,Detection,,
2024-07-01T07:22:28.090000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:22:28.090000,2024-07-01_141,,,False,0.2310321629047393,,True,Detection,,
2024-07-01T07:25:08.410000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:25:08.410000,2024-07-01_142,,,False,0.5579239726066589,,True,Detection,,
