unique_id,p_error,network,s_confidence,p_predicted,p_detected,s_predicted,code,lat,plot_path,epi_distance,mag_type,provider,p_confidence,detected,catalogued,s_error,long,date,time,s_detected,mag,event_id,depth
2024-07-01_506,,AM,,,2024-07-01T13:00:43.130000,,R50D6,,,,,Detection,0.4652695059776306,True,False,,,2024-07-01,2024-07-01T13:00:43.130000,,,,
2024-07-01_507,,AM,,,2024-07-01T13:01:24.140000,,R50D6,,,,,Detection,0.7075677514076233,True,False,,,2024-07-01,2024-07-01T13:01:24.140000,,,,
2024-07-01_508,,AM,,,2024-07-01T13:01:48.700000,,R50D6,,,,,Detection,0.633109986782074,True,False,,,2024-07-01,2024-07-01T13:01:48.700000,,,,
2024-07-01_509,,AM,,,2024-07-01T13:03:49.010000,,R50D6,,,,,Detection,0.1162733882665634,True,False,,,2024-07-01,2024-07-01T13:03:49.010000,,,,
2024-07-01_510,,AM,,,2024-07-01T13:03:51,,R50D6,,,,,Detection,0.1688745319843292,True,False,,,2024-07-01,2024-07-01T13:03:51,,,,
2024-07-01_511,,AM,,,2024-07-01T13:03:52,,R50D6,,,,,Detection,0.1515616327524185,True,False,,,2024-07-01,2024-07-01T13:03:52,,,,
2024-07-01_512,,AM,,,2024-07-01T13:03:53.030000,,R50D6,,,,,Detection,0.1414772272109985,True,False,,,2024-07-01,2024-07-01T13:03:53.030000,,,,
2024-07-01_513,,AM,,,2024-07-01T13:07:12.720000,,R50D6,,,,,Detection,0.7392475605010986,True,False,,,2024-07-01,2024-07-01T13:07:12.720000,,,,
2024-07-01_514,,AM,,,2024-07-01T13:10:20.020000,,R50D6,,,,,Detection,0.5006851553916931,True,False,,,2024-07-01,2024-07-01T13:10:20.020000,,,,
2024-07-01_515,,AM,,,2024-07-01T13:10:52,,R50D6,,,,,Detection,0.1687326729297638,True,False,,,2024-07-01,2024-07-01T13:10:52,,,,
2024-07-01_516,,AM,,,2024-07-01T13:12:22.380000,,R50D6,,,,,Detection,0.3632917404174804,True,False,,,2024-07-01,2024-07-01T13:12:22.380000,,,,
2024-07-01_517,,AM,,,2024-07-01T13:12:52.030000,,R50D6,,,,,Detection,0.4834777116775512,True,False,,,2024-07-01,2024-07-01T13:12:52.030000,,,,
2024-07-01_518,,AM,,,2024-07-01T13:13:26.690000,,R50D6,,,,,Detection,0.7826720476150513,True,False,,,2024-07-01,2024-07-01T13:13:26.690000,,,,
2024-07-01_519,,AM,,,2024-07-01T13:14:06.010000,,R50D6,,,,,Detection,0.8697338104248047,True,False,,,2024-07-01,2024-07-01T13:14:06.010000,,,,
2024-07-01_520,,AM,,,2024-07-01T13:14:46.700000,,R50D6,,,,,Detection,0.5211973786354065,True,False,,,2024-07-01,2024-07-01T13:14:46.700000,,,,
2024-07-01_521,,AM,,,2024-07-01T13:16:09.960000,,R50D6,,,,,Detection,0.1249951422214508,True,False,,,2024-07-01,2024-07-01T13:16:09.960000,,,,
2024-07-01_522,,AM,,,2024-07-01T13:16:10.960000,,R50D6,,,,,Detection,0.5920084118843079,True,False,,,2024-07-01,2024-07-01T13:16:10.960000,,,,
2024-07-01_523,,AM,,,2024-07-01T13:16:32.590000,,R50D6,,,,,Detection,0.1102867871522903,True,False,,,2024-07-01,2024-07-01T13:16:32.590000,,,,
2024-07-01_524,,AM,,,2024-07-01T13:17:19.390000,,R50D6,,,,,Detection,0.2309058159589767,True,False,,,2024-07-01,2024-07-01T13:17:19.390000,,,,
2024-07-01_525,,AM,,,2024-07-01T13:18:10.060000,,R50D6,,,,,Detection,0.4781845510005951,True,False,,,2024-07-01,2024-07-01T13:18:10.060000,,,,
2024-07-01_526,,AM,,,,,R50D6,,,,,Detection,,True,False,,,2024-07-01,2024-07-01T13:18:10.600000,,,,
2024-07-01_527,,AM,,,2024-07-01T13:18:45.050000,,R50D6,,,,,Detection,0.1516189724206924,True,False,,,2024-07-01,2024-07-01T13:18:45.050000,,,,
2024-07-01_528,,AM,,,2024-07-01T13:20:52.250000,,R50D6,,,,,Detection,0.4953433573246002,True,False,,,2024-07-01,2024-07-01T13:20:52.250000,,,,
2024-07-01_529,,AM,,,2024-07-01T13:21:23.230000,,R50D6,,,,,Detection,0.216520145535469,True,False,,,2024-07-01,2024-07-01T13:21:23.230000,,,,
2024-07-01_530,,AM,,,2024-07-01T13:23:50.940000,,R50D6,,,,,Detection,0.8332412838935852,True,False,,,2024-07-01,2024-07-01T13:23:50.940000,,,,
2024-07-01_531,,AM,,,2024-07-01T13:24:23.170000,,R50D6,,,,,Detection,0.641340434551239,True,False,,,2024-07-01,2024-07-01T13:24:23.170000,,,,
2024-07-01_532,,AM,,,2024-07-01T13:24:35.100000,,R50D6,,,,,Detection,0.4015790224075317,True,False,,,2024-07-01,2024-07-01T13:24:35.100000,,,,
2024-07-01_533,,AM,,,2024-07-01T13:28:08.550000,,R50D6,,,,,Detection,0.1806512027978897,True,False,,,2024-07-01,2024-07-01T13:28:08.550000,,,,
2024-07-01_534,,AM,,,2024-07-01T13:29:35.940000,,R50D6,,,,,Detection,0.3456468284130096,True,False,,,2024-07-01,2024-07-01T13:29:35.940000,,,,
2024-07-01_535,,AM,,,2024-07-01T13:29:50.460000,,R50D6,,,,,Detection,0.1502431184053421,True,False,,,2024-07-01,2024-07-01T13:29:50.460000,,,,
2024-07-01_536,,AM,,,2024-07-01T13:30:13.150000,,R50D6,,,,,Detection,0.3815244138240814,True,False,,,2024-07-01,2024-07-01T13:30:13.150000,,,,
2024-07-01_537,,AM,,,2024-07-01T13:30:18.260000,,R50D6,,,,,Detection,0.216290608048439,True,False,,,2024-07-01,2024-07-01T13:30:18.260000,,,,
2024-07-01_538,,AM,,,2024-07-01T13:31:47.470000,,R50D6,,,,,Detection,0.4733621478080749,True,False,,,2024-07-01,2024-07-01T13:31:47.470000,,,,
2024-07-01_539,,AM,,,2024-07-01T13:32:36.010000,,R50D6,,,,,Detection,0.7058830857276917,True,False,,,2024-07-01,2024-07-01T13:32:36.010000,,,,
2024-07-01_540,,AM,,,2024-07-01T13:36:06,,R50D6,,,,,Detection,0.4860256314277649,True,False,,,2024-07-01,2024-07-01T13:36:06,,,,
2024-07-01_541,,AM,,,2024-07-01T13:36:37.960000,,R50D6,,,,,Detection,0.2239160984754562,True,False,,,2024-07-01,2024-07-01T13:36:37.960000,,,,
2024-07-01_542,,AM,,,2024-07-01T13:36:39,,R50D6,,,,,Detection,0.5493930578231812,True,False,,,2024-07-01,2024-07-01T13:36:39,,,,
2024-07-01_543,,AM,,,2024-07-01T13:37:35,,R50D6,,,,,Detection,0.1087104156613349,True,False,,,2024-07-01,2024-07-01T13:37:35,,,,
2024-07-01_544,,AM,,,2024-07-01T13:38:33.240000,,R50D6,,,,,Detection,0.1217330619692802,True,False,,,2024-07-01,2024-07-01T13:38:33.240000,,,,
2024-07-01_545,,AM,,,2024-07-01T13:39:05,,R50D6,,,,,Detection,0.2453665137290954,True,False,,,2024-07-01,2024-07-01T13:39:05,,,,
2024-07-01_546,,AM,,,2024-07-01T13:39:06.010000,,R50D6,,,,,Detection,0.3473875522613525,True,False,,,2024-07-01,2024-07-01T13:39:06.010000,,,,
2024-07-01_547,,AM,,,2024-07-01T13:41:53.070000,,R50D6,,,,,Detection,0.4158955514431,True,False,,,2024-07-01,2024-07-01T13:41:53.070000,,,,
2024-07-01_548,,AM,,,2024-07-01T13:41:53.960000,,R50D6,,,,,Detection,0.120591789484024,True,False,,,2024-07-01,2024-07-01T13:41:53.960000,,,,
2024-07-01_549,,AM,,,2024-07-01T13:43:07,,R50D6,,,,,Detection,0.4800634086132049,True,False,,,2024-07-01,2024-07-01T13:43:07,,,,
2024-07-01_550,,AM,,,2024-07-01T13:49:26.030000,,R50D6,,,,,Detection,0.2861607670783996,True,False,,,2024-07-01,2024-07-01T13:49:26.030000,,,,
2024-07-01_551,,AM,,,2024-07-01T13:50:36.890000,,R50D6,,,,,Detection,0.1151598170399665,True,False,,,2024-07-01,2024-07-01T13:50:36.890000,,,,
2024-07-01_552,,AM,,,2024-07-01T13:50:55.980000,,R50D6,,,,,Detection,0.5208300948143005,True,False,,,2024-07-01,2024-07-01T13:50:55.980000,,,,
2024-07-01_553,,AM,,,2024-07-01T13:51:37.990000,,R50D6,,,,,Detection,0.4457636177539825,True,False,,,2024-07-01,2024-07-01T13:51:37.990000,,,,
2024-07-01_554,,AM,,,2024-07-01T13:51:38.990000,,R50D6,,,,,Detection,0.3902532756328583,True,False,,,2024-07-01,2024-07-01T13:51:38.990000,,,,
2024-07-01_555,,AM,,,2024-07-01T13:55:52.980000,,R50D6,,,,,Detection,0.2872056365013122,True,False,,,2024-07-01,2024-07-01T13:55:52.980000,,,,
2024-07-01_556,,AM,,,2024-07-01T13:57:52.310000,,R50D6,,,,,Detection,0.1303127557039261,True,False,,,2024-07-01,2024-07-01T13:57:52.310000,,,,
2024-07-01_557,,AM,,,2024-07-01T13:59:07.010000,,R50D6,,,,,Detection,0.6901705861091614,True,False,,,2024-07-01,2024-07-01T13:59:07.010000,,,,
2024-07-01_558,,AM,,,2024-07-01T14:00:06.990000,,R50D6,,,,,Detection,0.1100242733955383,True,False,,,2024-07-01,2024-07-01T14:00:06.990000,,,,
2024-07-01_559,,AM,,,2024-07-01T14:00:08.010000,,R50D6,,,,,Detection,0.3287695050239563,True,False,,,2024-07-01,2024-07-01T14:00:08.010000,,,,
2024-07-01_560,,AM,,,2024-07-01T14:01:34.600000,,R50D6,,,,,Detection,0.4768158495426178,True,False,,,2024-07-01,2024-07-01T14:01:34.600000,,,,
2024-07-01_561,,AM,,,2024-07-01T14:01:35,,R50D6,,,,,Detection,0.3765081763267517,True,False,,,2024-07-01,2024-07-01T14:01:35,,,,
2024-07-01_562,,AM,,,2024-07-01T14:02:00.620000,,R50D6,,,,,Detection,0.4490165412425995,True,False,,,2024-07-01,2024-07-01T14:02:00.620000,,,,
2024-07-01_563,,AM,,,2024-07-01T14:03:01.440000,,R50D6,,,,,Detection,0.1956679373979568,True,False,,,2024-07-01,2024-07-01T14:03:01.440000,,,,
2024-07-01_564,,AM,,,2024-07-01T14:03:54.420000,,R50D6,,,,,Detection,0.3064302206039428,True,False,,,2024-07-01,2024-07-01T14:03:54.420000,,,,
2024-07-01_565,,AM,,,2024-07-01T14:04:23.010000,,R50D6,,,,,Detection,0.1313553303480148,True,False,,,2024-07-01,2024-07-01T14:04:23.010000,,,,
2024-07-01_566,,AM,,,2024-07-01T14:04:24.050000,,R50D6,,,,,Detection,0.5605020523071289,True,False,,,2024-07-01,2024-07-01T14:04:24.050000,,,,
2024-07-01_567,,AM,,,2024-07-01T14:08:23.900000,,R50D6,,,,,Detection,0.1443434059619903,True,False,,,2024-07-01,2024-07-01T14:08:23.900000,,,,
2024-07-01_568,,AM,,,2024-07-01T14:11:07,,R50D6,,,,,Detection,0.8194869160652161,True,False,,,2024-07-01,2024-07-01T14:11:07,,,,
2024-07-01_569,,AM,,,2024-07-01T14:11:53.980000,,R50D6,,,,,Detection,0.3454582393169403,True,False,,,2024-07-01,2024-07-01T14:11:53.980000,,,,
2024-07-01_570,,AM,,,2024-07-01T14:11:54.910000,,R50D6,,,,,Detection,0.1085442975163459,True,False,,,2024-07-01,2024-07-01T14:11:54.910000,,,,
2024-07-01_571,,AM,,,2024-07-01T14:13:23.880000,,R50D6,,,,,Detection,0.23337322473526,True,False,,,2024-07-01,2024-07-01T14:13:23.880000,,,,
2024-07-01_572,,AM,,,2024-07-01T14:14:05,,R50D6,,,,,Detection,0.4392359852790832,True,False,,,2024-07-01,2024-07-01T14:14:05,,,,
2024-07-01_573,,AM,,,2024-07-01T14:14:15.730000,,R50D6,,,,,Detection,0.3911960124969482,True,False,,,2024-07-01,2024-07-01T14:14:15.730000,,,,
2024-07-01_574,,AM,,,2024-07-01T14:14:51.960000,,R50D6,,,,,Detection,0.5452231168746948,True,False,,,2024-07-01,2024-07-01T14:14:51.960000,,,,
2024-07-01_575,,AM,,,2024-07-01T14:15:36.940000,,R50D6,,,,,Detection,0.5046022534370422,True,False,,,2024-07-01,2024-07-01T14:15:36.940000,,,,
2024-07-01_576,,AM,,,2024-07-01T14:16:55.310000,,R50D6,,,,,Detection,0.5430735349655151,True,False,,,2024-07-01,2024-07-01T14:16:55.310000,,,,
2024-07-01_577,,AM,,,2024-07-01T14:20:09.980000,,R50D6,,,,,Detection,0.8526656031608582,True,False,,,2024-07-01,2024-07-01T14:20:09.980000,,,,
2024-07-01_578,,AM,,,2024-07-01T14:20:38.990000,,R50D6,,,,,Detection,0.2782217264175415,True,False,,,2024-07-01,2024-07-01T14:20:38.990000,,,,
2024-07-01_579,,AM,,,2024-07-01T14:20:39.970000,,R50D6,,,,,Detection,0.1607533246278762,True,False,,,2024-07-01,2024-07-01T14:20:39.970000,,,,
2024-07-01_580,,AM,,,2024-07-01T14:20:40.970000,,R50D6,,,,,Detection,0.1770739704370498,True,False,,,2024-07-01,2024-07-01T14:20:40.970000,,,,
2024-07-01_581,,AM,,,2024-07-01T14:22:06,,R50D6,,,,,Detection,0.8454930186271667,True,False,,,2024-07-01,2024-07-01T14:22:06,,,,
2024-07-01_582,,AM,,,2024-07-01T14:23:02.690000,,R50D6,,,,,Detection,0.4203511476516723,True,False,,,2024-07-01,2024-07-01T14:23:02.690000,,,,
2024-07-01_583,,AM,,,2024-07-01T14:24:08.050000,,R50D6,,,,,Detection,0.1406794041395187,True,False,,,2024-07-01,2024-07-01T14:24:08.050000,,,,
2024-07-01_584,,AM,,,2024-07-01T14:24:35.020000,,R50D6,,,,,Detection,0.1618057489395141,True,False,,,2024-07-01,2024-07-01T14:24:35.020000,,,,
2024-07-01_585,,AM,,,2024-07-01T14:24:36.890000,,R50D6,,,,,Detection,0.1390081495046615,True,False,,,2024-07-01,2024-07-01T14:24:36.890000,,,,
2024-07-01_586,,AM,,,2024-07-01T14:26:18.820000,,R50D6,,,,,Detection,0.1780617237091064,True,False,,,2024-07-01,2024-07-01T14:26:18.820000,,,,
2024-07-01_587,,AM,,,2024-07-01T14:27:05.990000,,R50D6,,,,,Detection,0.1494339257478714,True,False,,,2024-07-01,2024-07-01T14:27:05.990000,,,,
2024-07-01_588,,AM,,,2024-07-01T14:27:06.950000,,R50D6,,,,,Detection,0.2456922084093094,True,False,,,2024-07-01,2024-07-01T14:27:06.950000,,,,
2024-07-01_589,,AM,,,2024-07-01T14:28:23.080000,,R50D6,,,,,Detection,0.2996483743190765,True,False,,,2024-07-01,2024-07-01T14:28:23.080000,,,,
2024-07-01_590,,AM,,,2024-07-01T14:31:19.500000,,R50D6,,,,,Detection,0.355137437582016,True,False,,,2024-07-01,2024-07-01T14:31:19.500000,,,,
2024-07-01_591,,AM,,,2024-07-01T14:32:29.030000,,R50D6,,,,,Detection,0.1021675467491149,True,False,,,2024-07-01,2024-07-01T14:32:29.030000,,,,
2024-07-01_592,,AM,,,2024-07-01T14:33:08.690000,,R50D6,,,,,Detection,0.5139003396034241,True,False,,,2024-07-01,2024-07-01T14:33:08.690000,,,,
2024-07-01_593,,AM,,,2024-07-01T14:33:23.230000,,R50D6,,,,,Detection,0.1111167147755622,True,False,,,2024-07-01,2024-07-01T14:33:23.230000,,,,
2024-07-01_594,,AM,,,2024-07-01T14:36:10.860000,,R50D6,,,,,Detection,0.7571826577186584,True,False,,,2024-07-01,2024-07-01T14:36:10.860000,,,,
2024-07-01_595,,AM,,,2024-07-01T14:39:26.020000,,R50D6,,,,,Detection,0.4681470990180969,True,False,,,2024-07-01,2024-07-01T14:39:26.020000,,,,
2024-07-01_596,,AM,,,2024-07-01T14:46:39.940000,,R50D6,,,,,Detection,0.6158462166786194,True,False,,,2024-07-01,2024-07-01T14:46:39.940000,,,,
2024-07-01_597,,AM,,,,,R50D6,,,,,Detection,,True,False,,,2024-07-01,2024-07-01T14:46:40.660000,,,,
2024-07-01_598,,AM,,,2024-07-01T14:48:05.040000,,R50D6,,,,,Detection,0.157193437218666,True,False,,,2024-07-01,2024-07-01T14:48:05.040000,,,,
2024-07-01_599,,AM,,,2024-07-01T14:48:51.950000,,R50D6,,,,,Detection,0.1932020783424377,True,False,,,2024-07-01,2024-07-01T14:48:51.950000,,,,
2024-07-01_600,,AM,,,2024-07-01T14:50:40.870000,,R50D6,,,,,Detection,0.7378222942352295,True,False,,,2024-07-01,2024-07-01T14:50:40.870000,,,,
2024-07-01_601,,AM,,,,,R50D6,,,,,Detection,,True,False,,,2024-07-01,2024-07-01T14:50:41.350000,,,,
2024-07-01_602,,AM,,,2024-07-01T14:51:37.130000,,R50D6,,,,,Detection,0.1482962220907211,True,False,,,2024-07-01,2024-07-01T14:51:37.130000,,,,
2024-07-01_603,,AM,,,2024-07-01T14:54:35.210000,,R50D6,,,,,Detection,0.3829011023044586,True,False,,,2024-07-01,2024-07-01T14:54:35.210000,,,,
2024-07-01_604,,AM,,,2024-07-01T14:55:18.850000,,R50D6,,,,,Detection,0.1111074835062027,True,False,,,2024-07-01,2024-07-01T14:55:18.850000,,,,
2024-07-01_605,,AM,,,2024-07-01T14:56:06.990000,,R50D6,,,,,Detection,0.108415313065052,True,False,,,2024-07-01,2024-07-01T14:56:06.990000,,,,
2024-07-01_606,,AM,,,2024-07-01T14:56:08,,R50D6,,,,,Detection,0.5898903608322144,True,False,,,2024-07-01,2024-07-01T14:56:08,,,,
2024-07-01_607,,AM,,,2024-07-01T15:01:33.730000,,R50D6,,,,,Detection,0.1858196854591369,True,False,,,2024-07-01,2024-07-01T15:01:33.730000,,,,
2024-07-01_608,,AM,,,2024-07-01T15:03:37.980000,,R50D6,,,,,Detection,0.4504779279232025,True,False,,,2024-07-01,2024-07-01T15:03:37.980000,,,,
2024-07-01_609,,AM,,,2024-07-01T15:06:36.990000,,R50D6,,,,,Detection,0.1396783292293548,True,False,,,2024-07-01,2024-07-01T15:06:36.990000,,,,
2024-07-01_610,,AM,,,2024-07-01T15:06:37.940000,,R50D6,,,,,Detection,0.1112138256430625,True,False,,,2024-07-01,2024-07-01T15:06:37.940000,,,,
2024-07-01_611,,AM,,,2024-07-01T15:14:36.980000,,R50D6,,,,,Detection,0.7228207588195801,True,False,,,2024-07-01,2024-07-01T15:14:36.980000,,,,
2024-07-01_612,,AM,,,2024-07-01T15:15:42.990000,,R50D6,,,,,Detection,0.6831822991371155,True,False,,,2024-07-01,2024-07-01T15:15:42.990000,,,,
2024-07-01_613,,AM,,,2024-07-01T15:17:36.020000,,R50D6,,,,,Detection,0.8256968259811401,True,False,,,2024-07-01,2024-07-01T15:17:36.020000,,,,
2024-07-01_614,,AM,,,2024-07-01T15:18:19.070000,,R50D6,,,,,Detection,0.2073172032833099,True,False,,,2024-07-01,2024-07-01T15:18:19.070000,,,,
2024-07-01_615,,AM,,,2024-07-01T15:18:20.040000,,R50D6,,,,,Detection,0.2474280297756195,True,False,,,2024-07-01,2024-07-01T15:18:20.040000,,,,
2024-07-01_616,,AM,,,2024-07-01T15:18:22.140000,,R50D6,,,,,Detection,0.1052893921732902,True,False,,,2024-07-01,2024-07-01T15:18:22.140000,,,,
2024-07-01_617,,AM,,,2024-07-01T15:21:52.020000,,R50D6,,,,,Detection,0.7302027940750122,True,False,,,2024-07-01,2024-07-01T15:21:52.020000,,,,
2024-07-01_618,,AM,,,2024-07-01T15:22:20.560000,,R50D6,,,,,Detection,0.5028963088989258,True,False,,,2024-07-01,2024-07-01T15:22:20.560000,,,,
2024-07-01_619,,AM,,,2024-07-01T15:23:09.010000,,R50D6,,,,,Detection,0.7764164209365845,True,False,,,2024-07-01,2024-07-01T15:23:09.010000,,,,
2024-07-01_620,,AM,,,2024-07-01T15:24:33.950000,,R50D6,,,,,Detection,0.2609225213527679,True,False,,,2024-07-01,2024-07-01T15:24:33.950000,,,,
2024-07-01_621,,AM,,,2024-07-01T15:25:06,,R50D6,,,,,Detection,0.5365577340126038,True,False,,,2024-07-01,2024-07-01T15:25:06,,,,
2024-07-01_622,,AM,,,2024-07-01T15:25:06.970000,,R50D6,,,,,Detection,0.1646832078695297,True,False,,,2024-07-01,2024-07-01T15:25:06.970000,,,,
2024-07-01_623,,AM,,,2024-07-01T15:25:07.940000,,R50D6,,,,,Detection,0.1194799393415451,True,False,,,2024-07-01,2024-07-01T15:25:07.940000,,,,
2024-07-01_624,,AM,,,2024-07-01T15:29:03.990000,,R50D6,,,,,Detection,0.4227869808673858,True,False,,,2024-07-01,2024-07-01T15:29:03.990000,,,,
2024-07-01_625,,AM,,,2024-07-01T15:29:49.140000,,R50D6,,,,,Detection,0.5503679513931274,True,False,,,2024-07-01,2024-07-01T15:29:49.140000,,,,
2024-07-01_626,,AM,,,2024-07-01T15:30:27.910000,,R50D6,,,,,Detection,0.4230480492115021,True,False,,,2024-07-01,2024-07-01T15:30:27.910000,,,,
2024-07-01_627,,AM,,,2024-07-01T15:32:37,,R50D6,,,,,Detection,0.6823486089706421,True,False,,,2024-07-01,2024-07-01T15:32:37,,,,
2024-07-01_628,,AM,,,2024-07-01T15:32:37.980000,,R50D6,,,,,Detection,0.3378421366214752,True,False,,,2024-07-01,2024-07-01T15:32:37.980000,,,,
2024-07-01_629,,AM,,,2024-07-01T15:36:46.290000,,R50D6,,,,,Detection,0.5280795097351074,True,False,,,2024-07-01,2024-07-01T15:36:46.290000,,,,
2024-07-01_630,,AM,,,2024-07-01T15:38:54.010000,,R50D6,,,,,Detection,0.1662811636924743,True,False,,,2024-07-01,2024-07-01T15:38:54.010000,,,,
2024-07-01_631,,AM,,,2024-07-01T15:40:22.100000,,R50D6,,,,,Detection,0.485777348279953,True,False,,,2024-07-01,2024-07-01T15:40:22.100000,,,,
2024-07-01_632,,AM,,,2024-07-01T15:40:53.390000,,R50D6,,,,,Detection,0.1628336161375045,True,False,,,2024-07-01,2024-07-01T15:40:53.390000,,,,
2024-07-01_633,,AM,,,2024-07-01T15:42:20.360000,,R50D6,,,,,Detection,0.2438457757234573,True,False,,,2024-07-01,2024-07-01T15:42:20.360000,,,,
2024-07-01_634,,AM,,,,,R50D6,,,,,Detection,,True,False,,,2024-07-01,2024-07-01T15:42:24.240000,,,,
2024-07-01_635,,AM,,,2024-07-01T15:42:55.050000,,R50D6,,,,,Detection,0.5522682070732117,True,False,,,2024-07-01,2024-07-01T15:42:55.050000,,,,
2024-07-01_636,,AM,,,2024-07-01T15:42:56.020000,,R50D6,,,,,Detection,0.121411919593811,True,False,,,2024-07-01,2024-07-01T15:42:56.020000,,,,
2024-07-01_637,,AM,,,2024-07-01T15:44:22,,R50D6,,,,,Detection,0.6047243475914001,True,False,,,2024-07-01,2024-07-01T15:44:22,,,,
2024-07-01_638,,AM,,,2024-07-01T15:44:31.550000,,R50D6,,,,,Detection,0.1962760090827942,True,False,,,2024-07-01,2024-07-01T15:44:31.550000,,,,
2024-07-01_639,,AM,,,2024-07-01T15:45:53.880000,,R50D6,,,,,Detection,0.7854147553443909,True,False,,,2024-07-01,2024-07-01T15:45:53.880000,,,,
2024-07-01_640,,AM,,,2024-07-01T15:48:24.030000,,R50D6,,,,,Detection,0.122928537428379,True,False,,,2024-07-01,2024-07-01T15:48:24.030000,,,,
2024-07-01_641,,AM,,,2024-07-01T15:48:26.060000,,R50D6,,,,,Detection,0.1441771537065506,True,False,,,2024-07-01,2024-07-01T15:48:26.060000,,,,
2024-07-01_642,,AM,,,2024-07-01T15:51:33.900000,,R50D6,,,,,Detection,0.4211480021476745,True,False,,,2024-07-01,2024-07-01T15:51:33.900000,,,,
2024-07-01_643,,AM,,,2024-07-01T15:53:38.950000,,R50D6,,,,,Detection,0.6281007528305054,True,False,,,2024-07-01,2024-07-01T15:53:38.950000,,,,
2024-07-01_644,,AM,,,2024-07-01T15:54:23.090000,,R50D6,,,,,Detection,0.8858768343925476,True,False,,,2024-07-01,2024-07-01T15:54:23.090000,,,,
2024-07-01_645,,AM,,,2024-07-01T15:56:07.880000,,R50D6,,,,,Detection,0.2194283306598663,True,False,,,2024-07-01,2024-07-01T15:56:07.880000,,,,
2024-07-01_646,,AM,,,2024-07-01T15:56:35,,R50D6,,,,,Detection,0.8916206955909729,True,False,,,2024-07-01,2024-07-01T15:56:35,,,,
2024-07-01_647,,AM,,,2024-07-01T15:58:14.170000,,R50D6,,,,,Detection,0.2096546590328216,True,False,,,2024-07-01,2024-07-01T15:58:14.170000,,,,
2024-07-01_648,,AM,,,,,R50D6,,,,,Detection,,True,False,,,2024-07-01,2024-07-01T15:58:14.440000,,,,
2024-07-01_649,,AM,,,2024-07-01T16:03:53.180000,,R50D6,,,,,Detection,0.5530749559402466,True,False,,,2024-07-01,2024-07-01T16:03:53.180000,,,,
2024-07-01_650,,AM,,,2024-07-01T16:09:22.920000,,R50D6,,,,,Detection,0.2303213626146316,True,False,,,2024-07-01,2024-07-01T16:09:22.920000,,,,
2024-07-01_651,,AM,,,2024-07-01T16:10:53.930000,,R50D6,,,,,Detection,0.4601871371269226,True,False,,,2024-07-01,2024-07-01T16:10:53.930000,,,,
2024-07-01_652,,AM,,,2024-07-01T16:14:06.990000,,R50D6,,,,,Detection,0.8015414476394653,True,False,,,2024-07-01,2024-07-01T16:14:06.990000,,,,
2024-07-01_653,,AM,,,2024-07-01T16:14:54.990000,,R50D6,,,,,Detection,0.2820653617382049,True,False,,,2024-07-01,2024-07-01T16:14:54.990000,,,,
2024-07-01_654,,AM,,,2024-07-01T16:16:49.970000,,R50D6,,,,,Detection,0.3433946967124939,True,False,,,2024-07-01,2024-07-01T16:16:49.970000,,,,
2024-07-01_655,,AM,,,2024-07-01T16:17:21.900000,,R50D6,,,,,Detection,0.1512877196073532,True,False,,,2024-07-01,2024-07-01T16:17:21.900000,,,,
2024-07-01_656,,AM,,,2024-07-01T16:17:22.900000,,R50D6,,,,,Detection,0.1822752803564071,True,False,,,2024-07-01,2024-07-01T16:17:22.900000,,,,
2024-07-01_657,,AM,,,2024-07-01T16:19:35,,R50D6,,,,,Detection,0.5031151175498962,True,False,,,2024-07-01,2024-07-01T16:19:35,,,,
2024-07-01_658,,AM,,,2024-07-01T16:19:35.990000,,R50D6,,,,,Detection,0.1519300192594528,True,False,,,2024-07-01,2024-07-01T16:19:35.990000,,,,
2024-07-01_659,,AM,,,2024-07-01T16:20:01.210000,,R50D6,,,,,Detection,0.150139719247818,True,False,,,2024-07-01,2024-07-01T16:20:01.210000,,,,
2024-07-01_660,,AM,,,2024-07-01T16:23:52.030000,,R50D6,,,,,Detection,0.179360806941986,True,False,,,2024-07-01,2024-07-01T16:23:52.030000,,,,
2024-07-01_661,,AM,,,2024-07-01T16:23:53.040000,,R50D6,,,,,Detection,0.1319537758827209,True,False,,,2024-07-01,2024-07-01T16:23:53.040000,,,,
2024-07-01_662,,AM,,,2024-07-01T16:25:39,,R50D6,,,,,Detection,0.6641389727592468,True,False,,,2024-07-01,2024-07-01T16:25:39,,,,
2024-07-01_663,,AM,,,2024-07-01T16:28:22.050000,,R50D6,,,,,Detection,0.1651017814874649,True,False,,,2024-07-01,2024-07-01T16:28:22.050000,,,,
2024-07-01_664,,AM,,,2024-07-01T16:28:23.030000,,R50D6,,,,,Detection,0.1308423727750778,True,False,,,2024-07-01,2024-07-01T16:28:23.030000,,,,
2024-07-01_665,,AM,,,2024-07-01T16:30:46.250000,,R50D6,,,,,Detection,0.1712447106838226,True,False,,,2024-07-01,2024-07-01T16:30:46.250000,,,,
2024-07-01_666,,AM,,,2024-07-01T16:31:00.450000,,R50D6,,,,,Detection,0.1363527327775955,True,False,,,2024-07-01,2024-07-01T16:31:00.450000,,,,
2024-07-01_667,,AM,,,2024-07-01T16:35:05.990000,,R50D6,,,,,Detection,0.3012562692165375,True,False,,,2024-07-01,2024-07-01T16:35:05.990000,,,,
