unique_id,p_error,network,s_confidence,p_predicted,p_detected,s_predicted,code,lat,plot_path,epi_distance,mag_type,provider,p_confidence,detected,catalogued,s_error,long,date,time,s_detected,mag,event_id,depth
2024-08-24_570,,AM,,,2024-08-24T11:48:10.010000,,R50D6,,,,,Detection,0.8678927421569824,True,False,,,2024-08-24,2024-08-24T11:48:10.010000,,,,
2024-08-24_571,,AM,,,2024-08-24T11:51:06.190000,,R50D6,,,,,Detection,0.1203337460756301,True,False,,,2024-08-24,2024-08-24T11:51:06.190000,,,,
2024-08-24_572,,AM,,,2024-08-24T11:52:23.300000,,R50D6,,,,,Detection,0.384874165058136,True,False,,,2024-08-24,2024-08-24T11:52:23.300000,,,,
2024-08-24_573,,AM,,,2024-08-24T11:55:08.090000,,R50D6,,,,,Detection,0.3126762211322784,True,False,,,2024-08-24,2024-08-24T11:55:08.090000,,,,
2024-08-24_574,,AM,,,2024-08-24T11:55:12.190000,,R50D6,,,,,Detection,0.1433391571044922,True,False,,,2024-08-24,2024-08-24T11:55:12.190000,,,,
2024-08-24_575,,AM,,,2024-08-24T11:56:12.390000,,R50D6,,,,,Detection,0.1635592877864837,True,False,,,2024-08-24,2024-08-24T11:56:12.390000,,,,
2024-08-24_576,,AM,,,2024-08-24T11:56:24.260000,,R50D6,,,,,Detection,0.1974775791168213,True,False,,,2024-08-24,2024-08-24T11:56:24.260000,,,,
2024-08-24_577,,AM,,,2024-08-24T12:00:35.990000,,R50D6,,,,,Detection,0.2668434977531433,True,False,,,2024-08-24,2024-08-24T12:00:35.990000,,,,
2024-08-24_578,,AM,,,2024-08-24T12:00:37.010000,,R50D6,,,,,Detection,0.3479510843753814,True,False,,,2024-08-24,2024-08-24T12:00:37.010000,,,,
2024-08-24_579,,AM,,,2024-08-24T12:06:28.010000,,R50D6,,,,,Detection,0.1658852696418762,True,False,,,2024-08-24,2024-08-24T12:06:28.010000,,,,
2024-08-24_580,,AM,,,2024-08-24T12:09:51.100000,,R50D6,,,,,Detection,0.7620195746421814,True,False,,,2024-08-24,2024-08-24T12:09:51.100000,,,,
2024-08-24_581,,AM,,,2024-08-24T12:11:23.060000,,R50D6,,,,,Detection,0.7811071872711182,True,False,,,2024-08-24,2024-08-24T12:11:23.060000,,,,
2024-08-24_582,,AM,,,2024-08-24T12:15:05.900000,,R50D6,,,,,Detection,0.6527596712112427,True,False,,,2024-08-24,2024-08-24T12:15:05.900000,,,,
2024-08-24_583,,AM,,,2024-08-24T12:18:31.340000,,R50D6,,,,,Detection,0.8619757294654846,True,False,,,2024-08-24,2024-08-24T12:18:31.340000,,,,
2024-08-24_584,,AM,,,2024-08-24T12:22:52.080000,,R50D6,,,,,Detection,0.8318070769309998,True,False,,,2024-08-24,2024-08-24T12:22:52.080000,,,,
2024-08-24_585,,AM,,,2024-08-24T12:23:42.420000,,R50D6,,,,,Detection,0.5016230940818787,True,False,,,2024-08-24,2024-08-24T12:23:42.420000,,,,
2024-08-24_586,,AM,,,2024-08-24T12:23:49.950000,,R50D6,,,,,Detection,0.1950031667947769,True,False,,,2024-08-24,2024-08-24T12:23:49.950000,,,,
2024-08-24_587,,AM,,,2024-08-24T12:24:21.930000,,R50D6,,,,,Detection,0.3521256446838379,True,False,,,2024-08-24,2024-08-24T12:24:21.930000,,,,
2024-08-24_588,,AM,,,2024-08-24T12:27:20.960000,,R50D6,,,,,Detection,0.2530830800533294,True,False,,,2024-08-24,2024-08-24T12:27:20.960000,,,,
2024-08-24_589,,AM,,,2024-08-24T12:27:21.930000,,R50D6,,,,,Detection,0.2481073588132858,True,False,,,2024-08-24,2024-08-24T12:27:21.930000,,,,
2024-08-24_590,,AM,,,2024-08-24T12:30:22.030000,,R50D6,,,,,Detection,0.1015391498804092,True,False,,,2024-08-24,2024-08-24T12:30:22.030000,,,,
2024-08-24_591,,AM,,,2024-08-24T12:30:44.400000,,R50D6,,,,,Detection,0.3473663628101349,True,False,,,2024-08-24,2024-08-24T12:30:44.400000,,,,
2024-08-24_592,,AM,,,2024-08-24T12:35:38.920000,,R50D6,,,,,Detection,0.2147593200206756,True,False,,,2024-08-24,2024-08-24T12:35:38.920000,,,,
2024-08-24_593,,AM,,,2024-08-24T12:37:38.950000,,R50D6,,,,,Detection,0.3849284052848816,True,False,,,2024-08-24,2024-08-24T12:37:38.950000,,,,
2024-08-24_594,,AM,,,2024-08-24T12:41:58.160000,,R50D6,,,,,Detection,0.2494835257530212,True,False,,,2024-08-24,2024-08-24T12:41:58.160000,,,,
2024-08-24_595,,AM,,,2024-08-24T12:42:23.970000,,R50D6,,,,,Detection,0.1494967192411422,True,False,,,2024-08-24,2024-08-24T12:42:23.970000,,,,
2024-08-24_596,,AM,,,2024-08-24T12:42:53.650000,,R50D6,,,,,Detection,0.1590456813573837,True,False,,,2024-08-24,2024-08-24T12:42:53.650000,,,,
2024-08-24_597,,AM,,,2024-08-24T12:45:25.980000,,R50D6,,,,,Detection,0.2875014543533325,True,False,,,2024-08-24,2024-08-24T12:45:25.980000,,,,
2024-08-24_598,,AM,,,2024-08-24T12:47:40.270000,,R50D6,,,,,Detection,0.4832147359848022,True,False,,,2024-08-24,2024-08-24T12:47:40.270000,,,,
2024-08-24_599,,AM,,,2024-08-24T12:49:50.170000,,R50D6,,,,,Detection,0.1758004277944564,True,False,,,2024-08-24,2024-08-24T12:49:50.170000,,,,
2024-08-24_600,,AM,,,2024-08-24T12:52:27.220000,,R50D6,,,,,Detection,0.1642050445079803,True,False,,,2024-08-24,2024-08-24T12:52:27.220000,,,,
2024-08-24_601,,AM,,,2024-08-24T12:53:28.210000,,R50D6,,,,,Detection,0.2361582070589065,True,False,,,2024-08-24,2024-08-24T12:53:28.210000,,,,
2024-08-24_602,,AM,,,2024-08-24T12:57:08.070000,,R50D6,,,,,Detection,0.1925469934940338,True,False,,,2024-08-24,2024-08-24T12:57:08.070000,,,,
2024-08-24_603,,AM,,,2024-08-24T12:57:20.010000,,R50D6,,,,,Detection,0.1160330325365066,True,False,,,2024-08-24,2024-08-24T12:57:20.010000,,,,
2024-08-24_604,,AM,,,2024-08-24T12:59:06.900000,,R50D6,,,,,Detection,0.8123215436935425,True,False,,,2024-08-24,2024-08-24T12:59:06.900000,,,,
2024-08-24_605,,AM,,,2024-08-24T12:59:39.410000,,R50D6,,,,,Detection,0.2058687061071396,True,False,,,2024-08-24,2024-08-24T12:59:39.410000,,,,
2024-08-24_606,,AM,,,2024-08-24T12:59:45.130000,,R50D6,,,,,Detection,0.3869839012622833,True,False,,,2024-08-24,2024-08-24T12:59:45.130000,,,,
2024-08-24_607,,AM,,,2024-08-24T13:00:53.040000,,R50D6,,,,,Detection,0.1562297940254211,True,False,,,2024-08-24,2024-08-24T13:00:53.040000,,,,
2024-08-24_608,,AM,,,2024-08-24T13:01:41.970000,,R50D6,,,,,Detection,0.1155207678675651,True,False,,,2024-08-24,2024-08-24T13:01:41.970000,,,,
2024-08-24_609,,AM,,,2024-08-24T13:01:44.030000,,R50D6,,,,,Detection,0.1121795028448104,True,False,,,2024-08-24,2024-08-24T13:01:44.030000,,,,
2024-08-24_610,,AM,,,2024-08-24T13:04:12.430000,,R50D6,,,,,Detection,0.4545260965824127,True,False,,,2024-08-24,2024-08-24T13:04:12.430000,,,,
2024-08-24_611,,AM,,,2024-08-24T13:11:52.970000,,R50D6,,,,,Detection,0.4036379158496856,True,False,,,2024-08-24,2024-08-24T13:11:52.970000,,,,
2024-08-24_612,,AM,,,2024-08-24T13:13:20.030000,,R50D6,,,,,Detection,0.4334193468093872,True,False,,,2024-08-24,2024-08-24T13:13:20.030000,,,,
2024-08-24_613,,AM,,,2024-08-24T13:13:21.020000,,R50D6,,,,,Detection,0.1176730915904045,True,False,,,2024-08-24,2024-08-24T13:13:21.020000,,,,
2024-08-24_614,,AM,,,2024-08-24T13:17:41.930000,,R50D6,,,,,Detection,0.642636239528656,True,False,,,2024-08-24,2024-08-24T13:17:41.930000,,,,
2024-08-24_615,,AM,,,2024-08-24T13:18:52.020000,,R50D6,,,,,Detection,0.469684898853302,True,False,,,2024-08-24,2024-08-24T13:18:52.020000,,,,
2024-08-24_616,,AM,,,2024-08-24T13:27:06.020000,,R50D6,,,,,Detection,0.5253211259841919,True,False,,,2024-08-24,2024-08-24T13:27:06.020000,,,,
2024-08-24_617,,AM,,,2024-08-24T13:27:07.010000,,R50D6,,,,,Detection,0.1033024564385414,True,False,,,2024-08-24,2024-08-24T13:27:07.010000,,,,
2024-08-24_618,,AM,,,2024-08-24T13:27:51.710000,,R50D6,,,,,Detection,0.1246653273701667,True,False,,,2024-08-24,2024-08-24T13:27:51.710000,,,,
2024-08-24_619,,AM,,,2024-08-24T13:31:09.220000,,R50D6,,,,,Detection,0.7522646188735962,True,False,,,2024-08-24,2024-08-24T13:31:09.220000,,,,
2024-08-24_620,,AM,,,2024-08-24T13:32:07,,R50D6,,,,,Detection,0.711072564125061,True,False,,,2024-08-24,2024-08-24T13:32:07,,,,
2024-08-24_621,,AM,,,2024-08-24T13:40:49.230000,,R50D6,,,,,Detection,0.4273373484611511,True,False,,,2024-08-24,2024-08-24T13:40:49.230000,,,,
2024-08-24_622,,AM,,,2024-08-24T13:42:42.960000,,R50D6,,,,,Detection,0.2537061274051666,True,False,,,2024-08-24,2024-08-24T13:42:42.960000,,,,
2024-08-24_623,,AM,,,2024-08-24T13:50:38,,R50D6,,,,,Detection,0.6680857539176941,True,False,,,2024-08-24,2024-08-24T13:50:38,,,,
2024-08-24_624,,AM,,,2024-08-24T13:52:48.500000,,R50D6,,,,,Detection,0.1240201815962791,True,False,,,2024-08-24,2024-08-24T13:52:48.500000,,,,
2024-08-24_625,,AM,,,2024-08-24T13:54:21.100000,,R50D6,,,,,Detection,0.1489235460758209,True,False,,,2024-08-24,2024-08-24T13:54:21.100000,,,,
2024-08-24_626,,AM,,,2024-08-24T13:55:07,,R50D6,,,,,Detection,0.1105886846780777,True,False,,,2024-08-24,2024-08-24T13:55:07,,,,
2024-08-24_627,,AM,,,2024-08-24T13:55:07.990000,,R50D6,,,,,Detection,0.2607502043247223,True,False,,,2024-08-24,2024-08-24T13:55:07.990000,,,,
2024-08-24_628,,AM,,,2024-08-24T13:59:11.690000,,R50D6,,,,,Detection,0.4212967753410339,True,False,,,2024-08-24,2024-08-24T13:59:11.690000,,,,
2024-08-24_629,,AM,,,2024-08-24T14:06:42.570000,,R50D6,,,,,Detection,0.7383393049240112,True,False,,,2024-08-24,2024-08-24T14:06:42.570000,,,,
2024-08-24_630,,AM,,,2024-08-24T14:07:08.060000,,R50D6,,,,,Detection,0.6060260534286499,True,False,,,2024-08-24,2024-08-24T14:07:08.060000,,,,
2024-08-24_631,,AM,,,2024-08-24T14:15:51.070000,,R50D6,,,,,Detection,0.175295814871788,True,False,,,2024-08-24,2024-08-24T14:15:51.070000,,,,
2024-08-24_632,,AM,,,2024-08-24T14:20:36.870000,,R50D6,,,,,Detection,0.2646829783916473,True,False,,,2024-08-24,2024-08-24T14:20:36.870000,,,,
2024-08-24_633,,AM,,,2024-08-24T14:24:07.070000,,R50D6,,,,,Detection,0.4689255952835083,True,False,,,2024-08-24,2024-08-24T14:24:07.070000,,,,
2024-08-24_634,,AM,,,2024-08-24T14:24:22.320000,,R50D6,,,,,Detection,0.155394822359085,True,False,,,2024-08-24,2024-08-24T14:24:22.320000,,,,
2024-08-24_635,,AM,,,2024-08-24T14:27:41,,R50D6,,,,,Detection,0.2688198685646057,True,False,,,2024-08-24,2024-08-24T14:27:41,,,,
2024-08-24_636,,AM,,,2024-08-24T14:29:51.090000,,R50D6,,,,,Detection,0.2047327160835266,True,False,,,2024-08-24,2024-08-24T14:29:51.090000,,,,
2024-08-24_637,,AM,,,2024-08-24T14:43:06.650000,,R50D6,,,,,Detection,0.2412617653608322,True,False,,,2024-08-24,2024-08-24T14:43:06.650000,,,,
2024-08-24_638,,AM,,,2024-08-24T14:43:52.090000,,R50D6,,,,,Detection,0.1174070239067077,True,False,,,2024-08-24,2024-08-24T14:43:52.090000,,,,
2024-08-24_639,,AM,,,2024-08-24T14:44:54.060000,,R50D6,,,,,Detection,0.5736913084983826,True,False,,,2024-08-24,2024-08-24T14:44:54.060000,,,,
2024-08-24_640,,AM,,,2024-08-24T14:49:25.320000,,R50D6,,,,,Detection,0.4272562861442566,True,False,,,2024-08-24,2024-08-24T14:49:25.320000,,,,
2024-08-24_641,,AM,,,2024-08-24T14:49:51.010000,,R50D6,,,,,Detection,0.8233564496040344,True,False,,,2024-08-24,2024-08-24T14:49:51.010000,,,,
2024-08-24_642,,AM,,,2024-08-24T14:49:51.880000,,R50D6,,,,,Detection,0.1598516553640365,True,False,,,2024-08-24,2024-08-24T14:49:51.880000,,,,
2024-08-24_643,,AM,,,2024-08-24T14:51:06.970000,,R50D6,,,,,Detection,0.4510876536369324,True,False,,,2024-08-24,2024-08-24T14:51:06.970000,,,,
2024-08-24_644,,AM,,,2024-08-24T14:54:33.830000,,R50D6,,,,,Detection,0.3524631857872009,True,False,,,2024-08-24,2024-08-24T14:54:33.830000,,,,
2024-08-24_645,,AM,,,2024-08-24T14:57:38.350000,,R50D6,,,,,Detection,0.2781101167201996,True,False,,,2024-08-24,2024-08-24T14:57:38.350000,,,,
2024-08-24_646,,AM,,,2024-08-24T15:05:55.930000,,R50D6,,,,,Detection,0.6051985621452332,True,False,,,2024-08-24,2024-08-24T15:05:55.930000,,,,
2024-08-24_647,,AM,,,2024-08-24T15:06:11.200000,,R50D6,,,,,Detection,0.5417856574058533,True,False,,,2024-08-24,2024-08-24T15:06:11.200000,,,,
2024-08-24_648,,AM,,,2024-08-24T15:07:17.950000,,R50D6,,,,,Detection,0.1198582723736763,True,False,,,2024-08-24,2024-08-24T15:07:17.950000,,,,
2024-08-24_649,,AM,,,2024-08-24T15:14:05.100000,,R50D6,,,,,Detection,0.1648110747337341,True,False,,,2024-08-24,2024-08-24T15:14:05.100000,,,,
2024-08-24_650,,AM,,,2024-08-24T15:16:06.020000,,R50D6,,,,,Detection,0.7466278672218323,True,False,,,2024-08-24,2024-08-24T15:16:06.020000,,,,
2024-08-24_651,,AM,,,2024-08-24T15:16:39.530000,,R50D6,,,,,Detection,0.4744157493114471,True,False,,,2024-08-24,2024-08-24T15:16:39.530000,,,,
2024-08-24_652,,AM,,,2024-08-24T15:20:37,,R50D6,,,,,Detection,0.7219400405883789,True,False,,,2024-08-24,2024-08-24T15:20:37,,,,
2024-08-24_653,,AM,,,2024-08-24T15:21:03.790000,,R50D6,,,,,Detection,0.1692661494016647,True,False,,,2024-08-24,2024-08-24T15:21:03.790000,,,,
2024-08-24_654,,AM,,,2024-08-24T15:22:53.740000,,R50D6,,,,,Detection,0.3000923097133636,True,False,,,2024-08-24,2024-08-24T15:22:53.740000,,,,
2024-08-24_655,,AM,,,2024-08-24T15:30:54.120000,,R50D6,,,,,Detection,0.6214432120323181,True,False,,,2024-08-24,2024-08-24T15:30:54.120000,,,,
2024-08-24_656,,AM,,,2024-08-24T15:31:54.980000,,R50D6,,,,,Detection,0.3858269155025482,True,False,,,2024-08-24,2024-08-24T15:31:54.980000,,,,
2024-08-24_657,,AM,,,2024-08-24T15:32:08.770000,,R50D6,,,,,Detection,0.2693829834461212,True,False,,,2024-08-24,2024-08-24T15:32:08.770000,,,,
2024-08-24_658,,AM,,,2024-08-24T15:33:27.750000,,R50D6,,,,,Detection,0.3847405016422272,True,False,,,2024-08-24,2024-08-24T15:33:27.750000,,,,
2024-08-24_659,,AM,,,2024-08-24T15:33:47.690000,,R50D6,,,,,Detection,0.2280025780200958,True,False,,,2024-08-24,2024-08-24T15:33:47.690000,,,,
2024-08-24_660,,AM,,,2024-08-24T15:36:08.030000,,R50D6,,,,,Detection,0.1135860979557037,True,False,,,2024-08-24,2024-08-24T15:36:08.030000,,,,
2024-08-24_661,,AM,,,2024-08-24T15:36:08.970000,,R50D6,,,,,Detection,0.2553289830684662,True,False,,,2024-08-24,2024-08-24T15:36:08.970000,,,,
2024-08-24_662,,AM,,,2024-08-24T15:39:51.700000,,R50D6,,,,,Detection,0.268135130405426,True,False,,,2024-08-24,2024-08-24T15:39:51.700000,,,,
2024-08-24_663,,AM,,,2024-08-24T15:40:12.740000,,R50D6,,,,,Detection,0.3179608285427093,True,False,,,2024-08-24,2024-08-24T15:40:12.740000,,,,
2024-08-24_664,,AM,,,2024-08-24T15:40:49.780000,,R50D6,,,,,Detection,0.8076149821281433,True,False,,,2024-08-24,2024-08-24T15:40:49.780000,,,,
2024-08-24_665,,AM,,,2024-08-24T15:41:07.220000,,R50D6,,,,,Detection,0.1068353354930877,True,False,,,2024-08-24,2024-08-24T15:41:07.220000,,,,
2024-08-24_666,,AM,,,2024-08-24T15:41:30.030000,,R50D6,,,,,Detection,0.8939374685287476,True,False,,,2024-08-24,2024-08-24T15:41:30.030000,,,,
2024-08-24_667,,AM,,,2024-08-24T15:44:05,,R50D6,,,,,Detection,0.4055188596248626,True,False,,,2024-08-24,2024-08-24T15:44:05,,,,
2024-08-24_668,,AM,,,2024-08-24T15:46:51.960000,,R50D6,,,,,Detection,0.4265424013137817,True,False,,,2024-08-24,2024-08-24T15:46:51.960000,,,,
2024-08-24_669,,AM,,,2024-08-24T15:47:13.840000,,R50D6,,,,,Detection,0.6626389026641846,True,False,,,2024-08-24,2024-08-24T15:47:13.840000,,,,
2024-08-24_670,,AM,,,,,R50D6,,,,,Detection,,True,False,,,2024-08-24,2024-08-24T15:47:14.630000,,,,
2024-08-24_671,,AM,,,2024-08-24T15:48:54.210000,,R50D6,,,,,Detection,0.1866703927516937,True,False,,,2024-08-24,2024-08-24T15:48:54.210000,,,,
2024-08-24_672,,AM,,,2024-08-24T15:49:35.020000,,R50D6,,,,,Detection,0.7308492064476013,True,False,,,2024-08-24,2024-08-24T15:49:35.020000,,,,
2024-08-24_673,,AM,,,2024-08-24T15:51:16.970000,,R50D6,,,,,Detection,0.4879053235054016,True,False,,,2024-08-24,2024-08-24T15:51:16.970000,,,,
2024-08-24_674,,AM,,,2024-08-24T15:54:52.970000,,R50D6,,,,,Detection,0.2516538500785827,True,False,,,2024-08-24,2024-08-24T15:54:52.970000,,,,
2024-08-24_675,,AM,,,2024-08-24T15:55:34.850000,,R50D6,,,,,Detection,0.1357645541429519,True,False,,,2024-08-24,2024-08-24T15:55:34.850000,,,,
2024-08-24_676,,AM,,,2024-08-24T15:57:52.040000,,R50D6,,,,,Detection,0.764921247959137,True,False,,,2024-08-24,2024-08-24T15:57:52.040000,,,,
2024-08-24_677,,AM,,,2024-08-24T15:59:05.990000,,R50D6,,,,,Detection,0.6687230467796326,True,False,,,2024-08-24,2024-08-24T15:59:05.990000,,,,
2024-08-24_678,,AM,,,2024-08-24T16:00:43.100000,,R50D6,,,,,Detection,0.2474592179059982,True,False,,,2024-08-24,2024-08-24T16:00:43.100000,,,,
2024-08-24_679,,AM,,,2024-08-24T16:09:57.150000,,R50D6,,,,,Detection,0.1558626890182495,True,False,,,2024-08-24,2024-08-24T16:09:57.150000,,,,
2024-08-24_680,,AM,,,2024-08-24T16:12:22.610000,,R50D6,,,,,Detection,0.1106114313006401,True,False,,,2024-08-24,2024-08-24T16:12:22.610000,,,,
2024-08-24_681,,AM,,,2024-08-24T16:25:28.010000,,R50D6,,,,,Detection,0.5107879638671875,True,False,,,2024-08-24,2024-08-24T16:25:28.010000,,,,
2024-08-24_682,,AM,,,2024-08-24T16:26:36.780000,,R50D6,,,,,Detection,0.2862267792224884,True,False,,,2024-08-24,2024-08-24T16:26:36.780000,,,,
2024-08-24_683,,AM,,,2024-08-24T16:27:09.020000,,R50D6,,,,,Detection,0.8103089332580566,True,False,,,2024-08-24,2024-08-24T16:27:09.020000,,,,
2024-08-24_684,,AM,,,2024-08-24T16:27:17.960000,,R50D6,,,,,Detection,0.2755185961723327,True,False,,,2024-08-24,2024-08-24T16:27:17.960000,,,,
2024-08-24_685,,AM,,,2024-08-24T16:27:47.280000,,R50D6,,,,,Detection,0.2566148042678833,True,False,,,2024-08-24,2024-08-24T16:27:47.280000,,,,
2024-08-24_686,,AM,,,2024-08-24T16:38:18.950000,,R50D6,,,,,Detection,0.4528324007987976,True,False,,,2024-08-24,2024-08-24T16:38:18.950000,,,,
2024-08-24_687,,AM,,,2024-08-24T16:38:35.400000,,R50D6,,,,,Detection,0.1366980969905853,True,False,,,2024-08-24,2024-08-24T16:38:35.400000,,,,
2024-08-24_688,,AM,,,2024-08-24T16:40:54.870000,,R50D6,,,,,Detection,0.2844081521034241,True,False,,,2024-08-24,2024-08-24T16:40:54.870000,,,,
2024-08-24_689,,AM,,,2024-08-24T16:44:21.030000,,R50D6,,,,,Detection,0.18199023604393,True,False,,,2024-08-24,2024-08-24T16:44:21.030000,,,,
2024-08-24_690,,AM,,,2024-08-24T16:44:22.010000,,R50D6,,,,,Detection,0.3976389765739441,True,False,,,2024-08-24,2024-08-24T16:44:22.010000,,,,
2024-08-24_691,,AM,,,2024-08-24T16:46:07.010000,,R50D6,,,,,Detection,0.8644341230392456,True,False,,,2024-08-24,2024-08-24T16:46:07.010000,,,,
2024-08-24_692,,AM,,,2024-08-24T16:46:40.720000,,R50D6,,,,,Detection,0.3040947616100311,True,False,,,2024-08-24,2024-08-24T16:46:40.720000,,,,
2024-08-24_693,,AM,,,2024-08-24T16:47:22,,R50D6,,,,,Detection,0.4488116800785064,True,False,,,2024-08-24,2024-08-24T16:47:22,,,,
2024-08-24_694,,AM,,,2024-08-24T16:58:05.990000,,R50D6,,,,,Detection,0.8182816505432129,True,False,,,2024-08-24,2024-08-24T16:58:05.990000,,,,
2024-08-24_695,,AM,,,2024-08-24T16:58:54.790000,,R50D6,,,,,Detection,0.3247753083705902,True,False,,,2024-08-24,2024-08-24T16:58:54.790000,,,,
2024-08-24_696,,AM,,,2024-08-24T17:00:58.590000,,R50D6,,,,,Detection,0.1763478070497512,True,False,,,2024-08-24,2024-08-24T17:00:58.590000,,,,
2024-08-24_697,,AM,,,2024-08-24T17:02:39.040000,,R50D6,,,,,Detection,0.7148976922035217,True,False,,,2024-08-24,2024-08-24T17:02:39.040000,,,,
2024-08-24_698,,AM,,,2024-08-24T17:03:11.170000,,R50D6,,,,,Detection,0.4626529216766357,True,False,,,2024-08-24,2024-08-24T17:03:11.170000,,,,
2024-08-24_699,,AM,,,2024-08-24T17:03:51.210000,,R50D6,,,,,Detection,0.1902742683887481,True,False,,,2024-08-24,2024-08-24T17:03:51.210000,,,,
2024-08-24_700,,AM,,,2024-08-24T17:09:37,,R50D6,,,,,Detection,0.9098041653633118,True,False,,,2024-08-24,2024-08-24T17:09:37,,,,
2024-08-24_701,,AM,,,2024-08-24T17:09:54.210000,,R50D6,,,,,Detection,0.180830717086792,True,False,,,2024-08-24,2024-08-24T17:09:54.210000,,,,
2024-08-24_702,,AM,,,2024-08-24T17:16:41.490000,,R50D6,,,,,Detection,0.4235219657421112,True,False,,,2024-08-24,2024-08-24T17:16:41.490000,,,,
2024-08-24_703,,AM,,,2024-08-24T17:21:39.090000,,R50D6,,,,,Detection,0.1815401911735534,True,False,,,2024-08-24,2024-08-24T17:21:39.090000,,,,
2024-08-24_704,,AM,,,2024-08-24T17:22:19.970000,,R50D6,,,,,Detection,0.4954043328762054,True,False,,,2024-08-24,2024-08-24T17:22:19.970000,,,,
2024-08-24_705,,AM,,,2024-08-24T17:26:23.040000,,R50D6,,,,,Detection,0.6682894825935364,True,False,,,2024-08-24,2024-08-24T17:26:23.040000,,,,
2024-08-24_706,,AM,,,2024-08-24T17:28:36.100000,,R50D6,,,,,Detection,0.6109573245048523,True,False,,,2024-08-24,2024-08-24T17:28:36.100000,,,,
2024-08-24_707,,AM,,,2024-08-24T17:39:08,,R50D6,,,,,Detection,0.7797831296920776,True,False,,,2024-08-24,2024-08-24T17:39:08,,,,
2024-08-24_708,,AM,,,2024-08-24T17:39:35.960000,,R50D6,,,,,Detection,0.1395578533411026,True,False,,,2024-08-24,2024-08-24T17:39:35.960000,,,,
2024-08-24_709,,AM,,,2024-08-24T17:42:52.040000,,R50D6,,,,,Detection,0.7342716455459595,True,False,,,2024-08-24,2024-08-24T17:42:52.040000,,,,
2024-08-24_710,,AM,,,2024-08-24T17:44:02.010000,,R50D6,,,,,Detection,0.1629747152328491,True,False,,,2024-08-24,2024-08-24T17:44:02.010000,,,,
2024-08-24_711,,AM,,,2024-08-24T17:46:05.930000,,R50D6,,,,,Detection,0.4005867540836334,True,False,,,2024-08-24,2024-08-24T17:46:05.930000,,,,
2024-08-24_712,,AM,,,2024-08-24T17:46:53.590000,,R50D6,,,,,Detection,0.3637644648551941,True,False,,,2024-08-24,2024-08-24T17:46:53.590000,,,,
2024-08-24_713,,AM,,,2024-08-24T17:53:35.810000,,R50D6,,,,,Detection,0.1020244061946868,True,False,,,2024-08-24,2024-08-24T17:53:35.810000,,,,
2024-08-24_714,,AM,,,2024-08-24T17:57:30.830000,,R50D6,,,,,Detection,0.1753473877906799,True,False,,,2024-08-24,2024-08-24T17:57:30.830000,,,,
2024-08-24_715,,AM,,,2024-08-24T17:58:09.980000,,R50D6,,,,,Detection,0.6316637992858887,True,False,,,2024-08-24,2024-08-24T17:58:09.980000,,,,
2024-08-24_716,,AM,,,2024-08-24T17:58:10.950000,,R50D6,,,,,Detection,0.1995160430669784,True,False,,,2024-08-24,2024-08-24T17:58:10.950000,,,,
2024-08-24_717,,AM,,,2024-08-24T17:59:55.890000,,R50D6,,,,,Detection,0.2131612002849578,True,False,,,2024-08-24,2024-08-24T17:59:55.890000,,,,
2024-08-24_718,,AM,,,2024-08-24T18:01:39.010000,,R50D6,,,,,Detection,0.3825480341911316,True,False,,,2024-08-24,2024-08-24T18:01:39.010000,,,,
2024-08-24_719,,AM,,,2024-08-24T18:01:39.950000,,R50D6,,,,,Detection,0.1722453832626342,True,False,,,2024-08-24,2024-08-24T18:01:39.950000,,,,
2024-08-24_720,,AM,,,2024-08-24T18:02:23.080000,,R50D6,,,,,Detection,0.5279680490493774,True,False,,,2024-08-24,2024-08-24T18:02:23.080000,,,,
2024-08-24_721,,AM,,,2024-08-24T18:02:51.970000,,R50D6,,,,,Detection,0.7637742757797241,True,False,,,2024-08-24,2024-08-24T18:02:51.970000,,,,
2024-08-24_722,,AM,,,2024-08-24T18:11:51.960000,,R50D6,,,,,Detection,0.8550173044204712,True,False,,,2024-08-24,2024-08-24T18:11:51.960000,,,,
2024-08-24_723,,AM,,,2024-08-24T18:13:36.990000,,R50D6,,,,,Detection,0.1108127683401107,True,False,,,2024-08-24,2024-08-24T18:13:36.990000,,,,
2024-08-24_724,,AM,,,2024-08-24T18:15:51.990000,,R50D6,,,,,Detection,0.2787461876869201,True,False,,,2024-08-24,2024-08-24T18:15:51.990000,,,,
2024-08-24_725,,AM,,,2024-08-24T18:18:40.570000,,R50D6,,,,,Detection,0.5962437987327576,True,False,,,2024-08-24,2024-08-24T18:18:40.570000,,,,
2024-08-24_726,,AM,,,2024-08-24T18:19:45.640000,,R50D6,,,,,Detection,0.7280599474906921,True,False,,,2024-08-24,2024-08-24T18:19:45.640000,,,,
2024-08-24_727,,AM,,,2024-08-24T18:20:27.410000,,R50D6,,,,,Detection,0.214193120598793,True,False,,,2024-08-24,2024-08-24T18:20:27.410000,,,,
2024-08-24_728,,AM,,,2024-08-24T18:21:48.930000,,R50D6,,,,,Detection,0.1391342580318451,True,False,,,2024-08-24,2024-08-24T18:21:48.930000,,,,
2024-08-24_729,,AM,,,2024-08-24T18:24:27.980000,,R50D6,,,,,Detection,0.8359435200691223,True,False,,,2024-08-24,2024-08-24T18:24:27.980000,,,,
