depth,s_predicted,date,p_detected,s_error,network,detected,catalogued,epi_distance,provider,s_confidence,long,p_predicted,p_confidence,lat,time,code,p_error,mag,event_id,s_detected,plot_path,mag_type,unique_id
,,2024-08-23,2024-08-23T10:53:05,,AM,True,False,,Detection,,,,0.712134599685669,,2024-08-23T10:53:05,R50D6,,,,,,,2024-08-23_162
,,2024-08-23,2024-08-23T10:55:38.010000,,AM,True,False,,Detection,,,,0.8503627777099609,,2024-08-23T10:55:38.010000,R50D6,,,,,,,2024-08-23_163
,,2024-08-23,2024-08-23T10:56:06.990000,,AM,True,False,,Detection,,,,0.851764976978302,,2024-08-23T10:56:06.990000,R50D6,,,,,,,2024-08-23_164
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T10:56:07.410000,R50D6,,,,,,,2024-08-23_165
,,2024-08-23,2024-08-23T11:00:44.740000,,AM,True,False,,Detection,,,,0.8405171036720276,,2024-08-23T11:00:44.740000,R50D6,,,,,,,2024-08-23_166
,,2024-08-23,2024-08-23T11:05:07.980000,,AM,True,False,,Detection,,,,0.7506048083305359,,2024-08-23T11:05:07.980000,R50D6,,,,,,,2024-08-23_167
,,2024-08-23,2024-08-23T11:06:06.790000,,AM,True,False,,Detection,,,,0.7532863020896912,,2024-08-23T11:06:06.790000,R50D6,,,,,,,2024-08-23_168
,,2024-08-23,2024-08-23T11:11:49.900000,,AM,True,False,,Detection,,,,0.506072998046875,,2024-08-23T11:11:49.900000,R50D6,,,,,,,2024-08-23_169
,,2024-08-23,2024-08-23T11:16:36,,AM,True,False,,Detection,,,,0.5368264317512512,,2024-08-23T11:16:36,R50D6,,,,,,,2024-08-23_170
,,2024-08-23,2024-08-23T11:22:35,,AM,True,False,,Detection,,,,0.6159912347793579,,2024-08-23T11:22:35,R50D6,,,,,,,2024-08-23_171
,,2024-08-23,2024-08-23T11:23:52.090000,,AM,True,False,,Detection,,,,0.8049753904342651,,2024-08-23T11:23:52.090000,R50D6,,,,,,,2024-08-23_172
,,2024-08-23,2024-08-23T11:24:54.770000,,AM,True,False,,Detection,,,,0.8284213542938232,,2024-08-23T11:24:54.770000,R50D6,,,,,,,2024-08-23_173
,,2024-08-23,2024-08-23T11:26:05.030000,,AM,True,False,,Detection,,,,0.7660468220710754,,2024-08-23T11:26:05.030000,R50D6,,,,,,,2024-08-23_174
,,2024-08-23,2024-08-23T11:28:23.940000,,AM,True,False,,Detection,,,,0.8309447169303894,,2024-08-23T11:28:23.940000,R50D6,,,,,,,2024-08-23_175
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T11:28:24.440000,R50D6,,,,,,,2024-08-23_176
,,2024-08-23,2024-08-23T11:29:19.690000,,AM,True,False,,Detection,,,,0.8348548412322998,,2024-08-23T11:29:19.690000,R50D6,,,,,,,2024-08-23_177
,,2024-08-23,2024-08-23T11:31:09,,AM,True,False,,Detection,,,,0.5080317258834839,,2024-08-23T11:31:09,R50D6,,,,,,,2024-08-23_178
,,2024-08-23,2024-08-23T11:31:09.980000,,AM,True,False,,Detection,,,,0.5377440452575684,,2024-08-23T11:31:09.980000,R50D6,,,,,,,2024-08-23_179
,,2024-08-23,2024-08-23T11:47:37,,AM,True,False,,Detection,,,,0.8469082713127136,,2024-08-23T11:47:37,R50D6,,,,,,,2024-08-23_180
,,2024-08-23,2024-08-23T11:48:07,,AM,True,False,,Detection,,,,0.7976272702217102,,2024-08-23T11:48:07,R50D6,,,,,,,2024-08-23_181
,,2024-08-23,2024-08-23T11:49:24.130000,,AM,True,False,,Detection,,,,0.5566328763961792,,2024-08-23T11:49:24.130000,R50D6,,,,,,,2024-08-23_182
,,2024-08-23,2024-08-23T11:51:36.010000,,AM,True,False,,Detection,,,,0.8710283041000366,,2024-08-23T11:51:36.010000,R50D6,,,,,,,2024-08-23_183
,,2024-08-23,2024-08-23T11:53:05,,AM,True,False,,Detection,,,,0.7361916303634644,,2024-08-23T11:53:05,R50D6,,,,,,,2024-08-23_184
,,2024-08-23,2024-08-23T11:55:06,,AM,True,False,,Detection,,,,0.8418461680412292,,2024-08-23T11:55:06,R50D6,,,,,,,2024-08-23_185
,,2024-08-23,2024-08-23T12:00:18.050000,,AM,True,False,,Detection,,,,0.7237363457679749,,2024-08-23T12:00:18.050000,R50D6,,,,,,,2024-08-23_186
,,2024-08-23,2024-08-23T12:02:11,,AM,True,False,,Detection,,,,0.6054444313049316,,2024-08-23T12:02:11,R50D6,,,,,,,2024-08-23_187
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:08:54.170000,R50D6,,,,,,,2024-08-23_188
,,2024-08-23,2024-08-23T12:14:34.080000,,AM,True,False,,Detection,,,,0.6539497375488281,,2024-08-23T12:14:34.080000,R50D6,,,,,,,2024-08-23_189
,,2024-08-23,2024-08-23T12:19:22.010000,,AM,True,False,,Detection,,,,0.5021159052848816,,2024-08-23T12:19:22.010000,R50D6,,,,,,,2024-08-23_190
,,2024-08-23,2024-08-23T12:20:21.460000,,AM,True,False,,Detection,,,,0.6420271992683411,,2024-08-23T12:20:21.460000,R50D6,,,,,,,2024-08-23_191
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:20:22,R50D6,,,,,,,2024-08-23_192
,,2024-08-23,2024-08-23T12:20:43.550000,,AM,True,False,,Detection,,,,0.5145777463912964,,2024-08-23T12:20:43.550000,R50D6,,,,,,,2024-08-23_193
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:20:44.140000,R50D6,,,,,,,2024-08-23_194
,,2024-08-23,2024-08-23T12:22:52.070000,,AM,True,False,,Detection,,,,0.7979549169540405,,2024-08-23T12:22:52.070000,R50D6,,,,,,,2024-08-23_195
,,2024-08-23,2024-08-23T12:23:28.020000,,AM,True,False,,Detection,,,,0.7502608895301819,,2024-08-23T12:23:28.020000,R50D6,,,,,,,2024-08-23_196
,,2024-08-23,2024-08-23T12:24:08.050000,,AM,True,False,,Detection,,,,0.6199240684509277,,2024-08-23T12:24:08.050000,R50D6,,,,,,,2024-08-23_197
,,2024-08-23,2024-08-23T12:24:51.770000,,AM,True,False,,Detection,,,,0.656689465045929,,2024-08-23T12:24:51.770000,R50D6,,,,,,,2024-08-23_198
,,2024-08-23,2024-08-23T12:26:07.990000,,AM,True,False,,Detection,,,,0.7456468939781189,,2024-08-23T12:26:07.990000,R50D6,,,,,,,2024-08-23_199
,,2024-08-23,2024-08-23T12:26:46.430000,,AM,True,False,,Detection,,,,0.8551331162452698,,2024-08-23T12:26:46.430000,R50D6,,,,,,,2024-08-23_200
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:26:47.030000,R50D6,,,,,,,2024-08-23_201
,,2024-08-23,2024-08-23T12:27:23.280000,,AM,True,False,,Detection,,,,0.5923578143119812,,2024-08-23T12:27:23.280000,R50D6,,,,,,,2024-08-23_202
,,2024-08-23,2024-08-23T12:31:03.690000,,AM,True,False,,Detection,,,,0.5359687805175781,,2024-08-23T12:31:03.690000,R50D6,,,,,,,2024-08-23_203
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:31:04.260000,R50D6,,,,,,,2024-08-23_204
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:31:17.870000,R50D6,,,,,,,2024-08-23_205
,,2024-08-23,2024-08-23T12:32:49.070000,,AM,True,False,,Detection,,,,0.5053302645683289,,2024-08-23T12:32:49.070000,R50D6,,,,,,,2024-08-23_206
,,2024-08-23,2024-08-23T12:33:06.740000,,AM,True,False,,Detection,,,,0.7295646667480469,,2024-08-23T12:33:06.740000,R50D6,,,,,,,2024-08-23_207
,,2024-08-23,2024-08-23T12:33:27.180000,,AM,True,False,,Detection,,,,0.7647654414176941,,2024-08-23T12:33:27.180000,R50D6,,,,,,,2024-08-23_208
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:33:27.790000,R50D6,,,,,,,2024-08-23_209
,,2024-08-23,2024-08-23T12:34:08,,AM,True,False,,Detection,,,,0.8297829031944275,,2024-08-23T12:34:08,R50D6,,,,,,,2024-08-23_210
,,2024-08-23,2024-08-23T12:34:56.030000,,AM,True,False,,Detection,,,,0.5000689625740051,,2024-08-23T12:34:56.030000,R50D6,,,,,,,2024-08-23_211
,,2024-08-23,2024-08-23T12:35:09.100000,,AM,True,False,,Detection,,,,0.5850868821144104,,2024-08-23T12:35:09.100000,R50D6,,,,,,,2024-08-23_212
,,2024-08-23,2024-08-23T12:37:28.050000,,AM,True,False,,Detection,,,,0.7307946085929871,,2024-08-23T12:37:28.050000,R50D6,,,,,,,2024-08-23_213
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:37:28.700000,R50D6,,,,,,,2024-08-23_214
,,2024-08-23,2024-08-23T12:39:31.080000,,AM,True,False,,Detection,,,,0.8189215064048767,,2024-08-23T12:39:31.080000,R50D6,,,,,,,2024-08-23_215
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:39:32.540000,R50D6,,,,,,,2024-08-23_216
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:40:12.290000,R50D6,,,,,,,2024-08-23_217
,,2024-08-23,2024-08-23T12:41:36,,AM,True,False,,Detection,,,,0.925369918346405,,2024-08-23T12:41:36,R50D6,,,,,,,2024-08-23_218
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:41:37.980000,R50D6,,,,,,,2024-08-23_219
,,2024-08-23,2024-08-23T12:42:10.880000,,AM,True,False,,Detection,,,,0.5797897577285767,,2024-08-23T12:42:10.880000,R50D6,,,,,,,2024-08-23_220
,,2024-08-23,2024-08-23T12:43:37.490000,,AM,True,False,,Detection,,,,0.5598912835121155,,2024-08-23T12:43:37.490000,R50D6,,,,,,,2024-08-23_221
,,2024-08-23,2024-08-23T12:44:15.080000,,AM,True,False,,Detection,,,,0.7069657444953918,,2024-08-23T12:44:15.080000,R50D6,,,,,,,2024-08-23_222
,,2024-08-23,2024-08-23T12:45:21.990000,,AM,True,False,,Detection,,,,0.6334571242332458,,2024-08-23T12:45:21.990000,R50D6,,,,,,,2024-08-23_223
,,2024-08-23,2024-08-23T12:46:13.240000,,AM,True,False,,Detection,,,,0.8965373635292053,,2024-08-23T12:46:13.240000,R50D6,,,,,,,2024-08-23_224
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:46:13.800000,R50D6,,,,,,,2024-08-23_225
,,2024-08-23,2024-08-23T12:48:45.910000,,AM,True,False,,Detection,,,,0.5088198781013489,,2024-08-23T12:48:45.910000,R50D6,,,,,,,2024-08-23_226
,,2024-08-23,2024-08-23T12:49:54.050000,,AM,True,False,,Detection,,,,0.7590869069099426,,2024-08-23T12:49:54.050000,R50D6,,,,,,,2024-08-23_227
,,2024-08-23,2024-08-23T12:51:46.260000,,AM,True,False,,Detection,,,,0.72120201587677,,2024-08-23T12:51:46.260000,R50D6,,,,,,,2024-08-23_228
,,2024-08-23,2024-08-23T12:52:28.120000,,AM,True,False,,Detection,,,,0.8184279799461365,,2024-08-23T12:52:28.120000,R50D6,,,,,,,2024-08-23_229
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T12:52:29.370000,R50D6,,,,,,,2024-08-23_230
,,2024-08-23,2024-08-23T12:55:21.040000,,AM,True,False,,Detection,,,,0.7017324566841125,,2024-08-23T12:55:21.040000,R50D6,,,,,,,2024-08-23_231
,,2024-08-23,2024-08-23T12:56:25.850000,,AM,True,False,,Detection,,,,0.7041261196136475,,2024-08-23T12:56:25.850000,R50D6,,,,,,,2024-08-23_232
,,2024-08-23,2024-08-23T12:57:39,,AM,True,False,,Detection,,,,0.6683697700500488,,2024-08-23T12:57:39,R50D6,,,,,,,2024-08-23_233
,,2024-08-23,2024-08-23T13:05:46.060000,,AM,True,False,,Detection,,,,0.8494762778282166,,2024-08-23T13:05:46.060000,R50D6,,,,,,,2024-08-23_234
,,2024-08-23,2024-08-23T13:09:05,,AM,True,False,,Detection,,,,0.7472119927406311,,2024-08-23T13:09:05,R50D6,,,,,,,2024-08-23_235
,,2024-08-23,2024-08-23T13:09:05.580000,,AM,True,False,,Detection,,,,0.6460855603218079,,2024-08-23T13:09:05.580000,R50D6,,,,,,,2024-08-23_236
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T13:09:07.630000,R50D6,,,,,,,2024-08-23_237
,,2024-08-23,2024-08-23T13:10:44.610000,,AM,True,False,,Detection,,,,0.8048495650291443,,2024-08-23T13:10:44.610000,R50D6,,,,,,,2024-08-23_238
,,2024-08-23,2024-08-23T13:11:11.950000,,AM,True,False,,Detection,,,,0.6445269584655762,,2024-08-23T13:11:11.950000,R50D6,,,,,,,2024-08-23_239
,,2024-08-23,2024-08-23T13:16:23.050000,,AM,True,False,,Detection,,,,0.5265661478042603,,2024-08-23T13:16:23.050000,R50D6,,,,,,,2024-08-23_240
,,2024-08-23,2024-08-23T13:18:38.810000,,AM,True,False,,Detection,,,,0.6442685127258301,,2024-08-23T13:18:38.810000,R50D6,,,,,,,2024-08-23_241
,,2024-08-23,2024-08-23T13:19:22.070000,,AM,True,False,,Detection,,,,0.7561345100402832,,2024-08-23T13:19:22.070000,R50D6,,,,,,,2024-08-23_242
,,2024-08-23,2024-08-23T13:20:10,,AM,True,False,,Detection,,,,0.7610329389572144,,2024-08-23T13:20:10,R50D6,,,,,,,2024-08-23_243
,,2024-08-23,2024-08-23T13:21:06,,AM,True,False,,Detection,,,,0.6608037948608398,,2024-08-23T13:21:06,R50D6,,,,,,,2024-08-23_244
,,2024-08-23,2024-08-23T13:26:53.050000,,AM,True,False,,Detection,,,,0.5003687143325806,,2024-08-23T13:26:53.050000,R50D6,,,,,,,2024-08-23_245
,,2024-08-23,2024-08-23T13:38:07.990000,,AM,True,False,,Detection,,,,0.6683614253997803,,2024-08-23T13:38:07.990000,R50D6,,,,,,,2024-08-23_246
,,2024-08-23,2024-08-23T13:38:39,,AM,True,False,,Detection,,,,0.5283734202384949,,2024-08-23T13:38:39,R50D6,,,,,,,2024-08-23_247
,,2024-08-23,2024-08-23T13:41:09.140000,,AM,True,False,,Detection,,,,0.5681012272834778,,2024-08-23T13:41:09.140000,R50D6,,,,,,,2024-08-23_248
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T13:42:13.120000,R50D6,,,,,,,2024-08-23_249
,,2024-08-23,2024-08-23T13:43:46.020000,,AM,True,False,,Detection,,,,0.8010663986206055,,2024-08-23T13:43:46.020000,R50D6,,,,,,,2024-08-23_250
,,2024-08-23,2024-08-23T13:45:06,,AM,True,False,,Detection,,,,0.8386141061782837,,2024-08-23T13:45:06,R50D6,,,,,,,2024-08-23_251
,,2024-08-23,2024-08-23T13:47:36.010000,,AM,True,False,,Detection,,,,0.5427922010421753,,2024-08-23T13:47:36.010000,R50D6,,,,,,,2024-08-23_252
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T13:47:38.300000,R50D6,,,,,,,2024-08-23_253
,,2024-08-23,2024-08-23T13:51:00.540000,,AM,True,False,,Detection,,,,0.5679691433906555,,2024-08-23T13:51:00.540000,R50D6,,,,,,,2024-08-23_254
,,2024-08-23,2024-08-23T14:02:11.300000,,AM,True,False,,Detection,,,,0.7253427505493164,,2024-08-23T14:02:11.300000,R50D6,,,,,,,2024-08-23_255
,,2024-08-23,2024-08-23T14:04:10.960000,,AM,True,False,,Detection,,,,0.9144062995910645,,2024-08-23T14:04:10.960000,R50D6,,,,,,,2024-08-23_256
,,2024-08-23,2024-08-23T14:13:54.470000,,AM,True,False,,Detection,,,,0.5113586783409119,,2024-08-23T14:13:54.470000,R50D6,,,,,,,2024-08-23_257
,,2024-08-23,2024-08-23T14:16:27.250000,,AM,True,False,,Detection,,,,0.8389894962310791,,2024-08-23T14:16:27.250000,R50D6,,,,,,,2024-08-23_258
,,2024-08-23,2024-08-23T14:17:14.960000,,AM,True,False,,Detection,,,,0.5810365080833435,,2024-08-23T14:17:14.960000,R50D6,,,,,,,2024-08-23_259
,,2024-08-23,2024-08-23T14:20:53.220000,,AM,True,False,,Detection,,,,0.5369227528572083,,2024-08-23T14:20:53.220000,R50D6,,,,,,,2024-08-23_260
,,2024-08-23,2024-08-23T14:24:47.520000,,AM,True,False,,Detection,,,,0.8600866794586182,,2024-08-23T14:24:47.520000,R50D6,,,,,,,2024-08-23_261
,,2024-08-23,2024-08-23T14:31:55.290000,,AM,True,False,,Detection,,,,0.7098637223243713,,2024-08-23T14:31:55.290000,R50D6,,,,,,,2024-08-23_262
,,2024-08-23,2024-08-23T14:33:24.500000,,AM,True,False,,Detection,,,,0.7556645274162292,,2024-08-23T14:33:24.500000,R50D6,,,,,,,2024-08-23_263
,,2024-08-23,2024-08-23T14:34:28.250000,,AM,True,False,,Detection,,,,0.8735633492469788,,2024-08-23T14:34:28.250000,R50D6,,,,,,,2024-08-23_264
,,2024-08-23,2024-08-23T14:36:08,,AM,True,False,,Detection,,,,0.8576411604881287,,2024-08-23T14:36:08,R50D6,,,,,,,2024-08-23_265
,,2024-08-23,2024-08-23T14:42:24.820000,,AM,True,False,,Detection,,,,0.8164463043212891,,2024-08-23T14:42:24.820000,R50D6,,,,,,,2024-08-23_266
,,2024-08-23,2024-08-23T14:43:25.180000,,AM,True,False,,Detection,,,,0.7204030752182007,,2024-08-23T14:43:25.180000,R50D6,,,,,,,2024-08-23_267
,,2024-08-23,2024-08-23T14:44:25.770000,,AM,True,False,,Detection,,,,0.8916822671890259,,2024-08-23T14:44:25.770000,R50D6,,,,,,,2024-08-23_268
,,2024-08-23,2024-08-23T14:45:26.010000,,AM,True,False,,Detection,,,,0.9103848338127136,,2024-08-23T14:45:26.010000,R50D6,,,,,,,2024-08-23_269
,,2024-08-23,2024-08-23T14:47:30.230000,,AM,True,False,,Detection,,,,0.8060945272445679,,2024-08-23T14:47:30.230000,R50D6,,,,,,,2024-08-23_270
,,2024-08-23,2024-08-23T14:51:21.130000,,AM,True,False,,Detection,,,,0.5550072193145752,,2024-08-23T14:51:21.130000,R50D6,,,,,,,2024-08-23_271
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T14:51:21.640000,R50D6,,,,,,,2024-08-23_272
,,2024-08-23,2024-08-23T14:55:43.760000,,AM,True,False,,Detection,,,,0.6433010697364807,,2024-08-23T14:55:43.760000,R50D6,,,,,,,2024-08-23_273
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T14:55:44.110000,R50D6,,,,,,,2024-08-23_274
,,2024-08-23,2024-08-23T14:58:19.510000,,AM,True,False,,Detection,,,,0.7389341592788696,,2024-08-23T14:58:19.510000,R50D6,,,,,,,2024-08-23_275
,,2024-08-23,2024-08-23T14:59:30.030000,,AM,True,False,,Detection,,,,0.8103554844856262,,2024-08-23T14:59:30.030000,R50D6,,,,,,,2024-08-23_276
,,2024-08-23,2024-08-23T15:00:33.780000,,AM,True,False,,Detection,,,,0.8277655243873596,,2024-08-23T15:00:33.780000,R50D6,,,,,,,2024-08-23_277
,,2024-08-23,2024-08-23T15:01:27.260000,,AM,True,False,,Detection,,,,0.8982222676277161,,2024-08-23T15:01:27.260000,R50D6,,,,,,,2024-08-23_278
,,2024-08-23,2024-08-23T15:02:08.300000,,AM,True,False,,Detection,,,,0.7370559573173523,,2024-08-23T15:02:08.300000,R50D6,,,,,,,2024-08-23_279
,,2024-08-23,2024-08-23T15:07:31.320000,,AM,True,False,,Detection,,,,0.5373262166976929,,2024-08-23T15:07:31.320000,R50D6,,,,,,,2024-08-23_280
,,2024-08-23,2024-08-23T15:09:25.440000,,AM,True,False,,Detection,,,,0.8514727354049683,,2024-08-23T15:09:25.440000,R50D6,,,,,,,2024-08-23_281
,,2024-08-23,2024-08-23T15:13:05.990000,,AM,True,False,,Detection,,,,0.8586022853851318,,2024-08-23T15:13:05.990000,R50D6,,,,,,,2024-08-23_282
,,2024-08-23,2024-08-23T15:13:55.740000,,AM,True,False,,Detection,,,,0.822114109992981,,2024-08-23T15:13:55.740000,R50D6,,,,,,,2024-08-23_283
,,2024-08-23,2024-08-23T15:14:25.930000,,AM,True,False,,Detection,,,,0.5758406519889832,,2024-08-23T15:14:25.930000,R50D6,,,,,,,2024-08-23_284
,,2024-08-23,2024-08-23T15:14:55.670000,,AM,True,False,,Detection,,,,0.665879487991333,,2024-08-23T15:14:55.670000,R50D6,,,,,,,2024-08-23_285
,,2024-08-23,2024-08-23T15:15:58.770000,,AM,True,False,,Detection,,,,0.8588120341300964,,2024-08-23T15:15:58.770000,R50D6,,,,,,,2024-08-23_286
,,2024-08-23,2024-08-23T15:18:05.240000,,AM,True,False,,Detection,,,,0.8911452889442444,,2024-08-23T15:18:05.240000,R50D6,,,,,,,2024-08-23_287
,,2024-08-23,2024-08-23T15:18:58.530000,,AM,True,False,,Detection,,,,0.8937360048294067,,2024-08-23T15:18:58.530000,R50D6,,,,,,,2024-08-23_288
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T15:18:59.080000,R50D6,,,,,,,2024-08-23_289
,,2024-08-23,2024-08-23T15:20:02.210000,,AM,True,False,,Detection,,,,0.6188568472862244,,2024-08-23T15:20:02.210000,R50D6,,,,,,,2024-08-23_290
,,2024-08-23,2024-08-23T15:21:02.530000,,AM,True,False,,Detection,,,,0.906370222568512,,2024-08-23T15:21:02.530000,R50D6,,,,,,,2024-08-23_291
,,2024-08-23,2024-08-23T15:22:48.510000,,AM,True,False,,Detection,,,,0.8832404613494873,,2024-08-23T15:22:48.510000,R50D6,,,,,,,2024-08-23_292
,,2024-08-23,2024-08-23T15:24:44.770000,,AM,True,False,,Detection,,,,0.9000647664070129,,2024-08-23T15:24:44.770000,R50D6,,,,,,,2024-08-23_293
,,2024-08-23,2024-08-23T15:25:42.030000,,AM,True,False,,Detection,,,,0.9129350781440735,,2024-08-23T15:25:42.030000,R50D6,,,,,,,2024-08-23_294
,,2024-08-23,2024-08-23T15:26:36.690000,,AM,True,False,,Detection,,,,0.529437780380249,,2024-08-23T15:26:36.690000,R50D6,,,,,,,2024-08-23_295
,,2024-08-23,2024-08-23T15:31:58.560000,,AM,True,False,,Detection,,,,0.6654309630393982,,2024-08-23T15:31:58.560000,R50D6,,,,,,,2024-08-23_296
,,2024-08-23,2024-08-23T15:40:05.010000,,AM,True,False,,Detection,,,,0.8019037842750549,,2024-08-23T15:40:05.010000,R50D6,,,,,,,2024-08-23_297
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T15:43:28.430000,R50D6,,,,,,,2024-08-23_298
,,2024-08-23,2024-08-23T15:59:37.100000,,AM,True,False,,Detection,,,,0.6382588744163513,,2024-08-23T15:59:37.100000,R50D6,,,,,,,2024-08-23_299
,,2024-08-23,2024-08-23T16:00:23.040000,,AM,True,False,,Detection,,,,0.819856584072113,,2024-08-23T16:00:23.040000,R50D6,,,,,,,2024-08-23_300
,,2024-08-23,2024-08-23T16:00:49.150000,,AM,True,False,,Detection,,,,0.6875467896461487,,2024-08-23T16:00:49.150000,R50D6,,,,,,,2024-08-23_301
,,2024-08-23,2024-08-23T16:03:18.260000,,AM,True,False,,Detection,,,,0.8068042993545532,,2024-08-23T16:03:18.260000,R50D6,,,,,,,2024-08-23_302
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T16:03:18.940000,R50D6,,,,,,,2024-08-23_303
,,2024-08-23,2024-08-23T16:07:23.960000,,AM,True,False,,Detection,,,,0.5027405619621277,,2024-08-23T16:07:23.960000,R50D6,,,,,,,2024-08-23_304
,,2024-08-23,2024-08-23T16:13:41.900000,,AM,True,False,,Detection,,,,0.6148217916488647,,2024-08-23T16:13:41.900000,R50D6,,,,,,,2024-08-23_305
,,2024-08-23,2024-08-23T16:16:23.830000,,AM,True,False,,Detection,,,,0.7544699907302856,,2024-08-23T16:16:23.830000,R50D6,,,,,,,2024-08-23_306
,,2024-08-23,2024-08-23T16:16:47.980000,,AM,True,False,,Detection,,,,0.5468974113464355,,2024-08-23T16:16:47.980000,R50D6,,,,,,,2024-08-23_307
,,2024-08-23,2024-08-23T16:17:25,,AM,True,False,,Detection,,,,0.5851720571517944,,2024-08-23T16:17:25,R50D6,,,,,,,2024-08-23_308
,,2024-08-23,2024-08-23T16:23:53.090000,,AM,True,False,,Detection,,,,0.7423776388168335,,2024-08-23T16:23:53.090000,R50D6,,,,,,,2024-08-23_309
,,2024-08-23,2024-08-23T16:38:41.920000,,AM,True,False,,Detection,,,,0.8397477269172668,,2024-08-23T16:38:41.920000,R50D6,,,,,,,2024-08-23_310
,,2024-08-23,2024-08-23T16:43:56.070000,,AM,True,False,,Detection,,,,0.6519598364830017,,2024-08-23T16:43:56.070000,R50D6,,,,,,,2024-08-23_311
,,2024-08-23,2024-08-23T16:47:53.170000,,AM,True,False,,Detection,,,,0.6961777210235596,,2024-08-23T16:47:53.170000,R50D6,,,,,,,2024-08-23_312
,,2024-08-23,2024-08-23T16:51:23.830000,,AM,True,False,,Detection,,,,0.7104389071464539,,2024-08-23T16:51:23.830000,R50D6,,,,,,,2024-08-23_313
,,2024-08-23,2024-08-23T16:56:51.930000,,AM,True,False,,Detection,,,,0.799180805683136,,2024-08-23T16:56:51.930000,R50D6,,,,,,,2024-08-23_314
,,2024-08-23,2024-08-23T17:14:09.970000,,AM,True,False,,Detection,,,,0.6213061213493347,,2024-08-23T17:14:09.970000,R50D6,,,,,,,2024-08-23_315
,,2024-08-23,2024-08-23T17:14:10.880000,,AM,True,False,,Detection,,,,0.7528463006019592,,2024-08-23T17:14:10.880000,R50D6,,,,,,,2024-08-23_316
,,2024-08-23,2024-08-23T17:24:22.020000,,AM,True,False,,Detection,,,,0.866070032119751,,2024-08-23T17:24:22.020000,R50D6,,,,,,,2024-08-23_317
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T17:24:22.490000,R50D6,,,,,,,2024-08-23_318
,,2024-08-23,2024-08-23T17:26:55.050000,,AM,True,False,,Detection,,,,0.8070728778839111,,2024-08-23T17:26:55.050000,R50D6,,,,,,,2024-08-23_319
,,2024-08-23,2024-08-23T17:27:26.610000,,AM,True,False,,Detection,,,,0.7249954342842102,,2024-08-23T17:27:26.610000,R50D6,,,,,,,2024-08-23_320
,,2024-08-23,2024-08-23T17:28:42.520000,,AM,True,False,,Detection,,,,0.7350844740867615,,2024-08-23T17:28:42.520000,R50D6,,,,,,,2024-08-23_321
,,2024-08-23,2024-08-23T17:29:59.630000,,AM,True,False,,Detection,,,,0.7368845343589783,,2024-08-23T17:29:59.630000,R50D6,,,,,,,2024-08-23_322
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T17:30:00.430000,R50D6,,,,,,,2024-08-23_323
,,2024-08-23,2024-08-23T17:34:22.170000,,AM,True,False,,Detection,,,,0.7156546711921692,,2024-08-23T17:34:22.170000,R50D6,,,,,,,2024-08-23_324
,,2024-08-23,2024-08-23T17:44:14.200000,,AM,True,False,,Detection,,,,0.7951803803443909,,2024-08-23T17:44:14.200000,R50D6,,,,,,,2024-08-23_325
,,2024-08-23,,,AM,True,False,,Detection,,,,,,2024-08-23T17:44:17.200000,R50D6,,,,,,,2024-08-23_326
,,2024-08-23,2024-08-23T17:58:06.990000,,AM,True,False,,Detection,,,,0.5033495426177979,,2024-08-23T17:58:06.990000,R50D6,,,,,,,2024-08-23_327
,,2024-08-23,2024-08-23T18:00:22.090000,,AM,True,False,,Detection,,,,0.7848727107048035,,2024-08-23T18:00:22.090000,R50D6,,,,,,,2024-08-23_328
,,2024-08-23,2024-08-23T18:04:38,,AM,True,False,,Detection,,,,0.8168672919273376,,2024-08-23T18:04:38,R50D6,,,,,,,2024-08-23_329
